logmar,condition,normalization,orientation_a,orientation_b,mimicry_unconstrained,residual_unconstrained,mimicry_unconstrained_ls,residual_unconstrained_ls,cosine_alignment,dx_star_deg,dy_star_deg,translation_mag_deg,translation_mag_arcmin,translation_angle_rad,identity_norm,jacobian_norm_x,jacobian_norm_y,jacobian_condition_number,jacobian_rank,ridge_lambda,jacobian_singular_max,jacobian_singular_min,jacobian_near_zero,projection_ls_gap,mimicry_constrained_0p5_arcmin,mimicry_constrained_1p0_arcmin,mimicry_constrained_2p0_arcmin,jacobian_path
-0.2,real,raw,0,90,0.41549455993236223,0.584505432883587,0.4154941289391184,0.5845054328851086,0.6445886749954286,-0.006221301668754831,-0.0022058604997451927,0.006600788967842235,0.3960473380705341,-2.8008561544744888,0.011798187729653293,1.157644856948136,0.19176971667567144,390.61381626723835,2,6.884586195261686e-07,1.1719223166142159,0.059290158322499044,False,4.309932438162356e-07,0.4154941289391184,0.4154941289391184,0.4154941289391184,test3_lm-0.20.npz
-0.2,real,raw,0,180,0.6334213870572938,0.36657860725163166,0.633419729849336,0.36657860735213044,0.7958777463010848,-0.007092058218964488,-0.012695378954236216,0.014542005933599587,0.8725203560159752,-2.080243425912072,0.01325570711673521,1.157644856948136,0.19176971667567144,390.61381626723835,2,6.884586195261686e-07,1.1719223166142159,0.059290158322499044,False,1.6572079577503729e-06,0.5417272041418043,0.633419729849336,0.633419729849336,test3_lm-0.20.npz
-0.2,real,raw,0,270,0.704549634446341,0.2954503597296428,0.7045448115090556,0.29545036013391884,0.8393745495583845,-0.0056662462442315775,-0.023859336612322722,0.024522933961506153,1.471376037690369,-1.8039623920625318,0.013103543137884675,1.157644856948136,0.19176971667567144,390.61381626723835,2,6.884586195261686e-07,1.1719223166142159,0.059290158322499044,False,4.822937285431372e-06,0.553912394381912,0.6973988013170939,0.7045448115090556,test3_lm-0.20.npz
-0.2,real,raw,90,0,0.41639392042022905,0.5836060723957207,0.4163634549745131,0.5836060982049303,0.6452859214489567,0.003954497120464621,-0.04081365234823307,0.04100478344630287,2.4602870067781724,-1.4742063075958387,0.011798187729653293,1.58692192697795,0.041007140595873036,3430.665287485485,2,1.2600013939516295e-06,1.5872207499292454,0.027075429771330366,False,3.0465445715943673e-05,0.4057585128966513,0.41224275506256314,0.4061461092575432,test3_lm-0.20.npz
-0.2,real,raw,90,180,0.26249373949940125,0.7375062309629473,0.26241833993007785,0.7375062954983785,0.5123414286385606,-0.0011812984964800698,0.031791454173056906,0.031813393792165016,1.908803627529901,1.6079369768596976,0.0058185131197242106,1.58692192697795,0.041007140595873036,3430.665287485485,2,1.2600013939516295e-06,1.5872207499292454,0.027075429771330366,False,7.539956932339775e-05,0.24779961198412073,0.2402715251123528,0.26241833993007785,test3_lm-0.20.npz
-0.2,real,raw,90,270,0.3660476522894146,0.6339523164096069,0.365931450771505,0.6339524159009957,0.6050187206107053,-0.0013088097202465611,0.03834313084242544,0.03836546188544025,2.3019277131264153,1.6049172170642547,0.005652245822902952,1.58692192697795,0.041007140595873036,3430.665287485485,2,1.2600013939516295e-06,1.5872207499292454,0.027075429771330366,False,0.00011620151790958655,0.3270360375736966,0.3420400497732746,0.3731383143533307,test3_lm-0.20.npz
-0.2,real,raw,180,0,0.6840761284216347,0.31592386588729093,0.6840720715756181,0.3159238659487019,0.8270889483130788,-0.026984491319442274,-0.07329138746241363,0.07810115394752307,4.686069236851384,-1.9235752745786427,0.01325570711673521,0.24690518118483162,0.23643118657223988,70.81615115568746,2,5.843093723993592e-08,0.3394623611183777,0.040338317562932484,False,4.056846016564641e-06,0.045471425676753885,0.18138987672146514,0.5777922273769268,test3_lm-0.20.npz
-0.2,real,raw,180,90,0.2698858362670282,0.7301141341953198,0.26988403352763324,0.7301141342232298,0.5195053765525707,-0.008478270358976372,-0.02122186812775426,0.022852762526917602,1.3711657516150562,-1.9508770420025536,0.0058185131197242106,0.24690518118483162,0.23643118657223988,70.81615115568746,2,5.843093723993592e-08,0.3394623611183777,0.040338317562932484,False,1.8027393949848758e-06,0.20969279169976654,0.2566451765508394,0.26988403352763324,test3_lm-0.20.npz
-0.2,real,raw,180,270,0.01103483722787589,0.988965076388453,0.011034825981023972,0.9889650763884573,0.10504683349761615,-0.0007089314444360623,0.000781998548008406,0.0010555119715083563,0.06333071829050138,2.3072259325875413,0.0034023906240266072,0.24690518118483162,0.23643118657223988,70.81615115568746,2,5.843093723993592e-08,0.3394623611183777,0.040338317562932484,False,1.1246851918528256e-08,0.011034825981023972,0.011034825981023972,0.011034825981023972,test3_lm-0.20.npz
-0.2,real,raw,270,0,0.6892465748783401,0.3107534192976451,0.6892458407332355,0.3107534193415963,0.830208753795297,0.007699708634768089,-0.0012196825708708536,0.007795712836810268,0.4677427702086161,-0.15710098457304314,0.013103543137884675,1.4338608398003512,0.13455500279677982,3909.7144791568667,2,1.0370309783453045e-06,1.4399766107389098,0.02300689495546201,False,7.341451045972391e-07,0.6892458407332355,0.6892458407332355,0.6892458407332355,test3_lm-0.20.npz
