observer_mode,prior_scale,n,image_accuracy,mean_feature_cosine,median_feature_cosine,mean_map_feature_cosine,mean_true_mass,median_N_eff_fraction
zero,2.0,128,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.30772369034076225,0.37306398435757543
joint,2.0,128,0.6796875,0.9183611971863264,0.9467446146222807,0.9165142557285063,0.45967464626944776,0.7087461067694628
best_single_tau,2.0,128,0.6640625,0.9173395270561273,0.9400976048915874,0.9050586134199985,0.4538774134593938,0.7424555871739827
linear_continuous,2.0,128,0.2421875,0.7016232563507893,0.6065578866788217,0.7014135541919492,0.22028124320509318,0.25
quadratic_profile,2.0,128,0.328125,0.7790618086487157,0.791373965587531,0.7624127779955475,0.32338777576517963,0.2500357479845899
quadratic_poisson,2.0,128,0.6171875,0.9045739105447488,0.9193031583357347,0.8677031496179156,0.41388429639383584,0.8041819373157025
known,2.0,128,1.0,0.9668119328344322,0.9734778493797606,1.0,0.6095136430748158,0.5675954744195006
