poly_model,degree,include_intercept,n_tables,median_coef_s2_over_s1,median_coef_s3_over_s1,mean_cv_r2_energy,mean_train_r2_energy
linear,1,False,96,9.20461736976766e-05,,-0.0019008007179300357,0.00382680928455887
quadratic,2,False,96,0.005518059968519884,5.805447598188092e-07,0.1459085166207518,0.34510224291641745
cubic,3,False,96,0.07612395558442062,0.0022915531350140173,-0.21902738747787218,0.38188742928463276
affine_linear,1,True,96,0.20750059184899927,3.334069243834798e-05,0.6031227446551869,0.6379285682786414
affine_quadratic,2,True,96,0.018644562211341226,0.006851447665616404,0.6487772891272762,0.7092370613368163
