table_index,trial_id,response_cache_path,prior_scale,candidate_index,true_candidate_index,n_fit_trajectories,n_fit_samples,linear_train_r2,linear_residual_var,quadratic_train_r2,quadratic_residual_var,profile_energy,profile_start_index,optimizer_success,optimizer_iterations,optimizer_final_iterations,optimizer_stage_success_fraction,quadratic_continuation_scales,observation_continuation_scales,trajectory_hat_rms,trajectory_hat_temporal_std_mean
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,0,0,16,640,0.004355106995195035,4.759601871841547e-05,0.3958136841030546,2.888265023291062e-05,10.707627633129443,0,True,120,40,0.5,"0.5,1","1,1",0.039300224056973206,0.011648492741764497
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,1,0,16,640,0.005945517317530902,4.516731748815745e-05,0.3921667115146611,2.761840482505806e-05,12.576788582792947,1,True,78,25,1.0,"0.5,1","1,1",0.026620960501606217,0.015687365343864383
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,2,0,16,640,0.0033731758259575306,5.909326349233514e-05,0.389336060488643,3.620826191660907e-05,20.963688628779124,2,True,85,29,1.0,"0.5,1","1,1",0.022183648065864665,0.014720619080567886
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,3,0,16,640,0.0033033406965090606,3.4540332594507956e-05,0.46034046122343864,1.8701798368790724e-05,119.75369034666895,2,True,69,12,1.0,"0.5,1","1,1",0.012640685255829747,0.009554055814900516
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,0,0,16,640,0.007212996133107441,5.896519498411515e-05,0.4055706799772737,3.530529773545911e-05,10.636114708794805,2,True,122,49,1.0,"0.5,1","1,1",0.03458916040401179,0.010855955907968309
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,1,0,16,640,0.007090770598931151,6.0190203938738474e-05,0.4000593898491521,3.6368427855074844e-05,10.345884301538378,0,True,112,35,1.0,"0.5,1","1,1",0.023311850225142493,0.015296079747397003
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,2,0,16,640,0.005684885639803183,6.501378844065945e-05,0.3880725217128205,4.0011182611850575e-05,19.806754332503502,2,True,104,36,1.0,"0.5,1","1,1",0.020608295755425148,0.015792039505157087
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,3,0,16,640,0.002292850353909359,5.947992518048124e-05,0.40339430401683785,3.556761337424026e-05,63.34027318641015,2,True,75,16,1.0,"0.5,1","1,1",0.009230797494513589,0.007051704404455034
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.007458042647148333,0.00013334193967053809,0.3906079039251036,8.18680998909493e-05,26.169344813792474,1,False,160,80,0.0,"0.5,1","1,1",0.10449589798953085,0.06698439897120495
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.009960160397893048,0.00013323759699925512,0.38032464474907735,8.339467963882629e-05,22.376308997843882,1,False,160,80,0.0,"0.5,1","1,1",0.09317929803205073,0.06221812402974963
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.0061904807554670205,0.00016517230265340437,0.38917187360909655,0.0001015203479215469,18.22204268954985,2,False,160,80,0.0,"0.5,1","1,1",0.06821517800401708,0.018410874897921717
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.0040157540110613565,0.00010124248630155763,0.39559463707003706,6.143822246532234e-05,55.20968650776141,1,False,142,80,0.5,"0.5,1","1,1",0.07113510146704756,0.04513417155064753
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.01039103543272002,0.00016133439567563373,0.39364908187415804,9.885243813042236e-05,23.151611436860733,1,False,160,80,0.0,"0.5,1","1,1",0.10146245623719845,0.06257299768363389
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.010502229066765123,0.0001672385966953297,0.3846318862044913,0.00010400559033614719,19.011998821918894,0,False,160,80,0.0,"0.5,1","1,1",0.09008990882539324,0.05512864730756159
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.009173637857322614,0.00017905186131103332,0.39207913180589593,0.00010985715271501785,21.500259562098076,2,False,160,80,0.0,"0.5,1","1,1",0.08293223954506836,0.058275429433196774
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.001808553981333616,0.00015154779475751027,0.36510024493396687,9.639198788580026e-05,36.99099957819413,0,True,153,73,0.5,"0.5,1","1,1",0.06429571198295277,0.04104686954203799
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.003910279990863241,0.0002359873575013871,0.4875581732309584,0.00012140451823084819,64.2355341926638,2,False,160,80,0.0,"0.5,1","1,1",0.14353940560222367,0.10652808022939797
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.007839245940876594,0.00023932619901218693,0.4847657006620264,0.00012428335424152093,61.92370617159382,2,False,160,80,0.0,"0.5,1","1,1",0.13327503916071837,0.10250448734837833
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.0034508240196831075,0.00028932596784857624,0.478366043035942,0.0001514448590184671,44.085909827174284,1,True,103,28,1.0,"0.5,1","1,1",0.0970559743847883,0.019394592846531243
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.0053164794249517255,0.0001751921434804486,0.46511530988397753,9.420845267661324e-05,154.14854722618298,2,True,105,46,1.0,"0.5,1","1,1",0.10653527449813414,0.06329333328393524
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,0,0,16,640,0.0039444756544373405,0.0002982064530433516,0.4756891967025114,0.0001569720373233037,48.45182099193767,2,False,160,80,0.0,"0.5,1","1,1",0.13583217057158406,0.10098636238502465
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,1,0,16,640,0.00587222226358286,0.0003176025636196881,0.47993249525683357,0.0001661504451045712,43.88816099388609,2,False,160,80,0.0,"0.5,1","1,1",0.1239152823866461,0.09526950084351606
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,2,0,16,640,0.004208281179255424,0.00031896222007556693,0.46744688707306437,0.00017058218098910227,39.397536910469604,2,True,145,65,0.5,"0.5,1","1,1",0.09457644482663626,0.018992348974121602
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,3,0,16,640,0.0031338013476015503,0.0002515386290886005,0.4605723482101215,0.0001361134445195711,109.33259413021162,0,True,90,27,1.0,"0.5,1","1,1",0.0975357739601737,0.06083457698086487
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,0,0,16,640,0.0018852399459393654,3.133069460646598e-05,0.31139594101026313,2.161519330283403e-05,255.14570940422433,1,True,67,14,1.0,"0.5,1","1,1",0.12493221109755112,0.018965053890559268
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,1,0,16,640,0.0013739021473215818,4.270844017765567e-05,0.23888394235617627,3.255080123184384e-05,382.2315046788373,1,True,138,58,0.5,"0.5,1","1,1",0.12600167569150997,0.024484931220101515
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,2,0,16,640,0.003537740443870674,3.3859332836686606e-05,0.2928510852182399,2.402859741156975e-05,223.97893866522378,0,True,82,16,1.0,"0.5,1","1,1",0.12137165290757405,0.019922829160066435
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,3,0,16,640,0.0009038958533496011,3.5433179049813155e-05,0.31887599264469846,2.4156223618107647e-05,225.65878242694356,0,True,72,16,1.0,"0.5,1","1,1",0.1229338914665912,0.01933447198054072
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,0,0,16,640,0.0009972633650223717,6.402140967061097e-05,0.26879409746968075,4.685956396590653e-05,126.2757993415197,0,True,76,23,1.0,"0.5,1","1,1",0.11474771040372364,0.017216565746952888
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,1,0,16,640,0.003258491596212054,5.185854893926188e-05,0.23168779369732329,3.997381047668649e-05,329.019475079814,0,True,148,70,1.0,"0.5,1","1,1",0.14147686690267888,0.03068222146203821
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,2,0,16,640,0.0015166633017541509,6.0874879233104393e-05,0.26033600230396503,4.509535099675784e-05,238.31009501150555,0,True,108,51,1.0,"0.5,1","1,1",0.10566058383985055,0.04621078161531521
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,3,0,16,640,0.0009684257933829654,6.202945764251922e-05,0.2683798996270981,4.54259897266378e-05,221.11583688732344,2,True,112,56,1.0,"0.5,1","1,1",0.10046396415948465,0.04519293326814359
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.006853783610298758,8.283366566568994e-05,0.30797140111686416,5.771885815500949e-05,88.76551390484687,1,True,66,10,1.0,"0.5,1","1,1",0.11378234054124961,0.017778386543389
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.0010898509249424038,0.00011377178593081364,0.3434783359386163,7.477513597363684e-05,93.83602824684428,2,True,140,60,0.5,"0.5,1","1,1",0.09826895402499777,0.018481339855069966
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.005524269409069693,9.179272986031169e-05,0.2971402878627809,6.487580310036436e-05,76.50534819838407,2,True,76,16,1.0,"0.5,1","1,1",0.10634306746230814,0.01800182341486086
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.004191768192292944,8.89481651602338e-05,0.30010698304848715,6.251625330841703e-05,77.35571325577835,1,True,65,11,1.0,"0.5,1","1,1",0.10919091064356341,0.017928727119941652
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.0034949493217680816,0.000149673650133911,0.2630972614074656,0.00011068174978516364,50.99078553498305,1,True,66,11,1.0,"0.5,1","1,1",0.10254258680283737,0.016075437383429068
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.003666982434836319,0.00013098192966756316,0.3331809718288755,8.766270063231204e-05,89.6768076977222,2,True,136,57,1.0,"0.5,1","1,1",0.09211550797096209,0.01797452806108097
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.004252762267454968,0.0001490687183421887,0.2827550776810007,0.00010737542345686527,50.31600531905056,1,True,70,12,1.0,"0.5,1","1,1",0.09491795299754621,0.016161764342189088
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.0036662468573981366,0.00014542439372830447,0.2566726518313105,0.00010849570097182914,48.07652307679395,0,True,56,11,1.0,"0.5,1","1,1",0.09942973719050913,0.016388745805020068
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.006673500168508206,0.00013338885901485395,0.14816288356942275,0.00011438895574260172,60.36069120556435,1,True,71,20,1.0,"0.5,1","1,1",0.15021001435603248,0.02519158267841154
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.005938651594868838,0.00017869405882580091,0.16430196312884937,0.00015022641650925384,67.96419061755294,2,True,125,51,1.0,"0.5,1","1,1",0.14235230704227575,0.028178777049056577
