poly_model,degree,include_intercept,n_tables,median_coef_s2_over_s1,median_coef_s3_over_s1,mean_cv_r2_energy,mean_train_r2_energy
linear,1,False,96,9.207210927809822e-06,,-0.0018943603662218364,0.003826808162387266
quadratic,2,False,96,0.005560233788464924,5.8965902884743385e-08,0.18747787144612774,0.34411689121336203
cubic,3,False,96,0.07343692111402192,0.003427946914627125,0.13783306763297712,0.3742421317221251
affine_linear,1,True,96,0.2075080007965591,3.3345722194649774e-06,0.6031292473144819,0.6379285671549489
affine_quadratic,2,True,96,0.01897607751259759,0.007022388124481355,0.6595117734313223,0.7086305494281895
