prior_scale,median_rmse,q25_rmse,q75_rmse,median_corr,q25_corr,q75_corr,median_nearest_distance,n_rows
0.5,0.0620453186040747,0.027779659615794674,0.17338232455382438,0.10394468313502125,-0.06369049225043705,0.29220725427017613,0.02126454841345545,256
1.0,0.17207351942640203,0.09522552406977,0.2410837227478411,0.09478880058668905,-0.09710992948654674,0.31753377575012687,0.042144738137721946,256
2.0,0.23719502187555463,0.19242417625121921,0.28257459790893735,0.12326683104407646,-0.07544715450776719,0.33009491312427386,0.07893956452608106,256
