table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_timebins,n_units,observer_mode,latent,posterior_temperature,true_candidate_index_local,pred_candidate_index_local,true_candidate_id,pred_candidate_id,image_correct,true_rank,true_margin,candidate_posterior_true_mass,candidate_posterior_entropy,candidate_posterior_N_eff,candidate_posterior_N_eff_fraction,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm,map_feature_cosine,map_feature_mse,map_feature_rmse,run_slug,run_label,run_family,run_dirname,n_trajectories,basis_dim,ridge,alpha,process_var,observation_var_floor,trajectory_initial_position,trajectory_initial_position_var,optimizer_max_iter,quadratic_continuation_scales,observation_continuation_scales
26,78.0,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1.0,0.2187887104813626,0.5415125406769743,0.7975129607398975,2.071080827680673,0.5177702069201683,0.13918716380133833,-0.13918716380133833,0.37307795941510447,20.678079388514575,0.926141642146286,54.78713570327037,49.988271123100155,1.0000000000000002,0.0,0.0,k5_ridge0p1,k=5 ridge=0.1,,,,,,,,,,,,,
27,79.0,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1.0,0.2192743372841619,0.542673620375017,0.7896706874668814,2.063142538652818,0.5157856346632045,0.1391711729376108,-0.1391711729376108,0.3730565278045819,20.676891528088557,0.9261359787111629,54.78713570327037,50.04358873136435,1.0000000000000002,0.0,0.0,k5_ridge0p1,k=5 ridge=0.1,,,,,,,,,,,,,
28,84.0,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1.0,0.5274250854034221,0.5802649317527215,0.9334599598265515,2.1881069897541954,0.5470267474385488,0.0662500041115946,-0.0662500041115946,0.2573907615117423,14.26604404278981,0.9341669208067557,39.83355717057559,35.99443154407021,1.0,0.0,0.0,k5_ridge0p1,k=5 ridge=0.1,,,,,,,,,,,,,
29,85.0,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1.0,0.6197061976031364,0.6088382122430124,0.8855949450783889,2.0828267383183574,0.5207066845795894,0.05859659570793133,-0.05859659570793133,0.24206733713562292,13.416733656697708,0.94219507524729,39.83355717057559,36.163125527026835,1.0,0.0,0.0,k5_ridge0p1,k=5 ridge=0.1,,,,,,,,,,,,,
30,90.0,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,1,source_row:1945,source_row:10506,False,2.0,-0.07625237410249497,0.2675786215773729,1.3778471693290513,3.934775523802256,0.983693880950564,0.17440750941003,-0.17440750941003,0.417621251147532,23.146919209856247,0.8281988452585195,40.99625460433092,36.763145159152174,0.5873113786588364,0.47819475425539754,0.6915162718659609,k5_ridge0p1,k=5 ridge=0.1,,,,,,,,,,,,,
31,91.0,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1.0,0.06169518971447019,0.29196977758793785,1.3768348815887554,3.9259913812549176,0.9814978453137294,0.1617684469474382,-0.1617684469474382,0.40220448399718045,22.29243524208448,0.8410250758521224,40.99625460433092,36.726724910710075,1.0,0.0,0.0,k5_ridge0p1,k=5 ridge=0.1,,,,,,,,,,,,,
0,0.0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:25,source_row:25,True,1.0,0.0710249172555563,0.3384095538105828,1.2736981703825925,3.393307415608517,0.8483268539021294,0.2004978829429725,-0.2004978829429725,0.4477698995499503,24.817926915856848,0.8955353919754636,55.35716385314352,46.55352626726844,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
1,1.0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:25,source_row:25,True,1.0,0.0635066037682463,0.3371293189432274,1.2734481480019195,3.3928347444249214,0.8482086861062303,0.201194059026889,-0.201194059026889,0.448546607418771,24.8609764355828,0.895116801386768,55.35716385314352,46.55666751630761,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
6,6.0,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,3,source_row:76,source_row:4203,False,2.0,-1.062832340077421,0.2052114101349205,1.0079413297249915,2.3256964320878293,0.5814241080219573,0.1487931108394265,-0.1487931108394265,0.3857371006779443,21.379720215632343,0.899236352645311,47.34179291251737,47.87960472879065,0.8237351843954694,0.2779343607150047,0.5271948033839149,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
7,7.0,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,3,source_row:76,source_row:4203,False,2.0,-0.5142726992418147,0.2749257070397517,1.1066334612281776,2.83852276433386,0.709630691083465,0.1249701542499797,-0.1249701542499797,0.3535111798090404,19.593578383132005,0.9150341105998746,47.34179291251737,47.70450160914879,0.8237351843954694,0.2779343607150047,0.5271948033839149,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
12,12.0,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1.0,2.42383496142088,0.8851885454322923,0.4502418375700024,1.265052162939019,0.3162630407347547,0.0033610494564273,-0.0033610494564273,0.0579745586997203,3.2132761988575966,0.9952376648802695,31.98885317956852,31.0607001828129,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
13,13.0,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1.0,2.5441839177538554,0.899242228691789,0.4059654836445024,1.228245422715028,0.307061355678757,0.0026425460489973,-0.0026425460489973,0.0514057005496216,2.8491931248197164,0.9962858101902868,31.98885317956852,31.141579361591077,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
18,18.0,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1.0,0.6602651194201599,0.4638675553175715,1.254196240409208,3.12874076744406,0.782185191861015,0.1296504963552163,-0.1296504963552163,0.3600701269964176,19.957112135858345,0.8897993004381736,43.55782142770001,36.97915161423074,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
19,19.0,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1.0,0.6763545858942734,0.4767679470030017,1.2331914966022075,3.0341479531069617,0.7585369882767404,0.1247032720268743,-0.1247032720268743,0.353133504537412,19.57264549483687,0.8942604556016753,43.55782142770001,37.20108067004257,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
24,24.0,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1.0,0.5761261180365977,0.5499251028124356,1.0648774087389183,2.45093763968106,0.612734409920265,0.1072867427234705,-0.1072867427234705,0.3275465504679763,18.154472552142668,0.9357056686628548,50.81129610299023,44.6688786270266,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
25,25.0,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1.0,0.7000930871244009,0.5603568579270737,1.0789440472983851,2.464990146288663,0.6162475365721658,0.0987246632022467,-0.0987246632022467,0.3142048109151844,17.41499828760549,0.9419072083261422,50.81129610299023,44.39130047379742,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
30,30.0,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4573767466410167,0.9780165899752448,2.366512239145414,0.5916280597863535,0.0031067898513343,-0.0031067898513343,0.0557385849419806,3.089345953968129,0.997246663137846,38.62978874581035,37.36671753293171,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
31,31.0,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4606725696626753,0.9592875980854034,2.3351601164902447,0.5837900291225612,0.0027817220783939,-0.0027817220783939,0.0527420333168335,2.92326020477588,0.9974994999101792,38.62978874581035,37.48821401615902,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
36,36.0,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4544208377749364,0.993634118417275,2.394782028176328,0.5986955070440819,0.003429127106151,-0.003429127106151,0.0585587491853352,3.245655322133864,0.9969926622240252,38.62978874581035,37.25969751401826,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
37,37.0,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4541422530790487,0.9933773851156033,2.396604009688535,0.5991510024221337,0.0035556885701015,-0.0035556885701015,0.0596295947504384,3.3050076077600594,0.99684796199642,38.62978874581035,37.27086115854049,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
42,42.0,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1.0,1.3536045554166662,0.5731795379226957,1.1510090516906015,2.568417620112135,0.6421044050280338,0.0767142268972728,-0.0767142268972728,0.2769733324659124,15.351420293524056,0.9388788275512276,43.20788650402636,36.76911655826523,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
43,43.0,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1.0,1.3401030253824615,0.5686595987409198,1.157376784501971,2.594397335584161,0.6485993338960403,0.078184092776167,-0.078184092776167,0.2796141855774972,15.497791229990971,0.937544177703615,43.20788650402636,36.73257637499341,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
48,48.0,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1249,source_row:1249,True,1.0,1.4635288459970184,0.6087451476592892,1.0985226286666467,2.371008561256277,0.5927521403140693,0.0353986909834114,-0.0353986909834114,0.1881453985177724,10.42807646217843,0.9531096867968554,34.41165285343677,32.2531421981605,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
49,49.0,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1249,source_row:1249,True,1.0,1.479633064465702,0.6111558112704761,1.0948947608880033,2.358221343675695,0.5895553359189237,0.0349366799314863,-0.0349366799314863,0.186913562727498,10.359801192567648,0.9537459014772732,34.41165285343677,32.259394630850785,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
54,54.0,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1422,source_row:1422,True,1.0,0.0413974363142415,0.2888231693557231,1.3762962301100845,3.92283572691459,0.9807089317286476,0.0930646394965404,-0.0930646394965404,0.305064975860128,16.90841720958447,0.9352165137740904,47.40472271920179,46.37377168319922,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
55,55.0,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1422,source_row:1422,True,1.0,0.0361041123261429,0.2874336220574932,1.3766131670932331,3.925313723727344,0.981328430931836,0.0935490926026195,-0.0935490926026195,0.3058579614831361,16.952368934023568,0.934884279977375,47.40472271920179,46.38045323101703,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
60,60.0,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1425,source_row:1425,True,1.0,0.0052780829169023,0.2780691865353449,1.3788639298406238,3.942750807346065,0.9856877018365164,0.0815728704361331,-0.0815728704361331,0.285609646959155,15.830093429282122,0.9449502621465894,48.321366402134856,46.429802674942735,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
61,61.0,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1425,source_row:1425,True,1.0,0.0160682359856991,0.2778613562139634,1.379524819235778,3.9478195718390343,0.9869548929597588,0.082846334244708,-0.082846334244708,0.2878303914542521,15.953179582758514,0.9440838800292862,48.321366402134856,46.44480184032246,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
66,66.0,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1446,source_row:1446,True,1.0,2.0843812915545072,0.810146420799327,0.6681555646243589,1.4894572194303206,0.3723643048575801,0.0117355915954521,-0.0117355915954521,0.1083309355422179,6.004309900498896,0.9850951876298172,34.78821755483096,33.77535211330711,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
67,67.0,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1446,source_row:1446,True,1.0,2.1337034968078683,0.8167794227516191,0.6557912647914531,1.468810522821962,0.3672026307054905,0.0107923514245432,-0.0107923514245432,0.1038862427106846,5.757960018634805,0.986338980786443,34.78821755483096,33.75236870552854,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
72,72.0,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1523,source_row:1523,True,1.0,1.3667092059539527,0.7144790456699253,0.8396372876441921,1.8159992364338664,0.4539998091084666,0.0480169583490142,-0.0480169583490142,0.2191277215438845,12.145291105946026,0.9647426489934996,45.11503839776452,40.971962487635686,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
73,73.0,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1523,source_row:1523,True,1.0,1.4562780301782825,0.7359673852765001,0.7962906400439921,1.733853926970766,0.4334634817426915,0.0413845999225619,-0.0413845999225619,0.2034320523481045,11.275348817757711,0.969926952311658,45.11503839776452,41.198039066024144,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
78,78.0,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1.0,0.2394909584431275,0.5483974369242794,0.783494431983376,2.052393347277705,0.5130983368194263,0.1360670518861163,-0.1360670518861163,0.3688726770663779,20.44499898249323,0.9278630548387812,54.78713570327037,50.08608562971042,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
79,79.0,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1.0,0.2297881410486297,0.5463368993592239,0.7818649618850758,2.052549501719748,0.513137375429937,0.1375359717910577,-0.1375359717910577,0.3708584255360228,20.5550603341885,0.9270372244914958,54.78713570327037,50.10026709168208,1.0000000000000002,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
84,84.0,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1.0,0.5429697868681842,0.5858222242078088,0.922616804952652,2.165260359109602,0.5413150897774005,0.064824503869675,-0.064824503869675,0.2546065668235504,14.111728309730236,0.9356594614086802,39.83355717057559,36.03389426132444,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
85,85.0,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1.0,0.6500860963942614,0.6141951134927174,0.886532824155773,2.073825872148124,0.5184564680370309,0.0567049248744664,-0.0567049248744664,0.2381279590356127,13.19839116007557,0.944224081251227,39.83355717057559,36.15130857949235,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
90,90.0,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1.0,0.112246894112161,0.3006946341779501,1.374157028960613,3.9061622862790863,0.9765405715697716,0.1583716887680662,-0.1583716887680662,0.397959405929884,22.05714913345556,0.8443757478446113,40.99625460433092,36.64336559963472,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
91,91.0,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1.0,0.1106265304713645,0.3050418376503897,1.3717956073925244,3.888227921686878,0.9720569804217196,0.1568246906776127,-0.1568246906776127,0.3960109729257672,21.94915601479078,0.8459588523627761,40.99625460433092,36.6443922514803,1.0,0.0,0.0,native_scale_conditioned,native scale-cond k10/ridge0.01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,,,,,,,,,,,
0,,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:25,source_row:25,True,1.0,0.0611896990561717,0.3370750599433363,1.273123012803088,3.391428226687653,0.8478570566719132,0.201114276047623,-0.201114276047623,0.4484576636067479,24.856046669136624,0.895155149810557,55.35716385314352,46.56459146371231,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
1,,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:25,source_row:25,True,1.0,0.0397129460300789,0.3337238532647558,1.2754470682924404,3.400040948294884,0.8500102370737209,0.2026701328950718,-0.2026701328950718,0.450188996861398,24.952006898317038,0.8942327366718487,55.35716385314352,46.56047302674223,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
6,,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,3,source_row:76,source_row:4203,False,3.0,-0.8287592485560253,0.1845634801907052,1.098036908461017,2.796933894581624,0.6992334736454059,0.1660755149959279,-0.1660755149959279,0.4075236373462623,22.587252645408,0.8898959892398941,47.34179291251737,48.74849776164964,0.8237351843954694,0.2779343607150047,0.5271948033839149,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
