table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_timebins,n_units,observer_mode,latent,posterior_temperature,true_candidate_index_local,pred_candidate_index_local,true_candidate_id,pred_candidate_id,image_correct,true_rank,true_margin,candidate_posterior_true_mass,candidate_posterior_entropy,candidate_posterior_N_eff,candidate_posterior_N_eff_fraction,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm,map_feature_cosine,map_feature_mse,map_feature_rmse,run_slug,run_label,run_family,run_dirname,n_trajectories,basis_dim,ridge,alpha,process_var,observation_var_floor,trajectory_initial_position,trajectory_initial_position_var,optimizer_max_iter,quadratic_continuation_scales,observation_continuation_scales
7,,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,3,source_row:76,source_row:4203,False,3.0,-0.6324821923558375,0.2029354223758841,1.1857979776861989,3.030420439485295,0.7576051098713238,0.1538064444952331,-0.1538064444952331,0.3921816473207704,21.736913246580254,0.8965232789922871,47.34179291251737,48.15773186699735,0.8237351843954694,0.2779343607150047,0.5271948033839149,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
12,,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:87,source_row:87,True,1.0,2.4365644802614383,0.883915265721285,0.4566322557508203,1.2687831713717517,0.3171957928429379,0.0033765968147145,-0.0033765968147145,0.0581084917607965,3.220699522588707,0.995201816681181,31.98885317956852,31.076003564142454,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
13,,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:87,source_row:87,True,1.0,2.586722227804728,0.8980586446733918,0.4156796042016718,1.231898833476487,0.3079747083691218,0.0025938110261138,-0.0025938110261138,0.0509294710959567,2.8227978093058463,0.9963402361353254,31.98885317956852,31.17041310789441,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
18,,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:369,source_row:369,True,1.0,0.6758993967894185,0.4757642894312834,1.228198465267972,3.02493785023695,0.7562344625592375,0.1266813752814611,-0.1266813752814611,0.3559232716210913,19.727270081403777,0.8922565837448045,43.55782142770001,37.331651962536114,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
19,,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:369,source_row:369,True,1.0,0.7119617567808518,0.4894509513758113,1.2069565501998796,2.935207366929335,0.7338018417323338,0.1212803661414244,-0.1212803661414244,0.3482533074378827,19.30215751636215,0.8971780311479328,43.55782142770001,37.50840918602565,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
24,,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:420,source_row:420,True,1.0,0.1435751206469149,0.4627097111480359,1.0873063726367531,2.601730241125316,0.6504325602813289,0.161512537623332,-0.161512537623332,0.4018862247245257,22.274795522717508,0.8989391434179999,50.81129610299023,44.83977923434602,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
25,,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:420,source_row:420,True,1.0,0.3200950239182702,0.5067131465188476,1.0469308689100698,2.490596558741513,0.6226491396853783,0.1371013599478907,-0.1371013599478907,0.3702720080533914,20.52255777820885,0.9153006011394378,50.81129610299023,44.976159018329234,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
30,,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4562393993406181,0.9744655275265116,2.3729913712395576,0.5932478428098894,0.0036484709146024,-0.0036484709146024,0.0604025737415424,3.347850452104872,0.9966359393007532,38.62978874581035,37.41131381701613,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
31,,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4602167046263448,0.9550785447680216,2.3368079413994027,0.5842019853498507,0.0030739663717786,-0.0030739663717786,0.0554433618369115,3.0729830286065947,0.997165199823839,38.62978874581035,37.52293677260638,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
36,,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4589965029672006,0.9642372904892944,2.3491055431683123,0.5872763857920781,0.0031334238914166,-0.0031334238914166,0.0559769943049526,3.102559942117491,0.9971420503936776,38.62978874581035,37.466554515240986,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
37,,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4579516205590855,0.9740462312517046,2.360672753474955,0.5901681883687387,0.0030845689731676,-0.0030845689731676,0.0555388960384307,3.0782780715151343,0.9972471566395548,38.62978874581035,37.39597849497552,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
42,,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:966,source_row:966,True,1.0,1.3566719795598488,0.5873625310849759,1.1293460545462977,2.486100912657732,0.621525228164433,0.0719310053819368,-0.0719310053819368,0.2681995626057895,14.865128608031275,0.9431401914638032,43.20788650402636,36.91673871672388,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
43,,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:966,source_row:966,True,1.0,1.3504782036375218,0.592026594638517,1.121917604964773,2.4592728092114795,0.6148182023028699,0.0703553409368732,-0.0703553409368732,0.2652458122890411,14.70141514814389,0.9445251532269608,43.20788650402636,36.97132399194342,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
48,,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1249,source_row:1249,True,1.0,1.4564683861445928,0.6162132814899496,1.0861050118172073,2.3299963213390686,0.5824990803347672,0.0342536451554968,-0.0342536451554968,0.1850774031466208,10.25803089865137,0.9546979490848704,34.41165285343677,32.24651363654721,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
49,,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1249,source_row:1249,True,1.0,1.4627870366433626,0.6049333729042506,1.104587134076632,2.3919079047488205,0.5979769761872051,0.0360221947825399,-0.0360221947825399,0.1897951389855386,10.51951436008158,0.9522457933862718,34.41165285343677,32.25531985932074,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
54,,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1422,source_row:1422,True,1.0,0.0477048806642983,0.3013947428578757,1.3682973058320438,3.864087935113069,0.9660219837782672,0.0832020105609893,-0.0832020105609893,0.288447587199112,15.987388043184517,0.9420859890233364,47.40472271920179,46.34578813514565,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
55,,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1422,source_row:1422,True,1.0,0.0517810214998917,0.2925475104309543,1.3743162361094623,3.908478926527242,0.9771197316318104,0.0905745076704539,-0.0905745076704539,0.3009559895905943,16.680674074018544,0.9369677318131784,47.40472271920179,46.3864652311713,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
60,,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1425,source_row:1425,True,1.0,0.0023253622750303,0.2773241801428434,1.3789833688984343,3.9436855071977934,0.9859213767994486,0.0817928103826355,-0.0817928103826355,0.2859944236915041,15.851419920482092,0.9448006152622108,48.321366402134856,46.432488679938906,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
61,,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1425,source_row:1425,True,1.0,0.0148027705291156,0.2762330550015554,1.3800565824310964,3.9519263488485534,0.9879815872121386,0.0839094275851125,-0.0839094275851125,0.2896712405212374,16.05520979437721,0.9433606774310984,48.321366402134856,46.45617000066246,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
66,,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1446,source_row:1446,True,1.0,2.058910751984854,0.8052589163496401,0.6801518145664313,1.5055056493406729,0.3763764123351682,0.0123325573801933,-0.0123325573801933,0.1110520480684321,6.155129265251384,0.9843192883585123,34.78821755483096,33.764208917681295,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
67,,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1446,source_row:1446,True,1.0,2.1486849519095017,0.8203692815080287,0.6465262195395247,1.457246252433269,0.3643115631083172,0.0103912377864948,-0.0103912377864948,0.101937420933114,5.649945351958039,0.9868598710107508,34.78821755483096,33.760178410071674,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
72,,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1523,source_row:1523,True,1.0,1.431255027286113,0.7190725361066069,0.8377073155863337,1.8033178184175156,0.4508294546043788,0.0455959361236343,-0.0455959361236343,0.2135320494062526,11.835147475709991,0.9667727960229644,45.11503839776452,40.95915758900412,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
73,,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1523,source_row:1523,True,1.0,1.4864003153896874,0.7444887809689035,0.7794120209742115,1.7021047974612942,0.4255261993653235,0.0390905316793532,-0.0390905316793532,0.197713256205428,10.958380962485888,0.9716837235383008,45.11503839776452,41.2978473355516,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
78,,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1709,source_row:1709,True,1.0,0.2429334431150778,0.547624420165891,0.7941642532286003,2.063323929723184,0.5158309824307958,0.1355782061767631,-0.1355782061767631,0.3682094596513826,20.408239742197672,0.9281604248640702,54.78713570327037,50.005228413819054,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
79,,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1709,source_row:1709,True,1.0,0.2053647198962949,0.5389797410106135,0.7924925186727335,2.068560573280279,0.5171401433200697,0.1412936244556403,-0.1412936244556403,0.375890442091363,20.833963001016564,0.9249509060299728,54.78713570327037,50.02653772996188,1.0000000000000002,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
84,,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1918,source_row:1918,True,1.0,0.5462164233368867,0.5879845811026146,0.9159427435455484,2.1536379213608274,0.5384094803402069,0.0643889539991898,-0.0643889539991898,0.2537497862052102,14.064240707749256,0.9361004853862588,39.83355717057559,36.0629126271797,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
85,,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1918,source_row:1918,True,1.0,0.6704106595551025,0.6178747567074662,0.8854718875294421,2.0664264477281944,0.5166066119320486,0.0554051591060653,-0.0554051591060653,0.2353830051343242,13.046250372188656,0.945588853839622,39.83355717057559,36.17199271211927,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
90,,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1945,source_row:1945,True,1.0,0.1178249224558385,0.3165938906204557,1.363293933169738,3.8273310790136295,0.9568327697534074,0.1533828001591344,-0.1533828001591344,0.3916411624933396,21.706956536761687,0.8494225290616259,40.99625460433092,36.59805294965965,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
91,,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,,,4,40,756,quadratic_poisson,pyramid_local_field,,0,0,source_row:1945,source_row:1945,True,1.0,0.1563730616763621,0.3249798147870249,1.360577612803392,3.806532886010882,0.9516332215027206,0.1496176015350005,-0.1496176015350005,0.3868043452897091,21.43887291616613,0.8532560183024905,40.99625460433092,36.57837362526401,1.0,0.0,0.0,k20_ridge0p1,k=20 ridge=0.1,,,16.0,20.0,0.1,0.92,0.001,1e-06,inferred,0.0001,80.0,1.0,1.0
