trial_id,response_cache_path,prior_family,prior_scale,lag_model,lags,n_lags,n_candidates,n_trajectories,n_timebins,basis_dim,ridge,mean_cv_r2_energy,median_cv_r2_energy,mean_train_r2_energy,median_coef_s2_over_s1,median_coef_s3_over_s1
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,instant,0,1,4,16,40,10,0.0001,-0.0022029922808654567,-0.0022503501907570334,0.004244653079837735,7.282897390129842e-05,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,lag0_1,"0,1",2,4,16,40,10,0.0001,-0.0006047103270996612,-0.0006978289889835176,0.012281128965652116,0.07693430542568365,1.642047065822088e-05
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,lag0_1_2,"0,1,2",3,4,16,40,10,0.0001,0.005022766795579114,0.004715500358582259,0.02324211358647521,0.09491348382960635,0.03742729127465999
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,lag0_1_2_4,"0,1,2,4",4,4,16,40,10,0.0001,0.028151596609809537,0.028484125992256804,0.06111169763614713,0.267316745242475,0.03584498301266724
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,lag0_1_2_4_8,"0,1,2,4,8",5,4,16,40,10,0.0001,0.15953965947732415,0.1577839071109809,0.21332407219720725,0.1827048047416473,0.08038037760478751
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,instant,0,1,4,16,40,10,0.0001,-0.0006877423090909662,0.0001972018072720072,0.005570858490613229,4.400501596058037e-05,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,lag0_1,"0,1",2,4,16,40,10,0.0001,0.0017872745725329153,0.0028676959331839225,0.013779760095631283,0.06268291193451744,1.0221038166102866e-05
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,lag0_1_2,"0,1,2",3,4,16,40,10,0.0001,0.0076638242214199515,0.00913508496154497,0.024193805963979187,0.0927041436003562,0.03597692068328454
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,lag0_1_2_4,"0,1,2,4",4,4,16,40,10,0.0001,0.03212378945528893,0.03259979284982034,0.06178780916411181,0.25584206012711963,0.03657664993817902
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,lag0_1_2_4_8,"0,1,2,4,8",5,4,16,40,10,0.0001,0.166714286518631,0.1612600146826701,0.21397625185114047,0.17650586938946378,0.094499825594305
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,instant,0,1,4,16,40,10,0.0001,-0.0037624396611142252,-0.00429772991729227,0.006906172006886729,9.78162183107823e-05,
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,lag0_1,"0,1",2,4,16,40,10,0.0001,-0.01125951011662718,-0.011742192650658678,0.007084997298812845,0.4722357929095039,0.00015359938883909236
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,lag0_1_2,"0,1,2",3,4,16,40,10,0.0001,-0.02094553717990638,-0.021636265781152075,0.007307820569336765,0.300811432068359,0.13271154353419634
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,lag0_1_2_4,"0,1,2,4",4,4,16,40,10,0.0001,-0.03818020492192603,-0.035650245899843336,0.00894081927306345,0.27976194253411163,0.13476622665620558
