run,n,accuracy,median_true_margin,median_score_corr_with_zero,median_anchor_score_gap,median_rmse
all_anchor_logmean,768,0.7981770833333334,0.26582989673173074,0.6554080068617512,,0.0737530324072473
top2_logmean,768,0.8411458333333334,0.26889486478165736,0.604745113634989,0.9705551120995892,0.0737530324072473
top2_shrink0p19,768,0.8502604166666666,0.26921903942422887,0.6169857748067984,0.9705551120995892,0.0737530324072473
top2_a0p85,768,0.8450520833333334,0.270677696492811,0.5923020005556712,0.9662407101062627,0.0781693459491843
