run_slug,run_label,n,image_accuracy,mean_feature_cosine,mean_true_mass,median_N_eff_fraction
native_scale_conditioned_0p5,0.5x native k=10 ridge=0.01,256,0.81640625,0.9179320209324762,0.42661018257267985,0.8390854358335921
scale0p5_k10_ridge0p1_full,0.5x k=10 ridge=0.1,256,0.796875,0.9174505161729383,0.4284591162597752,0.8432005554996929
