run,n,continuous_accuracy,zero_accuracy,finite_joint_accuracy,best_single_tau_accuracy,median_rmse,median_corr,median_anchor_score_gap,median_score_corr_with_zero
unsmoothed_top2_shrink,768,0.8502604166666666,0.4453125,0.76953125,0.7838541666666666,0.0737530324072473,0.02348376362551525,0.9705551120995892,0.6169857748067984
smooth6_top2_shrink,768,0.84375,0.4453125,0.76953125,0.7838541666666666,0.06989877498912139,0.01730840818102505,0.975814385875708,0.6109772783673839
c2f_6_0_keep16,768,0.8502604166666666,0.4453125,0.76953125,0.7838541666666666,0.0737530324072473,0.02348376362551525,0.9705551120995892,0.6169857748067984
c2f_6_0_keep8,768,0.8450520833333334,0.4453125,0.76953125,0.7838541666666666,0.0737530324072473,0.02348376362551525,0.47283770448945006,0.6083556435647961
c2f_6_0_keep4,768,0.8424479166666666,0.4453125,0.76953125,0.7838541666666666,0.0737530324072473,0.02348376362551525,0.2017779678598401,0.6036020829461056
