table_index,trial_id,response_cache_path,prior_scale,candidate_index,true_candidate_index,n_fit_trajectories,n_fit_samples,linear_train_r2,linear_residual_var,quadratic_train_r2,quadratic_residual_var,profile_energy,profile_start_index,optimizer_success,optimizer_iterations,optimizer_final_iterations,optimizer_stage_success_fraction,quadratic_continuation_scales,observation_continuation_scales,trajectory_hat_rms,trajectory_hat_temporal_std_mean
0,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.004031778616739867,0.00012178213514922433,0.3631406971554829,7.787204855023835e-05,94.89482491588431,0,True,79,79,1.0,1,1,0.14484689419884322,0.02864015527077008
0,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.008165014004383186,0.00012391281452784245,0.35680124967953,8.035668087771272e-05,93.9949054152818,1,True,78,78,1.0,1,1,0.13830513650819196,0.029518293816885276
0,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.0035142911434948854,0.00014999240538145843,0.35742772826145064,9.672086595209979e-05,78.50194410705753,0,True,77,77,1.0,1,1,0.1293310729595356,0.026093202812424884
0,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.0054900206016151865,9.134012146834682e-05,0.37251304380610173,5.763113089445885e-05,215.2576227738229,0,True,70,70,1.0,1,1,0.13577270377146816,0.022131038823721
1,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.006840055088684127,6.87155343925217e-05,0.13720674871558947,5.969562066617938e-05,121.53733594777756,2,True,55,55,1.0,1,1,0.17254463757507726,0.02892913605740156
1,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.006072620560785724,9.297720145874071e-05,0.14612166838902774,7.98762759752531e-05,135.53379869533188,2,True,78,78,1.0,1,1,0.16900305855597855,0.03326238494815542
1,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.006655504313096694,7.839662087076372e-05,0.13355317179312676,6.838161764679476e-05,105.35008925387082,1,True,59,59,1.0,1,1,0.157351173525936,0.02865406557215937
1,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.004262364192651691,7.390225838363611e-05,0.13219867611824787,6.44070037697951e-05,108.66315589365769,2,True,59,59,1.0,1,1,0.16595370457243458,0.029079683332323816
2,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.0021487194894429518,6.742021258627813e-05,0.2851479165516718,4.829926099726063e-05,76.6964597409629,0,True,78,78,1.0,1,1,0.14731958755255342,0.021444827766996324
2,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.0008350204164323527,3.051760345287406e-05,0.2901152882309016,2.1682085114768803e-05,603.9906378893105,1,True,52,52,1.0,1,1,0.20385662585035916,0.024624400298244142
2,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.00384145934699176,9.674967637242528e-05,0.2583136438029796,7.2034633046328e-05,201.02044033817245,0,True,65,65,1.0,1,1,0.1408563409719211,0.026669110298618362
2,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.0008259714991161182,9.146431553272848e-05,0.27737442922579947,6.614909048073904e-05,137.74261685441607,0,True,15,15,1.0,1,1,0.12958978614661687,0.01739733484865491
3,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.0062367615862145565,8.91109870083712e-05,0.2564422185875376,6.667500390251918e-05,79.10528176972669,1,True,72,72,1.0,1,1,0.12825784123264658,0.022978841050025775
3,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.006191328379491767,0.00013054702555884249,0.24263501934123233,9.948770654839603e-05,59.425559115769076,1,True,73,73,1.0,1,1,0.12342009883985228,0.023959212588656097
3,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.0005173815812357097,9.694182342293148e-05,0.24082175908723114,7.363421996625657e-05,88.72492827535754,0,True,68,68,1.0,1,1,0.15584023941790787,0.028486105960486393
3,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.006627395047488993,8.777667092200686e-05,0.23768669243010454,6.735974397162701e-05,99.13052623854641,0,True,60,60,1.0,1,1,0.1516925226226197,0.022052237554289367
4,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.005231935978659341,4.9857637283721475e-05,0.32775940949215476,3.3692605081676463e-05,110.63748859113022,0,True,76,76,1.0,1,1,0.14647643892423298,0.031034691045630176
4,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.0008366997145375921,0.00010980478942844776,0.3127294983636911,7.552878762760594e-05,72.54854315942607,1,True,77,77,1.0,1,1,0.12835740169133708,0.028274119963435568
