prior_scale,prior_family,n_eval,selected_temperature_by_split,default_mean_feature_cosine,heldout_mean_feature_cosine,delta_vs_default,heldout_mean_true_mass,heldout_median_N_eff_fraction
0.5,axis_edge_orthogonal,128,0.125;0.125,0.91963674625164,0.9585438404092622,0.03890709415762217,0.6889363128498077,0.3092078043225289
0.5,axis_edge_parallel,128,0.125;0.125,0.9162272956133124,0.9574941961048385,0.04126690049152615,0.6794154456802561,0.3326287014092998
1.0,axis_edge_orthogonal,128,0.25;0.125,0.9105540176361708,0.9329652511912803,0.022411233555109433,0.5868710500069647,0.43741237870890237
1.0,axis_edge_parallel,128,0.25;0.125,0.9086503754835875,0.9334926053272938,0.02484222984370632,0.5754226339795266,0.48259351701530107
2.0,axis_edge_orthogonal,128,0.5;0.5,0.9043088617490173,0.9139850991096788,0.009676237360661588,0.4738898648257379,0.6481576487297431
2.0,axis_edge_parallel,128,0.25;0.5,0.8991678261180771,0.9034166241560033,0.004248798037926216,0.4812080313141605,0.589835734241326
