table_index,trial_id,response_cache_path,prior_scale,candidate_index,true_candidate_index,n_fit_trajectories,n_fit_samples,linear_train_r2,linear_residual_var,quadratic_train_r2,quadratic_residual_var,profile_energy,profile_start_index,optimizer_success,optimizer_iterations,optimizer_final_iterations,optimizer_stage_success_fraction,quadratic_continuation_scales,observation_continuation_scales,trajectory_hat_rms,trajectory_hat_temporal_std_mean
0,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.007458042647148333,0.00013334193967053809,0.3906079039251036,8.18680998909493e-05,25.665446771367286,1,False,80,80,0.0,1,1,0.08133338139169019,0.020732632734491076
0,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.009960160397893048,0.00013323759699925512,0.38032464474907735,8.339467963882629e-05,22.183934296283375,1,False,80,80,0.0,1,1,0.07328198334871719,0.020703360474045127
0,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.0061904807554670205,0.00016517230265340437,0.38917187360909655,0.0001015203479215469,18.215290964716758,1,False,80,80,0.0,1,1,0.06806002057908958,0.01817489135132635
0,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.0040157540110613565,0.00010124248630155763,0.39559463707003706,6.143822246532234e-05,48.37395226007607,0,True,70,70,1.0,1,1,0.06383172112085375,0.01633523109487921
1,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.01039103543272002,0.00016133439567563373,0.39364908187415804,9.885243813042236e-05,21.085526558986228,1,False,80,80,0.0,1,1,0.07394768617912202,0.018516775821231533
1,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.010502229066765123,0.0001672385966953297,0.3846318862044913,0.00010400559033614719,17.310687556100472,1,True,78,78,1.0,1,1,0.06795931350756274,0.019590077551444946
1,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.009173637857322614,0.00017905186131103332,0.39207913180589593,0.00010985715271501785,18.14980758624858,1,False,80,80,0.0,1,1,0.06422171319424312,0.01763166923718045
1,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.001808553981333616,0.00015154779475751027,0.36510024493396687,9.639198788580026e-05,32.77326875055051,1,True,62,62,1.0,1,1,0.05941080219406111,0.015130397272616006
2,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.006853783610298758,8.283366566568994e-05,0.30797140111686416,5.771885815500949e-05,88.7655162847084,0,True,59,59,1.0,1,1,0.113782092678257,0.01777229636647598
2,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.0010898509249424038,0.00011377178593081364,0.3434783359386163,7.477513597363684e-05,93.8360318633214,0,False,80,80,0.0,1,1,0.09827508385509234,0.018500925396922583
2,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.005524269409069693,9.179272986031169e-05,0.2971402878627809,6.487580310036436e-05,76.50534720445906,1,True,61,61,1.0,1,1,0.10634277717391757,0.017996199924772773
2,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.004191768192292944,8.89481651602338e-05,0.30010698304848715,6.251625330841703e-05,77.35571414524497,0,True,57,57,1.0,1,1,0.10919060772254235,0.017918076372969965
3,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.0034949493217680816,0.000149673650133911,0.2630972614074656,0.00011068174978516364,50.9907853025782,0,True,53,53,1.0,1,1,0.10254249440678061,0.016067721491254103
3,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.003666982434836319,0.00013098192966756316,0.3331809718288755,8.766270063231204e-05,89.67681856648626,1,False,80,80,0.0,1,1,0.09211509840242461,0.01796790533477148
3,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.004252762267454968,0.0001490687183421887,0.2827550776810007,0.00010737542345686527,50.3160025337136,1,True,58,58,1.0,1,1,0.09491779011404326,0.016151211587684306
3,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.0036662468573981366,0.00014542439372830447,0.2566726518313105,0.00010849570097182914,48.076521681237274,1,True,57,57,1.0,1,1,0.09942928030005878,0.016384500318123427
