observer_mode,prior_scale,n,image_accuracy,mean_feature_cosine,median_feature_cosine,mean_map_feature_cosine,mean_true_mass,median_N_eff_fraction
zero,1.0,4,0.0,0.7303096588019002,0.7303096588019002,0.5856837134179081,0.010649194215438426,0.5757793971417248
joint,1.0,4,0.25,0.9120131708872599,0.9087120883682294,0.8472077516668801,0.32417865609451535,0.7830011809477325
best_single_tau,1.0,4,0.75,0.923642433042904,0.9199819824904976,0.9559337960988674,0.3660789021573005,0.7911237551520318
linear_continuous,1.0,4,0.0,0.6556295289204885,0.6592105405945514,0.6519918257154773,5.462632664300322e-10,0.2500583216536984
quadratic_profile,1.0,4,0.0,0.7459096914137342,0.7903966101218199,0.7172698684257514,0.015767897332492817,0.3813744705105958
quadratic_poisson,1.0,4,0.0,0.8798409303474434,0.8822808284753392,0.6844136289540532,0.25475788984504455,0.8443798337476647
known,1.0,4,1.0,0.9535652752755976,0.9535652752755976,1.0,0.4938961729927551,0.6850117421104858
