candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,basis_source,basis_dim,kalman_alpha,kalman_process_var,likelihood_scale,n_trials,known_accuracy,known_median_true_rank,known_median_true_margin,zero_accuracy,zero_median_true_rank,zero_median_true_margin,joint_accuracy,joint_median_true_rank,joint_median_true_margin,best_single_tau_accuracy,best_single_tau_median_true_rank,best_single_tau_median_true_margin,continuous_joint_accuracy,continuous_joint_median_true_rank,continuous_joint_median_true_margin,continuous_minus_zero_accuracy,joint_minus_zero_accuracy,median_trajectory_rmse,median_trajectory_corr_mean,run_label,run_slug,full_cache,continuous_score_mode,observation_model,time_smoothing_sigma,time_shrinkage,trajectory_prior_mean,trajectory_process_model,brownian_cov_floor,brownian_cov_scale,catalog_residual_aggregation,catalog_residual_top_k,catalog_residual_all_anchor_shrinkage,trajectory_initial_position,trajectory_initial_position_var,trajectory_basis_family,trajectory_basis_components,trajectory_basis_smoothing_sigma,trajectory_basis_coeff_prior_var,catalog_residual_anchor_smoothing_sigma,catalog_residual_anchor_smoothing_schedule,catalog_residual_refine_top_k,catalog_gaussian_smoothing_sigma,catalog_gaussian_cov_floor,catalog_gaussian_shrinkage
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.40625,2.0,-0.2456598187757208,0.0703125,0.34375,0.1423962800089683,0.048260074737685,"Linear Poisson profile, k=10, A(t)",poisson_k10_timevary,True,linear_poisson_profile,time_varying,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.7265625,1.0,0.1079459315738375,0.1171875,0.171875,0.0553047839206256,0.0003674639536556,"Linear Poisson profile, k=10, smooth A(t)",poisson_k10_timevary_smooth,True,linear_poisson_profile,time_varying,1.5,0.5,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.5234375,1.0,0.0,0.1328125,0.4140625,0.1568834221289781,0.0156286557534421,"Linear Poisson profile, k=10, smooth A(t)",poisson_k10_timevary_smooth,True,linear_poisson_profile,time_varying,1.5,0.5,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.3984375,2.0,-0.2015065722953295,0.0625,0.40625,0.224223502837068,0.0332878304850379,"Linear Poisson profile, k=10, smooth A(t)",poisson_k10_timevary_smooth,True,linear_poisson_profile,time_varying,1.5,0.5,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6953125,1.0,0.1102931117016652,0.0859375,0.203125,0.0685862215842273,0.0335976718471917,"Linear Poisson profile, k=10, smooth A(t)",poisson_k10_timevary_smooth,True,linear_poisson_profile,time_varying,1.5,0.5,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.5625,1.0,0.0132080300761288,0.171875,0.40625,0.1835907703188372,0.0352531446406811,"Linear Poisson profile, k=10, smooth A(t)",poisson_k10_timevary_smooth,True,linear_poisson_profile,time_varying,1.5,0.5,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.453125,2.0,-0.1743811937554369,0.1171875,0.34375,0.2670591252564767,0.0389819769023404,"Linear Poisson profile, k=10, smooth A(t)",poisson_k10_timevary_smooth,True,linear_poisson_profile,time_varying,1.5,0.5,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.6953125,1.0,0.0855912046308446,0.0859375,0.171875,0.0469601434899707,-0.0459750093989429,"Linear Poisson profile, k=10, matched Brownian prior",poisson_k10_matched_brownian,True,linear_poisson_profile,time_varying,1.5,0.5,zero,matched_brownian,1e-06,1.0,logmeanexp,0.0,0.0,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.5234375,1.0,0.0,0.1328125,0.4140625,0.1381166014961872,0.0328727714810876,"Linear Poisson profile, k=10, matched Brownian prior",poisson_k10_matched_brownian,True,linear_poisson_profile,time_varying,1.5,0.5,zero,matched_brownian,1e-06,1.0,logmeanexp,0.0,0.0,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.3984375,2.0,-0.1721229331203346,0.0625,0.40625,0.2795932082051117,0.0323076258021045,"Linear Poisson profile, k=10, matched Brownian prior",poisson_k10_matched_brownian,True,linear_poisson_profile,time_varying,1.5,0.5,zero,matched_brownian,1e-06,1.0,logmeanexp,0.0,0.0,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.703125,1.0,0.0890724172096923,0.09375,0.203125,0.0516153173472085,0.0156681068172564,"Linear Poisson profile, k=10, matched Brownian prior",poisson_k10_matched_brownian,True,linear_poisson_profile,time_varying,1.5,0.5,zero,matched_brownian,1e-06,1.0,logmeanexp,0.0,0.0,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.5,1.5,-0.0019172969275871,0.109375,0.40625,0.1662615465272733,0.0500592392498526,"Linear Poisson profile, k=10, matched Brownian prior",poisson_k10_matched_brownian,True,linear_poisson_profile,time_varying,1.5,0.5,zero,matched_brownian,1e-06,1.0,logmeanexp,0.0,0.0,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.4609375,2.0,-0.1682791823745901,0.125,0.34375,0.3360813921554292,0.0393816029224251,"Linear Poisson profile, k=10, matched Brownian prior",poisson_k10_matched_brownian,True,linear_poisson_profile,time_varying,1.5,0.5,zero,matched_brownian,1e-06,1.0,logmeanexp,0.0,0.0,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.7265625,1.0,0.1252555476796857,0.1171875,0.171875,0.0548922935408134,0.1192927720970493,"No-anchor known-start AR(1), k=10",noanchor_knownstart_linear_ar1_var0p01,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.5234375,1.0,0.0,0.1328125,0.4140625,0.153304846131184,0.0954146844877291,"No-anchor known-start AR(1), k=10",noanchor_knownstart_linear_ar1_var0p01,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.3984375,2.0,-0.2054666820729949,0.0625,0.40625,0.2197322555814002,0.141118946703621,"No-anchor known-start AR(1), k=10",noanchor_knownstart_linear_ar1_var0p01,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6953125,1.0,0.108942072030544,0.0859375,0.203125,0.0683843997219655,0.0711432754468988,"No-anchor known-start AR(1), k=10",noanchor_knownstart_linear_ar1_var0p01,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.5625,1.0,0.0130880427940951,0.171875,0.40625,0.1821379809102422,0.094788800586689,"No-anchor known-start AR(1), k=10",noanchor_knownstart_linear_ar1_var0p01,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.4609375,2.0,-0.1635982679896415,0.125,0.34375,0.2624848839062875,0.1145179899351163,"No-anchor known-start AR(1), k=10",noanchor_knownstart_linear_ar1_var0p01,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_axis_interleaved_v1/image_disjoint_compact_basis_delta0p25_fold0of2_axis_interleaved_svd.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.7265625,1.0,0.1373533406122646,0.1171875,0.171875,0.0581173405170993,0.1119942089567561,"No-anchor known-start AR(1), axis-interleaved k=10",noanchor_knownstart_linear_ar1_axis_interleaved_basis_k10,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,0.0,1e-06,0.25
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_axis_interleaved_v1/image_disjoint_compact_basis_delta0p25_fold0of2_axis_interleaved_svd.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.5390625,1.0,0.0,0.1484375,0.4140625,0.1569763068503341,0.0911476069626411,"No-anchor known-start AR(1), axis-interleaved k=10",noanchor_knownstart_linear_ar1_axis_interleaved_basis_k10,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,0.0,1e-06,0.25
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_axis_interleaved_v1/image_disjoint_compact_basis_delta0p25_fold0of2_axis_interleaved_svd.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.3984375,2.0,-0.1879967906790227,0.0625,0.40625,0.2232224187362136,0.1393313190513746,"No-anchor known-start AR(1), axis-interleaved k=10",noanchor_knownstart_linear_ar1_axis_interleaved_basis_k10,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,0.0,1e-06,0.25
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_axis_interleaved_v1/image_disjoint_compact_basis_delta0p25_fold0of2_axis_interleaved_svd.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6796875,1.0,0.0939126172410453,0.0703125,0.203125,0.0681204310592479,0.0675278153564587,"No-anchor known-start AR(1), axis-interleaved k=10",noanchor_knownstart_linear_ar1_axis_interleaved_basis_k10,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,0.0,1e-06,0.25
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_axis_interleaved_v1/image_disjoint_compact_basis_delta0p25_fold0of2_axis_interleaved_svd.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.546875,1.0,0.0013545531073475,0.15625,0.40625,0.1835640207378593,0.0946058804762099,"No-anchor known-start AR(1), axis-interleaved k=10",noanchor_knownstart_linear_ar1_axis_interleaved_basis_k10,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,0.0,1e-06,0.25
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_axis_interleaved_v1/image_disjoint_compact_basis_delta0p25_fold0of2_axis_interleaved_svd.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.4609375,2.0,-0.168759029173259,0.125,0.34375,0.2624206427677886,0.1116280738337205,"No-anchor known-start AR(1), axis-interleaved k=10",noanchor_knownstart_linear_ar1_axis_interleaved_basis_k10,True,linear_poisson_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,4.0,6.0,1.0,0.0,,0.0,0.0,1e-06,0.25
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.71875,1.0,0.1047113367245486,0.109375,0.171875,0.0595902549758334,0.1804849981759092,"No-anchor residual CTF known-start DCT, k=10",noanchor_residual_c2f_knownstart_dct_ar1_var0p01,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.5390625,1.0,0.0,0.1484375,0.4140625,0.1625300597554168,0.1365428101405777,"No-anchor residual CTF known-start DCT, k=10",noanchor_residual_c2f_knownstart_dct_ar1_var0p01,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.390625,2.0,-0.1758616405571444,0.0546875,0.40625,0.2527816732938033,0.146731378010392,"No-anchor residual CTF known-start DCT, k=10",noanchor_residual_c2f_knownstart_dct_ar1_var0p01,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6953125,1.0,0.1083260326339683,0.0859375,0.203125,0.070722703734546,0.089872645063165,"No-anchor residual CTF known-start DCT, k=10",noanchor_residual_c2f_knownstart_dct_ar1_var0p01,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.5625,1.0,0.0155835877895071,0.171875,0.40625,0.1963709449251137,0.1027971190903296,"No-anchor residual CTF known-start DCT, k=10",noanchor_residual_c2f_knownstart_dct_ar1_var0p01,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.46875,2.0,-0.1202570512713805,0.1328125,0.34375,0.298585711666307,0.1152725499601848,"No-anchor residual CTF known-start DCT, k=10",noanchor_residual_c2f_knownstart_dct_ar1_var0p01,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,known_start,0.01,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.7109375,1.0,0.1053969937770205,0.1015625,0.171875,0.0610341210021999,-0.03312582855415,"No-anchor DCT coarse-to-fine, k=10, AR(1)",noanchor_dct_c2f_k10_ar1_basis2_var0p05,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,,,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.5390625,1.0,0.0,0.1484375,0.4140625,0.1693910675721722,0.0332557596489821,"No-anchor DCT coarse-to-fine, k=10, AR(1)",noanchor_dct_c2f_k10_ar1_basis2_var0p05,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,,,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.390625,2.0,-0.160051892994204,0.0546875,0.40625,0.2726848421416682,0.0311420723979442,"No-anchor DCT coarse-to-fine, k=10, AR(1)",noanchor_dct_c2f_k10_ar1_basis2_var0p05,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,,,dct,2.0,6.0,0.05,0.0,,0.0,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.7,0.01,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6953125,1.0,0.1099685188561352,0.0859375,0.203125,0.0716117503456724,0.0355675575752347,"No-anchor DCT coarse-to-fine, k=10, AR(1)",noanchor_dct_c2f_k10_ar1_basis2_var0p05,True,coarse_to_fine_profile,time_varying,1.5,0.5,zero,ar1,1e-06,1.0,logmeanexp,0.0,0.0,,,dct,2.0,6.0,0.05,0.0,,0.0,,,
