trial_id,response_cache_path,prior_family,prior_scale,poly_model,degree,include_intercept,n_candidates,n_trajectories,n_timebins,basis_dim,ridge,mean_cv_r2_energy,median_cv_r2_energy,mean_train_r2_energy,median_coef_s2_over_s1,median_coef_s3_over_s1
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,linear,1,False,4,16,40,10,0.001,-0.0021938549150706255,-0.002241362086859655,0.00424464937575858,7.28905685183593e-06,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,quadratic,2,False,4,16,40,10,0.001,0.5568283621231322,0.5468599189893696,0.5803893062068027,0.0024529738477429225,4.399709400479883e-08
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,cubic,3,False,4,16,40,10,0.001,0.5570061555633883,0.5470162211366305,0.5808658881248747,0.015899516669079194,0.0018683931387962634
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,affine_linear,1,True,4,16,40,10,0.001,0.3191444176682724,0.3235538419189235,0.38592359427360823,0.09273045655737186,5.739383799795236e-06
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,affine_quadratic,2,True,4,16,40,10,0.001,0.6572485249556721,0.6517850255934046,0.6921458980362138,0.0036137023004151557,0.0006702870016087475
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,linear,1,False,4,16,40,10,0.001,-0.0006791662167101031,0.00020565851659576362,0.005570853629237843,4.404223252830422e-06,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,quadratic,2,False,4,16,40,10,0.001,0.5482852312043875,0.5486038738071733,0.5665363255273723,0.0015356842627254133,4.057302144317022e-08
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,cubic,3,False,4,16,40,10,0.001,0.5484269090124549,0.5487631341869659,0.5669350658079637,0.01005277570062813,0.0014533047383864582
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,affine_linear,1,True,4,16,40,10,0.001,0.35400247647006533,0.3292102687262905,0.40866107173972493,0.06017958417923752,3.94384675324135e-06
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,affine_quadratic,2,True,4,16,40,10,0.001,0.6662490194183465,0.653115912302084,0.6951551456610716,0.0021116597032071844,0.0006659332759913488
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,linear,1,False,4,16,40,10,0.001,-0.0037574273651013734,-0.004292575040609314,0.006906171384164994,9.784279641213282e-06,
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,quadratic,2,False,4,16,40,10,0.001,0.3825354986003367,0.3837294820205903,0.40143328935770617,0.008106724613432165,7.471887903659779e-08
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,cubic,3,False,4,16,40,10,0.001,0.3835354730665933,0.3855165905604048,0.4048193160955459,0.11457008997203702,0.0028484240610470533
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,affine_linear,1,True,4,16,40,10,0.001,0.6600444896393907,0.6584213205400283,0.682934188437667,0.23460723581578574,2.939718408614264e-06
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,axis_edge_parallel,1.0,affine_quadratic,2,True,4,16,40,10,0.001,0.7086696676738621,0.7096534385387111,0.7279522263808952,0.0195728142783528,0.006377508125652515
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,axis_edge_orthogonal,1.0,linear,1,False,4,16,40,10,0.001,-0.002763063515910158,-0.0012842109825822456,0.007968935546172728,5.335719974509833e-06,
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,axis_edge_orthogonal,1.0,quadratic,2,False,4,16,40,10,0.001,0.3751997239898214,0.3854867788523559,0.3962484705756031,0.0048509443837792925,6.484165253336274e-08
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,axis_edge_orthogonal,1.0,cubic,3,False,4,16,40,10,0.001,0.37642142920426147,0.38768524736305443,0.40001030486137057,0.07246340974348056,0.0021191362454948694
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,axis_edge_orthogonal,1.0,affine_linear,1,True,4,16,40,10,0.001,0.6709121104594292,0.6562647568695328,0.6924315904272118,0.13393201640198077,2.669329352703031e-06
1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,axis_edge_orthogonal,1.0,affine_quadratic,2,True,4,16,40,10,0.001,0.7153573172271881,0.7051867901215277,0.7340351583180138,0.010112899720267942,0.005486880283138887
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,axis_edge_parallel,2.0,linear,1,False,4,16,40,10,0.001,0.0039057491519252363,0.0037340477007327677,0.005129221423457425,1.3027537918985052e-05,
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,axis_edge_parallel,2.0,quadratic,2,False,4,16,40,10,0.001,0.47038052295764443,0.4779614667097723,0.4827059437931641,0.0037942992409552125,9.579479559474706e-08
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,axis_edge_parallel,2.0,cubic,3,False,4,16,40,10,0.001,0.47087251040029443,0.478567813140799,0.4834888138375675,0.05157463273975153,0.0027303660949934633
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,axis_edge_parallel,2.0,affine_linear,1,True,4,16,40,10,0.001,0.8200793655637105,0.8193698349310263,0.8294027165951183,0.15545016389968516,4.624653201935909e-06
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,axis_edge_parallel,2.0,affine_quadratic,2,True,4,16,40,10,0.001,0.8349071872211722,0.8365784525611184,0.8429101336201776,0.0205146119507164,0.01240994311754828
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,axis_edge_orthogonal,2.0,linear,1,False,4,16,40,10,0.001,0.0028204608066083325,0.002448246585924352,0.004289706886172917,9.984806995957886e-06,
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,axis_edge_orthogonal,2.0,quadratic,2,False,4,16,40,10,0.001,0.4635714311953891,0.46683129839354603,0.47460518694734655,0.003247123778457959,1.1709931213404106e-07
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,axis_edge_orthogonal,2.0,cubic,3,False,4,16,40,10,0.001,0.46401345567645935,0.4674824446349777,0.47539366722220866,0.0540164660342799,0.0023696659464023514
2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,axis_edge_orthogonal,2.0,affine_linear,1,True,4,16,40,10,0.001,0.8311256677225229,0.8283350291403704,0.8391790507619662,0.13749516074792478,5.657009428881002e-06
