latent,run_family,run_slug,run_label,observer_mode,prior_scale,posterior_temperature,n,image_accuracy,mean_feature_cosine,median_feature_cosine,mean_map_feature_cosine,median_map_feature_cosine,mean_feature_rmse,mean_true_mass,median_N_eff_fraction,median_true_margin,analyzer_posterior_temperature
pyramid_local_field,catalog_residual,catalog_residual_all,Catalog residual all anchors,zero,0.5,1.0,256,0.609375,0.8742879766199878,0.925593866259109,0.8608573023752752,0.9999999999999999,0.3512036642225473,0.39668523668629824,0.672151974282264,0.04257578678377172,1
pyramid_local_field,catalog_residual,catalog_residual_all,Catalog residual all anchors,zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.41296431955289475,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,catalog_residual,catalog_residual_all,Catalog residual all anchors,zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.46118257428352677,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,best_single_tau,2.0,1.0,256,0.69921875,0.9223390935758542,0.9438428270093856,0.9241821212231118,1.0,0.28825432647779514,0.4643077054061786,0.7504312382793892,0.19708820336592225,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,continuous_joint,0.5,1.0,256,0.8671875,0.9290045905798563,0.9399541702074017,0.9736402011463362,1.0,0.28829357667216937,0.4562850246772359,0.807870258874201,0.32753454287094996,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,continuous_joint,1.0,1.0,256,0.89453125,0.9306304270531022,0.9444396100481709,0.9769091288916727,1.0,0.28355526553252225,0.4633784055458714,0.7986021857962786,0.2958103211720413,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,continuous_joint,2.0,1.0,256,0.7734375,0.9299936734155231,0.949678878319258,0.9560833990653388,1.0,0.27948971781504645,0.4707046506789201,0.7687666503733241,0.2132522882281478,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,joint,0.5,1.0,256,0.796875,0.9266980565122523,0.9444346367576617,0.9513205656027092,1.0,0.28569676392350335,0.4622593070994492,0.7845269945517382,0.27807382324736807,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,joint,1.0,1.0,256,0.80078125,0.9285251399264253,0.9458957750410519,0.9555744009089999,1.0,0.28279521664086776,0.4661198082981931,0.7602082474063916,0.24921140458107516,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,joint,2.0,1.0,256,0.7109375,0.9243728095277358,0.949819027213169,0.9314132809867326,1.0,0.2824889086875069,0.47095896519176317,0.7398758910294398,0.18708687337985452,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,known,0.5,1.0,256,1.0,0.952562806767048,0.9665020009422505,1.0,1.0,0.23144377303530228,0.5432645751831016,0.667264371848368,0.5838553500883847,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,known,1.0,1.0,256,1.0,0.9585716901356964,0.9704602883057933,1.0,1.0,0.21482769067880003,0.569237277655722,0.6135551383662933,0.7602205158003983,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,known,2.0,1.0,256,1.0,0.9668119328344323,0.9734778493797603,1.0,1.0,0.1869504165904931,0.6095136430748155,0.5675954744194658,0.890542448815637,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,zero,0.5,1.0,256,0.609375,0.8742879766199878,0.925593866259109,0.8608573023752752,0.9999999999999999,0.3512036642225473,0.39668523668629824,0.672151974282264,0.04257578678377172,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.41296431955289475,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,catalog_residual,catalog_residual_ctf_keep8,Catalog residual CTF keep 8,zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.4611825742835268,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,best_single_tau,2.0,1.0,256,0.69921875,0.9223390935758542,0.9438428270093856,0.9241821212231118,1.0,0.28825432647779514,0.4643077054061786,0.7504312382793892,0.19708820336592225,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,continuous_joint,0.5,1.0,256,0.875,0.9291130470071663,0.9400758362727992,0.9753121729224725,1.0,0.2880569709618686,0.4566546695686882,0.8076480729666238,0.3185171950462973,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,continuous_joint,1.0,1.0,256,0.88671875,0.9307775428062223,0.9445522893398306,0.9765257225060793,1.0,0.2831541747602974,0.46395793218522663,0.798859612708871,0.2974268517990595,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,continuous_joint,2.0,1.0,256,0.76953125,0.9302632648395404,0.949560160927462,0.9546321741134144,1.0,0.27883300787077486,0.4716375061410929,0.7689154043279312,0.2152217970153174,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,joint,0.5,1.0,256,0.796875,0.9266980565122523,0.9444346367576617,0.9513205656027092,1.0,0.2856967639235033,0.46225930709944923,0.7845269945517382,0.27807382324736807,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,joint,1.0,1.0,256,0.80078125,0.9285251399264253,0.9458957750410519,0.9555744009089999,1.0,0.28279521664086776,0.4661198082981931,0.7602082474063916,0.24921140458107516,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,joint,2.0,1.0,256,0.7109375,0.9243728095277358,0.949819027213169,0.9314132809867326,1.0,0.2824889086875069,0.47095896519176317,0.7398758910294398,0.18708687337985452,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,known,0.5,1.0,256,1.0,0.952562806767048,0.9665020009422505,1.0,1.0,0.23144377303530225,0.5432645751831017,0.667264371848368,0.5838553500883847,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,known,1.0,1.0,256,1.0,0.9585716901356964,0.9704602883057933,1.0,1.0,0.21482769067880003,0.569237277655722,0.6135551383662933,0.7602205158003983,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,known,2.0,1.0,256,1.0,0.9668119328344323,0.9734778493797603,1.0,1.0,0.1869504165904931,0.6095136430748155,0.5675954744194658,0.890542448815637,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,zero,0.5,1.0,256,0.609375,0.8742879766199878,0.9255938662591078,0.8608573023752752,0.9999999999999999,0.35120366422254734,0.3966852366862981,0.672151974282264,0.04257578678377172,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.4129643195528947,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,catalog_residual,catalog_residual_smooth6,Catalog residual smoothed anchor,zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.4611825742835268,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,best_single_tau,2.0,1.0,256,0.69921875,0.9223390935758542,0.9438428270093856,0.9241821212231118,1.0,0.28825432647779514,0.4643077054061786,0.7504312382793892,0.19708820336592225,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,continuous_joint,0.5,1.0,256,0.875,0.9290662315444711,0.9400192239836529,0.9753121729224725,1.0,0.2881555250132316,0.456507865417265,0.8080768494418473,0.3197120763268515,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,continuous_joint,1.0,1.0,256,0.8984375,0.9306750507504918,0.9446638372143761,0.9769736679083189,1.0,0.2833857188618606,0.46369987216481506,0.7994229992504098,0.2957114962695755,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,continuous_joint,2.0,1.0,256,0.77734375,0.9301097944284485,0.9493147709955324,0.9561024738023707,1.0,0.2791609153424991,0.4711076154641156,0.7677530348031858,0.2115329546233511,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,joint,0.5,1.0,256,0.796875,0.9266980565122523,0.9444346367576617,0.9513205656027092,1.0,0.2856967639235033,0.46225930709944923,0.7845269945517382,0.27807382324736807,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,joint,1.0,1.0,256,0.80078125,0.9285251399264253,0.9458957750410519,0.9555744009089999,1.0,0.28279521664086776,0.4661198082981931,0.7602082474063916,0.24921140458107516,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,joint,2.0,1.0,256,0.7109375,0.9243728095277358,0.949819027213169,0.9314132809867326,1.0,0.2824889086875069,0.47095896519176317,0.7398758910294398,0.18708687337985452,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,known,0.5,1.0,256,1.0,0.952562806767048,0.9665020009422505,1.0,1.0,0.23144377303530225,0.5432645751831017,0.667264371848368,0.5838553500883847,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,known,1.0,1.0,256,1.0,0.9585716901356964,0.9704602883057933,1.0,1.0,0.21482769067880003,0.569237277655722,0.6135551383662933,0.7602205158003983,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,known,2.0,1.0,256,1.0,0.9668119328344323,0.9734778493797603,1.0,1.0,0.1869504165904931,0.6095136430748155,0.5675954744194658,0.890542448815637,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,zero,0.5,1.0,256,0.609375,0.8742879766199878,0.9255938662591078,0.8608573023752752,0.9999999999999999,0.35120366422254734,0.3966852366862981,0.672151974282264,0.04257578678377172,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.4129643195528947,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,catalog_residual,catalog_residual_top2_shrink,Catalog residual top-2 shrink,zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.46118257428352677,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),best_single_tau,2.0,1.0,256,0.69921875,0.9223390935758542,0.9438428270093856,0.9241821212231118,1.0,0.28825432647779514,0.4643077054061786,0.7504312382793892,0.19708820336592225,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),continuous_joint,0.5,1.0,256,0.7109375,0.8947252859025491,0.9308317476930714,0.9065871717424057,1.0,0.3286596470710177,0.41397657435851987,0.7495763755701825,0.1089659237798628,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),continuous_joint,1.0,1.0,256,0.54296875,0.8752665888321809,0.9158872620250684,0.8519613417806179,0.9999999999999998,0.3491676935281169,0.40084672322863873,0.6838951329290925,0.0,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),continuous_joint,2.0,1.0,256,0.4296875,0.8435838015879454,0.9108607449811053,0.7994412139101869,0.9339395343424736,0.3792369889358155,0.37118268229060253,0.5083973227402885,-0.19400016344448545,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),joint,0.5,1.0,256,0.796875,0.9266980565122523,0.9444346367576617,0.9513205656027092,1.0,0.28569676392350335,0.4622593070994492,0.7845269945517382,0.27807382324736807,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),joint,1.0,1.0,256,0.80078125,0.9285251399264253,0.9458957750410519,0.9555744009089999,1.0,0.28279521664086776,0.4661198082981931,0.7602082474063916,0.24921140458107516,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),joint,2.0,1.0,256,0.7109375,0.9243728095277358,0.949819027213169,0.9314132809867326,1.0,0.2824889086875069,0.47095896519176317,0.7398758910294398,0.18708687337985452,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),known,0.5,1.0,256,1.0,0.952562806767048,0.9665020009422505,1.0,1.0,0.23144377303530228,0.5432645751831016,0.667264371848368,0.5838553500883847,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),known,1.0,1.0,256,1.0,0.9585716901356964,0.9704602883057933,1.0,1.0,0.21482769067880003,0.569237277655722,0.6135551383662933,0.7602205158003983,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),known,2.0,1.0,256,1.0,0.9668119328344323,0.9734778493797603,1.0,1.0,0.1869504165904931,0.6095136430748155,0.5675954744194658,0.890542448815637,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),zero,0.5,1.0,256,0.609375,0.8742879766199878,0.925593866259109,0.8608573023752752,0.9999999999999999,0.3512036642225473,0.39668523668629824,0.672151974282264,0.04257578678377172,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.41296431955289475,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,no_anchor,noanchor_ar1,No-anchor AR(1),zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.46118257428352677,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,best_single_tau,2.0,1.0,256,0.69921875,0.9223390935758542,0.9438428270093856,0.9241821212231118,1.0,0.28825432647779514,0.4643077054061786,0.7504312382793892,0.19708820336592225,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,continuous_joint,0.5,1.0,256,0.703125,0.8905709335633586,0.9276783194147734,0.9052571103777135,1.0,0.33407440614981126,0.40786281969223154,0.7382077406446561,0.10986493600366032,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,continuous_joint,1.0,1.0,256,0.54296875,0.8743231939626566,0.9168176789164827,0.8500752495962214,0.9999999999999998,0.34950166520251325,0.4015186655251358,0.670957673580661,0.0,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,continuous_joint,2.0,1.0,256,0.4296875,0.8435685089450891,0.9002097125369333,0.7949298548503747,0.8860657018596735,0.37931497372129647,0.3743789126661917,0.501009487183298,-0.16875902917325902,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,joint,0.5,1.0,256,0.796875,0.9266980565122523,0.9444346367576617,0.9513205656027092,1.0,0.28569676392350335,0.4622593070994492,0.7845269945517382,0.27807382324736807,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,joint,1.0,1.0,256,0.80078125,0.9285251399264253,0.9458957750410519,0.9555744009089999,1.0,0.28279521664086776,0.4661198082981931,0.7602082474063916,0.24921140458107516,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,joint,2.0,1.0,256,0.7109375,0.9243728095277358,0.949819027213169,0.9314132809867326,1.0,0.2824889086875069,0.47095896519176317,0.7398758910294398,0.18708687337985452,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,known,0.5,1.0,256,1.0,0.952562806767048,0.9665020009422505,1.0,1.0,0.23144377303530228,0.5432645751831016,0.667264371848368,0.5838553500883847,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,known,1.0,1.0,256,1.0,0.9585716901356964,0.9704602883057933,1.0,1.0,0.21482769067880003,0.569237277655722,0.6135551383662933,0.7602205158003983,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,known,2.0,1.0,256,1.0,0.9668119328344323,0.9734778493797603,1.0,1.0,0.1869504165904931,0.6095136430748155,0.5675954744194658,0.890542448815637,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,zero,0.5,1.0,256,0.609375,0.8742879766199878,0.925593866259109,0.8608573023752752,0.9999999999999999,0.3512036642225473,0.39668523668629824,0.672151974282264,0.04257578678377172,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.41296431955289475,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,no_anchor,noanchor_axis_interleaved,No-anchor axis basis,zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.46118257428352677,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,best_single_tau,2.0,1.0,256,0.69921875,0.9223390935758542,0.9438428270093856,0.9241821212231118,1.0,0.28825432647779514,0.4643077054061786,0.7504312382793892,0.19708820336592225,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,continuous_joint,0.5,1.0,256,0.70703125,0.8934079844924695,0.9309617357780193,0.9050652003694352,1.0,0.3302691573658524,0.41249370052042883,0.7495805894888783,0.11195466327831127,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,continuous_joint,1.0,1.0,256,0.54296875,0.8751321430893814,0.9151887738759834,0.8520209196028111,0.9999999999999998,0.3493032513596063,0.40070424966477564,0.6995855997976567,0.0,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,continuous_joint,2.0,1.0,256,0.421875,0.8448801751936958,0.9086379556021217,0.7982520646988858,0.9339395343424736,0.3782645402153247,0.37076123863723964,0.5104763696697274,-0.1628514087930455,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,joint,0.5,1.0,256,0.796875,0.9266980565122523,0.9444346367576617,0.9513205656027092,1.0,0.28569676392350335,0.4622593070994492,0.7845269945517382,0.27807382324736807,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,joint,1.0,1.0,256,0.80078125,0.9285251399264253,0.9458957750410519,0.9555744009089999,1.0,0.28279521664086776,0.4661198082981931,0.7602082474063916,0.24921140458107516,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,joint,2.0,1.0,256,0.7109375,0.9243728095277358,0.949819027213169,0.9314132809867326,1.0,0.2824889086875069,0.47095896519176317,0.7398758910294398,0.18708687337985452,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,known,0.5,1.0,256,1.0,0.952562806767048,0.9665020009422505,1.0,1.0,0.23144377303530228,0.5432645751831016,0.667264371848368,0.5838553500883847,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,known,1.0,1.0,256,1.0,0.9585716901356964,0.9704602883057933,1.0,1.0,0.21482769067880003,0.569237277655722,0.6135551383662933,0.7602205158003983,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,known,2.0,1.0,256,1.0,0.9668119328344323,0.9734778493797603,1.0,1.0,0.1869504165904931,0.6095136430748155,0.5675954744194658,0.890542448815637,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,zero,0.5,1.0,256,0.609375,0.8742879766199878,0.925593866259109,0.8608573023752752,0.9999999999999999,0.3512036642225473,0.39668523668629824,0.672151974282264,0.04257578678377172,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,zero,1.0,1.0,256,0.390625,0.826384896435532,0.8861813452388652,0.7726769045992838,0.7859866569993859,0.41296431955289475,0.3396191761340874,0.5060949767191216,-0.303002975634854,1
pyramid_local_field,no_anchor,noanchor_brownian_ctf,No-anchor Brownian CTF,zero,2.0,1.0,256,0.3359375,0.7787143121085309,0.8161046285917566,0.7368329514055354,0.6622063591400584,0.4682850781999228,0.3077236903407626,0.37306398435756477,-1.413588935875623,1
pyramid_local_field,no_anchor,noanchor_dct_ctf,No-anchor DCT CTF,best_single_tau,0.5,1.0,256,0.83203125,0.9279617763326482,0.947172073347949,0.9584917595547299,1.0,0.28703061856344536,0.46118257428352677,0.7959402653788767,0.2937263595420916,1
pyramid_local_field,no_anchor,noanchor_dct_ctf,No-anchor DCT CTF,best_single_tau,1.0,1.0,256,0.8203125,0.9297287744775563,0.9451508630927898,0.965374998932894,1.0,0.2833576444267383,0.46423640594305926,0.7736985576094896,0.27739528836869454,1
