prior_scale,median_singular1,median_singular2,median_singular2_p10,median_anisotropy,median_log10_condition,mean_rank1_fraction_lt_0p2,n_rows
0.5,0.08325485429614585,4.2513189842616654e-05,2.421538132730478e-05,0.00046260635324185,3.3351027737006964,0.9999755859375,1024
1.0,0.061869995950678894,6.664597643108044e-05,3.938699306444745e-05,0.00099755612323825,3.001104122963308,0.99990234375,1024
2.0,0.0510669386308687,0.00010164098462545,6.516229157201014e-05,0.0019125854358336,2.7187523882758304,0.9996826171875,1024
