run_slug,run_label,n,image_accuracy,mean_feature_cosine,mean_true_mass,median_N_eff_fraction,optimizer_success,median_iter,mean_B_r2
k15_ridge0p1,k=15 ridge=0.1,64,0.640625,0.9021300940558105,0.4229636105784012,0.81064655293401,0.8515625,74.0,0.24807643475880226
k20_ridge0p03,k=20 ridge=0.03,64,0.65625,0.8992991507249943,0.42217404982218504,0.8109599067703356,0.62109375,76.0,0.2931576187024379
k20_ridge0p3,k=20 ridge=0.3,64,0.625,0.8992924943267345,0.4253405242133504,0.8065163918552146,0.921875,71.0,0.1601041454905069
k20_ridge0p1,k=20 ridge=0.1,64,0.671875,0.8992684143824469,0.42293293077457866,0.8100331893616097,0.8828125,70.0,0.24660752889087562
k20_ridge0p01,k=20 ridge=0.01,64,0.65625,0.8991807543223852,0.4213804954388607,0.8109049529921297,0.6953125,74.0,0.30290059620895743
k30_ridge0p01,k=30 ridge=0.01,64,0.546875,0.8962556857850563,0.4132253890105966,0.8098913706509923,0.53125,78.0,0.3016217773271552
k10_ridge0p01,k=10 ridge=0.01,64,0.625,0.8944774739034472,0.4118837449390395,0.7987977259099548,0.85546875,70.0,0.30725502325988463
