run_label,run_slug,run_family,run_dirname,table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_timebins,n_units,observer_mode,latent,posterior_temperature,true_candidate_index_local,pred_candidate_index_local,true_candidate_id,pred_candidate_id,image_correct,true_rank,true_margin,candidate_posterior_true_mass,candidate_posterior_entropy,candidate_posterior_N_eff,candidate_posterior_N_eff_fraction,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm,map_feature_cosine,map_feature_mse,map_feature_rmse,manifest_table_index
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,30,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4573767466410167,0.9780165899752448,2.366512239145414,0.5916280597863535,0.0031067898513343,-0.0031067898513343,0.0557385849419806,3.089345953968129,0.997246663137846,38.62978874581035,37.36671753293171,1.0,0.0,0.0,30.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,31,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4606725696626753,0.9592875980854034,2.3351601164902447,0.5837900291225612,0.0027817220783939,-0.0027817220783939,0.0527420333168335,2.92326020477588,0.9974994999101792,38.62978874581035,37.48821401615902,1.0,0.0,0.0,31.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,36,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4544208377749364,0.993634118417275,2.394782028176328,0.5986955070440819,0.003429127106151,-0.003429127106151,0.0585587491853352,3.245655322133864,0.9969926622240252,38.62978874581035,37.25969751401826,1.0,0.0,0.0,36.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,37,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4541422530790487,0.9933773851156033,2.396604009688535,0.5991510024221337,0.0035556885701015,-0.0035556885701015,0.0596295947504384,3.3050076077600594,0.99684796199642,38.62978874581035,37.27086115854049,1.0,0.0,0.0,37.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,42,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1,1.3536045554166662,0.5731795379226957,1.1510090516906015,2.568417620112135,0.6421044050280338,0.0767142268972728,-0.0767142268972728,0.2769733324659124,15.351420293524056,0.9388788275512276,43.20788650402636,36.76911655826523,1.0,0.0,0.0,42.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,43,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1,1.3401030253824615,0.5686595987409198,1.157376784501971,2.594397335584161,0.6485993338960403,0.078184092776167,-0.078184092776167,0.2796141855774972,15.497791229990971,0.937544177703615,43.20788650402636,36.73257637499341,1.0,0.0,0.0,43.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,48,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1249,source_row:1249,True,1,1.4635288459970184,0.6087451476592892,1.0985226286666467,2.371008561256277,0.5927521403140693,0.0353986909834114,-0.0353986909834114,0.1881453985177724,10.42807646217843,0.9531096867968554,34.41165285343677,32.2531421981605,1.0000000000000002,0.0,0.0,48.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,49,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1249,source_row:1249,True,1,1.479633064465702,0.6111558112704761,1.0948947608880033,2.358221343675695,0.5895553359189237,0.0349366799314863,-0.0349366799314863,0.186913562727498,10.359801192567648,0.9537459014772732,34.41165285343677,32.259394630850785,1.0000000000000002,0.0,0.0,49.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,54,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1422,source_row:1422,True,1,0.0413974363142415,0.2888231693557231,1.3762962301100845,3.92283572691459,0.9807089317286476,0.0930646394965404,-0.0930646394965404,0.305064975860128,16.90841720958447,0.9352165137740904,47.40472271920179,46.37377168319922,1.0,0.0,0.0,54.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,55,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1422,source_row:1422,True,1,0.0361041123261429,0.2874336220574932,1.3766131670932331,3.925313723727344,0.981328430931836,0.0935490926026195,-0.0935490926026195,0.3058579614831361,16.952368934023568,0.934884279977375,47.40472271920179,46.38045323101703,1.0,0.0,0.0,55.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,60,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1425,source_row:1425,True,1,0.0052780829169023,0.2780691865353449,1.3788639298406238,3.942750807346065,0.9856877018365164,0.0815728704361331,-0.0815728704361331,0.285609646959155,15.830093429282122,0.9449502621465894,48.321366402134856,46.429802674942735,1.0,0.0,0.0,60.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,61,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1425,source_row:1425,True,1,0.0160682359856991,0.2778613562139634,1.379524819235778,3.9478195718390343,0.9869548929597588,0.082846334244708,-0.082846334244708,0.2878303914542521,15.953179582758514,0.9440838800292862,48.321366402134856,46.44480184032246,1.0,0.0,0.0,61.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,66,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1446,source_row:1446,True,1,2.0843812915545072,0.810146420799327,0.6681555646243589,1.4894572194303206,0.3723643048575801,0.0117355915954521,-0.0117355915954521,0.1083309355422179,6.004309900498896,0.9850951876298172,34.78821755483096,33.77535211330711,1.0,0.0,0.0,66.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,67,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1446,source_row:1446,True,1,2.1337034968078683,0.8167794227516191,0.6557912647914531,1.468810522821962,0.3672026307054905,0.0107923514245432,-0.0107923514245432,0.1038862427106846,5.757960018634805,0.986338980786443,34.78821755483096,33.75236870552854,1.0,0.0,0.0,67.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,72,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1523,source_row:1523,True,1,1.3667092059539527,0.7144790456699253,0.8396372876441921,1.8159992364338664,0.4539998091084666,0.0480169583490142,-0.0480169583490142,0.2191277215438845,12.145291105946026,0.9647426489934996,45.11503839776452,40.971962487635686,1.0000000000000002,0.0,0.0,72.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,73,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1523,source_row:1523,True,1,1.4562780301782825,0.7359673852765001,0.7962906400439921,1.733853926970766,0.4334634817426915,0.0413845999225619,-0.0413845999225619,0.2034320523481045,11.275348817757711,0.969926952311658,45.11503839776452,41.198039066024144,1.0000000000000002,0.0,0.0,73.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,78,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1,0.2394909584431275,0.5483974369242794,0.783494431983376,2.052393347277705,0.5130983368194263,0.1360670518861163,-0.1360670518861163,0.3688726770663779,20.44499898249323,0.9278630548387812,54.78713570327037,50.08608562971042,1.0000000000000002,0.0,0.0,78.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,79,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1,0.2297881410486297,0.5463368993592239,0.7818649618850758,2.052549501719748,0.513137375429937,0.1375359717910577,-0.1375359717910577,0.3708584255360228,20.5550603341885,0.9270372244914958,54.78713570327037,50.10026709168208,1.0000000000000002,0.0,0.0,79.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,84,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1,0.5429697868681842,0.5858222242078088,0.922616804952652,2.165260359109602,0.5413150897774005,0.064824503869675,-0.064824503869675,0.2546065668235504,14.111728309730236,0.9356594614086802,39.83355717057559,36.03389426132444,1.0,0.0,0.0,84.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,85,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1,0.6500860963942614,0.6141951134927174,0.886532824155773,2.073825872148124,0.5184564680370309,0.0567049248744664,-0.0567049248744664,0.2381279590356127,13.19839116007557,0.944224081251227,39.83355717057559,36.15130857949235,1.0,0.0,0.0,85.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,90,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1,0.112246894112161,0.3006946341779501,1.374157028960613,3.9061622862790863,0.9765405715697716,0.1583716887680662,-0.1583716887680662,0.397959405929884,22.05714913345556,0.8443757478446113,40.99625460433092,36.64336559963472,1.0,0.0,0.0,90.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,91,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1,0.1106265304713645,0.3050418376503897,1.3717956073925244,3.888227921686878,0.9720569804217196,0.1568246906776127,-0.1568246906776127,0.3960109729257672,21.94915601479078,0.8459588523627761,40.99625460433092,36.6443922514803,1.0,0.0,0.0,91.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,96,48,response_tables/trial_00048_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2122,source_row:2122,True,1,0.4168186942538341,0.3958280144863594,1.3201556034777724,3.51586701479825,0.8789667536995625,0.1547837447192419,-0.1547837447192419,0.3934256533568215,21.80586305967987,0.8988488037282871,49.57218472284524,42.68693041666674,1.0,0.0,0.0,96.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,97,48,response_tables/trial_00048_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2122,source_row:2122,True,1,0.4185947623619199,0.3956192376212918,1.3142712189186043,3.4919303105739217,0.8729825776434804,0.1552593239309213,-0.1552593239309213,0.3940295977853964,21.839337057607544,0.8985136776152318,49.57218472284524,42.67546079703833,1.0,0.0,0.0,97.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,102,51,response_tables/trial_00051_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2309,source_row:2309,True,1,0.1327533642115099,0.3605108386854601,1.3200001209266157,3.539931294861801,0.8849828237154502,0.0277554957026424,-0.0277554957026424,0.1665998070306278,9.233898569862978,0.9211146114245712,23.672621352603883,22.38701831809768,0.9999999999999998,0.0,0.0,102.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,103,51,response_tables/trial_00051_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2309,source_row:2309,True,1,0.1475616956248586,0.3660183220607036,1.3155547667609897,3.512334712631892,0.8780836781579731,0.0271495964161821,-0.0271495964161821,0.1647713458589876,9.132554965096649,0.9228816044600324,23.672621352603883,22.39760594655479,0.9999999999999998,0.0,0.0,103.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,108,54,response_tables/trial_00054_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2457,source_row:2457,True,1,0.0805434125236388,0.3621213881682315,1.306483957023505,3.460984905309504,0.865246226327376,0.0810781191558026,-0.0810781191558026,0.2847421977083878,15.782014511672,0.9706448102930308,56.76094208339629,47.17670077444111,1.0,0.0,0.0,108.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,109,54,response_tables/trial_00054_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2457,source_row:2457,True,1,0.0917973992097813,0.3667798691614947,1.3019936234976508,3.4351934353516893,0.8587983588379223,0.0784117681162115,-0.0784117681162115,0.2800210137047066,15.520339933551773,0.9717880450431936,56.76094208339629,47.307317197716415,1.0,0.0,0.0,109.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,114,57,response_tables/trial_00057_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:2460,source_row:2460,True,1,0.0087983189433202,0.365931268950941,1.2774633159377091,3.307298680404529,0.8268246701011324,0.0641281961447598,-0.0641281961447598,0.2532354559392501,14.035733630868831,0.9756176704118288,56.099222241129,47.9931131270947,1.0,0.0,0.0,114.0
"0.5x k=10, ridge 0.01",scale0p5_k10_ridge0p01,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,115,57,response_tables/trial_00057_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,1,source_row:2460,source_row:2457,False,2,-0.0062069643073527,0.3684980698540624,1.2668955846764365,3.254419027338515,0.8136047568346287,0.05939666137966,-0.05939666137966,0.2437143027802432,13.508017758291397,0.9776126377586036,56.099222241129,48.27578936355598,0.995116867319817,0.0102656418966954,0.1013195040290635,115.0
