observer_mode,prior_scale,n,image_accuracy,mean_feature_cosine,median_feature_cosine,mean_map_feature_cosine,mean_true_mass,median_N_eff_fraction
zero,all,96,0.6458333333333334,0.8919235852395447,0.9958380303157052,0.8688715101650263,0.5001696066004735,0.48219644498467024
joint,all,96,0.8645833333333334,0.9474192949421335,0.9486252128452815,0.9771724577229043,0.5360942436954333,0.5915955825167938
best_single_tau,all,96,0.8854166666666666,0.9443765591599823,0.9451508630927898,0.9778697113479802,0.5251501539881885,0.6065025980808911
linear_continuous,all,96,0.4895833333333333,0.824878265592527,0.7588915990608907,0.824535247914417,0.444864715971579,0.2500014059764287
quadratic_profile,all,96,0.6145833333333334,0.89056604059881,0.9968017479122026,0.8819146602223767,0.5499993301672049,0.251113489291808
quadratic_poisson,all,96,0.8333333333333334,0.9364484261710163,0.9399754516952185,0.9544991308413433,0.5078985886058852,0.5768064643617286
known,all,96,1.0,0.9733535000949587,0.9734626768284503,1.0,0.6407632860057105,0.5145959508745108
