source,n_tables,image_accuracy,mean_feature_cosine,mean_map_feature_cosine,mean_true_mass,median_N_eff_fraction,gap_to_finite_joint,gap_to_known_eye,best_temperature,best_temperature_feature_cosine,best_temperature_true_mass,best_temperature_N_eff_fraction,scale_specific_best_temperature_by_scale,scale_specific_best_feature_cosine
native_scale_conditioned,768.0,0.7083333333333334,0.9107641759832686,0.9160372052514415,0.4188443848782029,0.8292305333106427,0.015767826005535945,0.04855130059579027,0.25,0.9325021632270852,0.5675400070810775,0.49219799581091694,"0.5:0.125,1:0.125,2:0.5",0.935834559581033
standalone_hybrid,768.0,0.7083333333333334,0.9107683243949297,0.9160372052514415,0.4188813459974859,0.8292276089966205,0.015763677593874537,0.048547152184129305,0.25,0.932504256588358,0.5675831523703755,0.4921840971266946,"0.5:0.125,1:0.125,2:0.5",0.9358338451651699
native_minus_standalone_hybrid,,0.0,-4.148411661075713e-06,0.0,-3.696111928297441e-05,,,,,-2.0933612727702666e-06,,,,7.144158631344766e-07
