table_index,trial_id,response_cache_path,prior_scale,candidate_index,true_candidate_index,n_fit_trajectories,n_fit_samples,linear_train_r2,linear_residual_var,quadratic_train_r2,quadratic_residual_var,profile_energy,profile_start_index,optimizer_success,optimizer_iterations,trajectory_hat_rms,trajectory_hat_temporal_std_mean
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,0,0,16,640,0.004355106995195035,4.759601871841547e-05,0.3958136841030546,2.888265023291062e-05,10.707627458272283,1,True,64,0.03930043934756926,0.011650735143081152
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,1,0,16,640,0.005945517317530902,4.516731748815745e-05,0.3921667115146611,2.761840482505806e-05,12.576788091494883,1,True,51,0.02662101467447596,0.015684425360742642
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,2,0,16,640,0.0033731758259575306,5.909326349233514e-05,0.389336060488643,3.620826191660907e-05,20.963688593492282,1,True,51,0.022184885818282093,0.014726974753645983
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,3,0,16,640,0.0033033406965090606,3.4540332594507956e-05,0.46034046122343864,1.8701798368790724e-05,119.75368364942766,2,True,60,0.012641938599868991,0.009513881750794246
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,0,0,16,640,0.007212996133107441,5.896519498411515e-05,0.4055706799772737,3.530529773545911e-05,10.636115414363712,1,True,65,0.0345888333095934,0.010864525705933065
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,1,0,16,640,0.007090770598931151,6.0190203938738474e-05,0.4000593898491521,3.6368427855074844e-05,10.34588484586305,2,True,72,0.023312430805399836,0.015294276868779502
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,2,0,16,640,0.005684885639803183,6.501378844065945e-05,0.3880725217128205,4.0011182611850575e-05,19.80675313057403,1,True,62,0.02061505294157969,0.01578779032539881
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,3,0,16,640,0.002292850353909359,5.947992518048124e-05,0.40339430401683785,3.556761337424026e-05,63.340268580047024,1,True,57,0.009250343862489015,0.007040900036954601
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.007458042647148333,0.00013334193967053809,0.3906079039251036,8.18680998909493e-05,25.665446771364877,1,False,80,0.08133338139512203,0.020732632724463698
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.009960160397893048,0.00013323759699925512,0.38032464474907735,8.339467963882629e-05,22.183934296283272,1,False,80,0.07328198334865557,0.020703360474002827
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.0061904807554670205,0.00016517230265340437,0.38917187360909655,0.0001015203479215469,18.215290964696937,1,False,80,0.0680600205765458,0.01817489133787997
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.0040157540110613565,0.00010124248630155763,0.39559463707003706,6.143822246532234e-05,48.37395226007606,0,True,70,0.06383172112085668,0.0163352310948585
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.01039103543272002,0.00016133439567563373,0.39364908187415804,9.885243813042236e-05,21.08552655898623,1,False,80,0.07394768617914778,0.018516775821230697
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.010502229066765123,0.0001672385966953297,0.3846318862044913,0.00010400559033614719,17.310687556100575,1,True,78,0.0679593135077117,0.0195900775514356
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.009173637857322614,0.00017905186131103332,0.39207913180589593,0.00010985715271501785,18.149807586246855,1,False,80,0.06422171319567609,0.017631669251833026
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.001808553981333616,0.00015154779475751027,0.36510024493396687,9.639198788580026e-05,32.7732687505507,1,True,62,0.05941080219390216,0.015130397272571323
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.003910279990863241,0.0002359873575013871,0.4875581732309584,0.00012140451823084819,53.40592725173686,1,False,80,0.10876548644403843,0.021278310265394326
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.007839245940876594,0.00023932619901218693,0.4847657006620264,0.00012428335424152093,52.38125608122168,1,False,80,0.1041620259114058,0.021930587820881794
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.0034508240196831075,0.00028932596784857624,0.478366043035942,0.0001514448590184671,44.085908221129976,0,True,76,0.09705658347649711,0.01939265572099824
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.0053164794249517255,0.0001751921434804486,0.46511530988397753,9.420845267661324e-05,97.89130437917804,0,True,68,0.10784539923197427,0.017407565381038707
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,0,0,16,640,0.0039444756544373405,0.0002982064530433516,0.4756891967025114,0.0001569720373233037,39.44710098875376,1,False,80,0.10298492297833849,0.020344628569426156
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,1,0,16,640,0.00587222226358286,0.0003176025636196881,0.47993249525683357,0.0001661504451045712,37.1099302650898,1,True,79,0.09792155867688762,0.020753258573860078
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,2,0,16,640,0.004208281179255424,0.00031896222007556693,0.46744688707306437,0.00017058218098910227,39.39755042319234,1,False,80,0.09457633634363083,0.01900472485661247
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,3,0,16,640,0.0031338013476015503,0.0002515386290886005,0.4605723482101215,0.0001361134445195711,71.09947586735997,0,True,66,0.09939458422744929,0.01604595556352808
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,0,0,16,640,0.0018852399459393654,3.133069460646598e-05,0.31139594101026313,2.161519330283403e-05,255.14574026201225,1,True,57,0.12493296423792069,0.01896521313877307
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,1,0,16,640,0.0013739021473215818,4.270844017765567e-05,0.23888394235617627,3.255080123184384e-05,382.23206048545455,2,False,80,0.12599427712092812,0.024601589510758734
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,2,0,16,640,0.003537740443870674,3.3859332836686606e-05,0.2928510852182399,2.402859741156975e-05,223.97892496278945,0,False,80,0.12137326833946753,0.019962122705432656
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,3,0,16,640,0.0009038958533496011,3.5433179049813155e-05,0.31887599264469846,2.4156223618107647e-05,218.65054650660733,1,True,61,0.11311423137657149,0.018386859232752135
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,0,0,16,640,0.0009972633650223717,6.402140967061097e-05,0.26879409746968075,4.685956396590653e-05,119.86733692521088,1,True,57,0.10685535001383081,0.01653831794117514
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,1,0,16,640,0.003258491596212054,5.185854893926188e-05,0.23168779369732329,3.997381047668649e-05,329.01955171345844,0,False,80,0.14150466052752264,0.030728855936678668
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,2,0,16,640,0.0015166633017541509,6.0874879233104393e-05,0.26033600230396503,4.509535099675784e-05,132.17873628624295,0,True,68,0.1099128884025208,0.018092815621299
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,3,0,16,640,0.0009684257933829654,6.202945764251922e-05,0.2683798996270981,4.54259897266378e-05,112.44196702882459,1,True,58,0.10314915852130341,0.01685586589594512
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.006853783610298758,8.283366566568994e-05,0.30797140111686416,5.771885815500949e-05,88.76551628470837,0,True,59,0.11378209267825634,0.017772296366474587
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.0010898509249424038,0.00011377178593081364,0.3434783359386163,7.477513597363684e-05,93.83603186332145,0,False,80,0.09827508385494464,0.018500925396038995
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.005524269409069693,9.179272986031169e-05,0.2971402878627809,6.487580310036436e-05,76.50534720445906,1,True,61,0.10634277717391546,0.01799619992482182
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.004191768192292944,8.89481651602338e-05,0.30010698304848715,6.251625330841703e-05,77.35571414524496,0,True,57,0.10919060772254228,0.017918076372969622
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.0034949493217680816,0.000149673650133911,0.2630972614074656,0.00011068174978516364,50.99078530257819,0,True,53,0.1025424944067854,0.016067721491230667
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.003666982434836319,0.00013098192966756316,0.3331809718288755,8.766270063231204e-05,89.67681856648606,1,False,80,0.09211509840242177,0.017967905334790174
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.004252762267454968,0.0001490687183421887,0.2827550776810007,0.00010737542345686527,50.316002533713586,1,True,58,0.0949177901140379,0.016151211587638926
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.0036662468573981366,0.00014542439372830447,0.2566726518313105,0.00010849570097182914,48.07652168123717,1,True,57,0.09942928030005838,0.016384500317450874
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.006673500168508206,0.00013338885901485395,0.14816288356942275,0.00011438895574260172,60.36068731664867,1,True,55,0.1502103233643934,0.025187921895108715
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.005938651594868838,0.00017869405882580091,0.16430196312884937,0.00015022641650925384,67.96418770064774,0,True,71,0.1423532835656471,0.028185959121793724
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.006530571658747708,0.00015031461074088427,0.14443402475380573,0.00012944944541172312,49.92933595298053,1,True,56,0.13737898590488345,0.02486241739611142
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.004130398585213801,0.00014372549417554945,0.14304084022665697,0.00012367771699398175,54.09173710584881,0,True,41,0.14371811822482536,0.025155898237984715
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,0,0,16,640,0.0040750900151209635,0.00023424988666733524,0.14041051634002177,0.00020218265163268214,38.35530791065777,1,True,53,0.1305338943399445,0.021936524110756268
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,1,0,16,640,0.010122806992780786,0.00021342661077652773,0.15187243420270913,0.00018286408976082164,59.56279760288147,0,True,66,0.13360958986054158,0.02744427595243793
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,2,0,16,640,0.004868433000245864,0.00022903963606541995,0.14527513050096963,0.00019672360875491135,37.421286044863685,0,True,50,0.12137766974885177,0.02200550480078413
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,3,0,16,640,0.003908989267095708,0.00023249286136969806,0.1387781955681815,0.00020101368191145926,35.48168323699522,0,True,45,0.12527584331728028,0.02196399996892766
12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,0,0,16,640,0.005574821724216306,3.861512406810119e-05,0.34303256383915703,2.551109888432225e-05,13.200557664160158,1,True,71,0.03389743547877838,0.006140401539283032
12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,1,0,16,640,0.0013217461979426748,1.7853879234230757e-05,0.32754323625505255,1.202185168690333e-05,471.0224908582829,1,True,53,0.0942228664484172,0.009656928047977341
12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,2,0,16,640,0.0018660451510799092,6.113415346643243e-05,0.32187853121439813,4.153388604828747e-05,113.44055802587884,0,True,45,0.039295392904489385,0.007837898279372778
12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,3,0,16,640,0.0006483960417172918,5.222074443149842e-05,0.3096868203536888,3.607205711105248e-05,75.48755076973707,0,True,15,0.03465108026559363,0.0053034700167755655
13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,0,0,16,640,0.0022622197691695156,6.106479683321086e-05,0.25784625243667947,4.5422222864483886e-05,8.785470474785809,2,True,76,0.03491887509804012,0.006613024604203127
13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,1,0,16,640,0.004891804135646272,5.218258423759142e-05,0.22515804682956742,4.0632019372542226e-05,145.96635527439918,0,True,55,0.07393511695574558,0.008337519577909114
13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,2,0,16,640,0.0013606820806584263,9.910777245975478e-05,0.27381363144936854,7.206877606986485e-05,73.20438486465098,0,False,80,0.05164221788587258,0.018561767582161513
13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,3,0,16,640,0.010287061123267716,5.749092474475486e-05,0.26797124367486114,4.2522441091503895e-05,70.21833180299822,2,True,32,0.02435273963510348,0.005294989638066619
14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.004487884429494549,6.104129042210837e-05,0.37376511965501336,3.839851329351833e-05,30.034246956135426,0,True,73,0.07341782242631162,0.010668684818487368
14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.0021813946660890204,2.8802386256889523e-05,0.42935678921407106,1.6471817707215262e-05,513.0308908595173,1,True,63,0.11942156453349838,0.013539555762709484
14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,2,0,16,640,0.003444001189197743,8.676476912616357e-05,0.41281968174253814,5.1122631151516666e-05,147.52781842971967,1,True,47,0.07057650461068038,0.012271585102356193
14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,3,0,16,640,0.00153627180707816,7.91741769676978e-05,0.3685885539054444,5.006840024424106e-05,91.31096214524548,1,True,16,0.07052201984210486,0.008902067411816683
15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,0,0,16,640,0.001250024525073834,9.71580398360371e-05,0.29097891758526284,6.897331690755131e-05,18.779320265141408,0,True,73,0.07129817718929501,0.009886988207659897
15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,1,0,16,640,0.005081095448648321,6.255777006377352e-05,0.350655035303885,4.082902918790811e-05,231.9338707096306,0,True,67,0.09746378143091713,0.011085216661849534
15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,2,0,16,640,0.001421256910078994,0.00014978686656686731,0.33758659168443383,9.936204780050359e-05,96.16656051358851,1,True,74,0.06068060106886209,0.010704075903610725
15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,1.0,3,0,16,640,0.007659332614127767,7.959687414115549e-05,0.36365343488523183,5.1042146228902925e-05,105.27374836293704,1,True,13,0.06289552094234986,0.008095839286079695
16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,0,0,16,640,0.001814038773128468,0.00012765421585281346,0.40128880280212775,7.656690373270308e-05,38.56337813545621,1,True,79,0.10411537315377635,0.01484715079080453
16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,1,0,16,640,0.0007703334050723765,5.7228339469355385e-05,0.4065911865139513,3.39859815591862e-05,353.3074799111117,1,True,61,0.14636414808580894,0.01748744167931874
16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,2,0,16,640,0.0037654566066439576,0.0001873119393617105,0.39735174849707466,0.00011330987616375562,107.15914607708146,0,True,67,0.1001048383218173,0.018540062657747033
16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,2.0,3,0,16,640,0.0006775798506575281,0.00017429397105778822,0.38580368196477544,0.00010712329986895867,73.72628443541977,1,True,35,0.09195160102458744,0.012410447492909293
17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,0,0,16,640,0.00018327535159223807,0.00019083830900121682,0.36879650586249135,0.00012047988845077722,25.05680514962382,1,False,80,0.09297475766830553,0.013619577916301487
17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,1,0,16,640,0.00021005257603512462,0.00013942577531698462,0.36013387303774214,8.923257438290429e-05,176.15641778556494,0,True,43,0.12843494194809013,0.01571917149385567
17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,2,0,16,640,0.0010224164738640296,0.00029758450403127146,0.363254249288924,0.00018967959996713752,85.10073487101117,0,False,80,0.09066815715293157,0.017049094373440717
17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,2.0,3,0,16,640,0.002746074911637253,0.0001884272647548902,0.36018599554102537,0.00012089037684298461,74.49996845776656,1,True,18,0.09525272308097522,0.012903602837386906
18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,0,0,16,640,0.0008540332997071243,6.782583645295456e-05,0.29182004777473247,4.807395437677853e-05,7.252613969949091,1,True,66,0.038694834230131966,0.008368044068257825
18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,1,0,16,640,0.0012403225068173818,0.0001012105336538385,0.30332928609856624,7.059797899725086e-05,10.970751512081323,0,True,63,0.04865510047291348,0.00827699961584642
18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,2,0,16,640,0.0005450731410540088,8.36333731694406e-05,0.3258512697639657,5.641208103773943e-05,25.74381123550256,0,True,70,0.06900787789204918,0.010757979261599503
18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,0.5,3,0,16,640,0.020481218779591526,7.340745951495815e-05,0.38777943618908484,4.588126038398236e-05,31.013615946279224,1,True,48,0.0686444996765523,0.008124084258274076
19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,0,0,16,640,0.002334977375048286,6.933069875645027e-05,0.263481982437609,5.118281952990959e-05,6.364204269743625,1,True,60,0.04127784265301728,0.008489925021972208
19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,1,0,16,640,0.0022559055469026923,9.656067766436425e-05,0.29254740512201394,6.846655606042532e-05,11.816111043470007,0,True,64,0.04905863805421298,0.008976419782603919
19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,2,0,16,640,0.0011031736957566318,0.00010059677499485388,0.28926004916922743,7.157710889733059e-05,18.961659201251074,0,True,68,0.06714260575692044,0.010877539776956154
19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0.5,3,0,16,640,0.01971134635871341,6.372512973775758e-05,0.3407026471628374,4.285861025652785e-05,32.85376159366659,1,True,46,0.07482597450287456,0.008858665051787906
20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,0,0,16,640,0.00031439877769878777,0.0001001227933892537,0.2952791558200605,7.058080999932131e-05,16.4988106120354,1,True,68,0.06272521527147942,0.0118780543004667
20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,1.0,1,0,16,640,0.0007570955118028078,0.00016247792133140162,0.2268291906947375,0.00012571836674124754,11.193801906223687,2,True,73,0.05968150254810288,0.011861202968837475
