run_label,run_slug,run_family,run_dirname,table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_timebins,n_units,observer_mode,latent,posterior_temperature,true_candidate_index_local,pred_candidate_index_local,true_candidate_id,pred_candidate_id,image_correct,true_rank,true_margin,candidate_posterior_true_mass,candidate_posterior_entropy,candidate_posterior_N_eff,candidate_posterior_N_eff_fraction,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm,map_feature_cosine,map_feature_mse,map_feature_rmse,manifest_table_index
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,3,source_row:76,source_row:4203,False,2,-0.2246561985843982,0.301726563472056,1.2562698884437282,3.2996489703750718,0.8249122425937678,0.1067215875149516,-0.1067215875149516,0.3266827015851185,18.106593187177182,0.9258607000370862,47.34179291251737,46.631781024509486,0.8237351843954694,0.2779343607150047,0.5271948033839149,10.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,3,source_row:76,source_row:4203,False,3,-0.980008394574611,0.1564860126735452,1.2519597883643454,3.1796162255046205,0.7949040563761551,0.1543489337413432,-0.1543489337413432,0.3928726686107641,21.775213534048444,0.8936993280176256,47.34179291251737,47.10451855187587,0.8237351843954694,0.2779343607150047,0.5271948033839149,11.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1,2.42383496142088,0.8851885454322923,0.4502418375700024,1.265052162939019,0.3162630407347547,0.0033610494564273,-0.0033610494564273,0.0579745586997203,3.2132761988575966,0.9952376648802695,31.98885317956852,31.0607001828129,1.0,0.0,0.0,12.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1,2.5441839177538554,0.899242228691789,0.4059654836445024,1.228245422715028,0.307061355678757,0.0026425460489973,-0.0026425460489973,0.0514057005496216,2.8491931248197164,0.9962858101902868,31.98885317956852,31.141579361591077,1.0,0.0,0.0,13.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1,2.696557555691186,0.9198138969055012,0.3331390394261411,1.176335412158313,0.2940838530395782,0.0018241743434371,-0.0018241743434371,0.0427103540542232,2.3672481033974395,0.99749532007589,31.98885317956852,31.212835052358848,1.0,0.0,0.0,14.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1,2.9886838686782085,0.945001110208123,0.235827740416152,1.1168907395006182,0.2792226848751545,0.0009756191421787,-0.0009756191421787,0.0312349026279699,1.7312140262755369,0.9986822442287632,31.98885317956852,31.39715902115903,1.0,0.0,0.0,15.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1,2.468128639430688,0.9053770395356768,0.3665176306577659,1.2108977478258889,0.3027244369564721,0.0026768951835303,-0.0026768951835303,0.0517387203507231,2.867650955713611,0.9962805041531188,31.98885317956852,31.079075383018782,1.0,0.0,0.0,16.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1,2.916277049841142,0.9463786266100744,0.220442089982772,1.1132632409391432,0.2783158102347858,0.0010694162152177,-0.0010694162152177,0.0327019298393502,1.812524927593833,0.998585998837741,31.98885317956852,31.316376671501335,1.0,0.0,0.0,17.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1,0.6602651194201599,0.4638675553175715,1.254196240409208,3.12874076744406,0.782185191861015,0.1296504963552163,-0.1296504963552163,0.3600701269964176,19.957112135858345,0.8897993004381736,43.55782142770001,36.97915161423074,1.0000000000000002,0.0,0.0,18.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1,0.6763545858942734,0.4767679470030017,1.2331914966022075,3.0341479531069617,0.7585369882767404,0.1247032720268743,-0.1247032720268743,0.353133504537412,19.57264549483687,0.8942604556016753,43.55782142770001,37.20108067004257,1.0000000000000002,0.0,0.0,19.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1,0.4813937877175931,0.4619747334437387,1.2121371010501254,3.003628513108136,0.750907128277034,0.1343254538318227,-0.1343254538318227,0.3665043708222628,20.313734126727155,0.8848574642871545,43.55782142770001,37.60146766830074,1.0000000000000002,0.0,0.0,20.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1,0.4430613735074757,0.4735537811091866,1.1788408956210985,2.882651314329284,0.7206628285823209,0.1294612485760838,-0.1294612485760838,0.3598072380818427,19.942541353241054,0.8892813714366438,43.55782142770001,37.82208497873693,1.0000000000000002,0.0,0.0,21.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1,0.8276181972453287,0.6000986093548545,1.017479798072931,2.275293796475878,0.5688234491189695,0.0746137566343749,-0.0746137566343749,0.2731551878225542,15.139797237109873,0.939400482889305,43.55782142770001,38.42186243185492,1.0000000000000002,0.0,0.0,22.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1,0.6382920640681959,0.5340848851234316,1.1034937912684095,2.5874839060461268,0.6468709765115317,0.1024855017731437,-0.1024855017731437,0.3201335686446264,17.743603395226618,0.9140633176052418,43.55782142770001,38.154918381092415,1.0000000000000002,0.0,0.0,23.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,24,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1,0.5761261180365977,0.5499251028124356,1.0648774087389183,2.45093763968106,0.612734409920265,0.1072867427234705,-0.1072867427234705,0.3275465504679763,18.154472552142668,0.9357056686628548,50.81129610299023,44.6688786270266,1.0,0.0,0.0,24.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,25,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1,0.7000930871244009,0.5603568579270737,1.0789440472983851,2.464990146288663,0.6162475365721658,0.0987246632022467,-0.0987246632022467,0.3142048109151844,17.41499828760549,0.9419072083261422,50.81129610299023,44.39130047379742,1.0,0.0,0.0,25.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,26,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1,0.1278565115118226,0.4732353630831198,1.028296027476787,2.471871222980976,0.6179678057452439,0.1630787347430299,-0.1630787347430299,0.4038300815231945,22.38253500233135,0.8977677435586254,50.81129610299023,45.33876525648002,1.0,0.0,0.0,26.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,27,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1,0.3977292672348085,0.5590633216877605,0.8832214418401967,2.1856610454814387,0.5464152613703597,0.1228659710021983,-0.1228659710021983,0.3505224258192311,19.427924822758435,0.9241846167393316,50.81129610299023,46.06133064852322,1.0,0.0,0.0,27.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,28,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1,0.0295884116358138,0.4381809840013463,1.0727426403544886,2.599360032638927,0.6498400081597318,0.1801307140567085,-0.1801307140567085,0.4244180887482395,23.523638187623288,0.8863792583623623,50.81129610299023,44.99014169238293,1.0,0.0,0.0,28.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,29,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1,0.0785804756488914,0.4772842580632143,0.9354038655782828,2.334054594709376,0.583513648677344,0.1713000266914947,-0.1713000266914947,0.4138840739766326,22.93978382627595,0.8923673408236992,50.81129610299023,45.95371232637993,1.0,0.0,0.0,29.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,30,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4573767466410167,0.9780165899752448,2.366512239145414,0.5916280597863535,0.0031067898513343,-0.0031067898513343,0.0557385849419806,3.089345953968129,0.997246663137846,38.62978874581035,37.36671753293171,1.0,0.0,0.0,30.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,31,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4606725696626753,0.9592875980854034,2.3351601164902447,0.5837900291225612,0.0027817220783939,-0.0027817220783939,0.0527420333168335,2.92326020477588,0.9974994999101792,38.62978874581035,37.48821401615902,1.0,0.0,0.0,31.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,32,16,response_tables/trial_00016_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4647022452937782,0.9238722738932258,2.294087001407822,0.5735217503519555,0.002691733569507,-0.002691733569507,0.0518819194855688,2.875587857382497,0.997462758895004,38.62978874581035,37.69144100291288,1.0,0.0,0.0,32.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,33,16,response_tables/trial_00016_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.46962506887861,0.8827674886608514,2.2485526417072226,0.5621381604268056,0.0022740340417454,-0.0022740340417454,0.0476868330018408,2.6430725635597025,0.9978112699074514,38.62978874581035,37.86651178537588,1.0,0.0,0.0,33.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,34,17,response_tables/trial_00017_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4671630490516387,0.8996491978814682,2.270079404783196,0.5675198511957988,0.0025684915378922,-0.0025684915378922,0.0506802874685239,2.8089866508057506,0.9975359384719906,38.62978874581035,37.7960752173988,1.0,0.0,0.0,34.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,35,17,response_tables/trial_00017_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1,0.0,0.4638805323590814,0.9167671699333948,2.2983497070095305,0.5745874267523826,0.0030444711796133,-0.0030444711796133,0.0551767267932175,3.05820461443839,0.9970789084715288,38.62978874581035,37.712404795265535,1.0,0.0,0.0,35.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,36,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4544208377749364,0.993634118417275,2.394782028176328,0.5986955070440819,0.003429127106151,-0.003429127106151,0.0585587491853352,3.245655322133864,0.9969926622240252,38.62978874581035,37.25969751401826,1.0,0.0,0.0,36.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,37,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4541422530790487,0.9933773851156033,2.396604009688535,0.5991510024221337,0.0035556885701015,-0.0035556885701015,0.0596295947504384,3.3050076077600594,0.99684796199642,38.62978874581035,37.27086115854049,1.0,0.0,0.0,37.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,38,19,response_tables/trial_00019_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4671803782641162,0.9109396245572988,2.272415837941454,0.5681039594853635,0.0023624797311232,-0.0023624797311232,0.048605346733906,2.6939817620040727,0.9977726744399212,38.62978874581035,37.7579737758218,1.0,0.0,0.0,38.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,39,19,response_tables/trial_00019_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4788800449959496,0.863596497680158,2.175192372664076,0.5437980931660189,0.0007924743533113,-0.0007924743533113,0.0281509210028974,1.5602824146200358,0.9993102747128016,38.62978874581035,37.98939289874658,1.0,0.0,0.0,39.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,40,20,response_tables/trial_00020_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4615212940564763,0.9282117142003404,2.318708330127756,0.5796770825319388,0.0034170335666581,-0.0034170335666581,0.0584553980968238,3.239927023371649,0.996718949545624,38.62978874581035,37.65402700703263,1.0,0.0,0.0,40.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,41,20,response_tables/trial_00020_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1,0.0,0.4694050357959514,0.8998074844456045,2.253274283362241,0.5633185708405603,0.0020684118705657,-0.0020684118705657,0.0454797962898447,2.520746172540596,0.9980524095278308,38.62978874581035,37.814826352831126,1.0,0.0,0.0,41.0
standard compact basis,standard_basis,no_anchor,continuous_joint_quadratic_poisson_scale_conditioned_full,42,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1,1.3536045554166662,0.5731795379226957,1.1510090516906015,2.568417620112135,0.6421044050280338,0.0767142268972728,-0.0767142268972728,0.2769733324659124,15.351420293524056,0.9388788275512276,43.20788650402636,36.76911655826523,1.0,0.0,0.0,42.0
