run_slug,run_label,split_key,calibration_mode,eval_split,prior_scale,prior_family,selected_temperature,default_temperature,default_mean_feature_cosine,eval_mean_feature_cosine,delta_vs_default,eval_image_accuracy,eval_mean_true_mass,eval_median_N_eff_fraction,n_eval
origin_inferred_full,Inferred-start_full,table_index,global,0,all,all,0.25,1.0,0.9103811563083329,0.9322110126386393,0.02182985633030632,0.7161458333333334,0.5654466882208138,0.49667407936240027,384
origin_inferred_full,Inferred-start_full,table_index,scale_specific,0,0.5,all,0.125,1.0,0.9162272956133124,0.9574941961048385,0.04126690049152615,0.828125,0.6794154456802561,0.3208830379205303,128
origin_inferred_full,Inferred-start_full,table_index,scale_specific,0,1.0,all,0.125,1.0,0.9103420618089979,0.9407091891264949,0.030367127317497022,0.703125,0.6223183137221389,0.38875503415245916,128
origin_inferred_full,Inferred-start_full,table_index,scale_specific,0,2.0,all,0.5,1.0,0.9045741115026882,0.9113518317171387,0.0067777202144505555,0.6171875,0.47921132840744457,0.6320372815124393,128
origin_inferred_full,Inferred-start_full,table_index,scale_specific,0,all,all,"0.5:0.125,1.0:0.125,2.0:0.5",1.0,0.9103811563083329,0.9365184056494907,0.02613724934115791,0.7161458333333334,0.5936483626032799,0.38875503415245916,384
origin_inferred_full,Inferred-start_full,table_index,global,1,all,all,0.25,1.0,0.9111471956582043,0.9327933138155314,0.021646118157327088,0.7005208333333334,0.5696333259413412,0.488510289892526,384
origin_inferred_full,Inferred-start_full,table_index,scale_specific,1,0.5,all,0.125,1.0,0.9196367462516399,0.9585438404092622,0.03890709415762228,0.8046875,0.6889363128498076,0.3046819801139272,128
origin_inferred_full,Inferred-start_full,table_index,scale_specific,1,1.0,all,0.125,1.0,0.9103820907463085,0.9366241178267893,0.026242027080480845,0.703125,0.6147643287298594,0.3648448498687915,128
origin_inferred_full,Inferred-start_full,table_index,scale_specific,1,2.0,all,0.5,1.0,0.9034227499766644,0.9102841823016741,0.0068614323250096865,0.59375,0.47275611350591046,0.6135996472042844,128
origin_inferred_full,Inferred-start_full,table_index,scale_specific,1,all,all,"0.5:0.125,1.0:0.125,2.0:0.5",1.0,0.9111471956582043,0.9351507135125753,0.024003517854370937,0.7005208333333334,0.5921522516951925,0.3648448498687915,384
knownstart_ar1_full,Known-start_AR1_full,table_index,global,0,all,all,0.25,1.0,0.9105271725144973,0.9332338568115038,0.022706684297006507,0.7109375,0.5675280627707725,0.49451980821433084,384
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,0,0.5,all,0.125,1.0,0.9169996757354815,0.9612454690133845,0.04424579327790301,0.8203125,0.6858207375641246,0.34287172162819946,128
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,0,1.0,all,0.125,1.0,0.9100060395683096,0.9412792893637376,0.031273249795428004,0.703125,0.6257177008340208,0.38767518771024,128
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,0,2.0,all,0.5,1.0,0.9045758022397008,0.9110995463385847,0.006523744098883899,0.609375,0.47987186481146055,0.6188862638085961,128
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,0,all,all,"0.5:0.125,1.0:0.125,2.0:0.5",1.0,0.9105271725144973,0.937874768238569,0.02734759572407164,0.7109375,0.5971367677365353,0.38767518771024,384
knownstart_ar1_full,Known-start_AR1_full,table_index,global,1,all,all,0.25,1.0,0.9117048108285154,0.9352399081963219,0.023535097367806457,0.703125,0.5733133584977449,0.4872426611973878,384
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,1,0.5,all,0.125,1.0,0.9202247657072335,0.9594175228052251,0.039192757097991526,0.8046875,0.6929964133846442,0.31693720616740473,128
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,1,1.0,all,0.125,1.0,0.9109838320273252,0.9396035508337068,0.02861971880638159,0.6953125,0.6218524485985628,0.3563578451941293,128
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,1,2.0,all,0.5,1.0,0.9039058347509877,0.9119680112979787,0.008062176546990929,0.609375,0.4734135393531965,0.6167671257246661,128
knownstart_ar1_full,Known-start_AR1_full,table_index,scale_specific,1,all,all,"0.5:0.125,1.0:0.125,2.0:0.5",1.0,0.9117048108285156,0.9369963616456368,0.02529155081712135,0.703125,0.5960874671121346,0.3563578451941293,384
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,global,0,all,all,0.25,1.0,0.9101911318192029,0.9338245615035601,0.02363342968435722,0.703125,0.5674424514336003,0.5001347121536577,384
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,0,0.5,all,0.125,1.0,0.9166214813778848,0.9607803031955638,0.04415882181767905,0.8125,0.6835185814949044,0.3420128645556727,128
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,0,1.0,all,0.25,1.0,0.9096786853340866,0.9374162401856907,0.027737554851604118,0.6953125,0.5618709322924382,0.5004425383899418,128
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,0,2.0,all,0.25,1.0,0.9042732287456374,0.9091054267547849,0.00483219800914747,0.6015625,0.5294820107701739,0.479300215279908,128
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,0,all,all,"0.5:0.125,1.0:0.25,2.0:0.25",1.0,0.9101911318192029,0.93576732337868,0.02557619155947688,0.703125,0.5916238415191722,0.479300215279908,384
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,global,1,all,all,0.25,1.0,0.9114035193318971,0.9351702015406306,0.02376668220873346,0.6953125,0.5732893028172894,0.49102938510893235,384
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,1,0.5,all,0.125,1.0,0.9193020057198893,0.9574574930101993,0.03815548729031004,0.8046875,0.6890556686468261,0.30765129186942997,128
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,1,1.0,all,0.125,1.0,0.9104519237887692,0.9379733047270329,0.02752138093826373,0.6640625,0.6129878024854348,0.373420161748445,128
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,1,2.0,all,0.5,1.0,0.9044566284870327,0.9129121961502842,0.008455567663251506,0.6171875,0.47790211258018334,0.6240091357486484,128
knownstart_brownian8_full,Known-start_Brownian8_full,table_index,scale_specific,1,all,all,"0.5:0.125,1.0:0.125,2.0:0.5",1.0,0.911403519331897,0.9361143312958388,0.02471081196394176,0.6953125,0.5933151945708147,0.373420161748445,384
