trial_id,response_cache_path,prior_family,prior_scale,candidate_index,lag_model,lags,n_lags,n_trajectories,n_timebins,basis_dim,ridge,train_r2_energy,cv_r2_energy,mean_fold_r2_energy,feature_dim,coef_singular1,coef_singular2,coef_singular3,coef_s2_over_s1,coef_s3_over_s1,A_singular1_median,A_singular2_median,A_singular2_p10,A_anisotropy_median,A_condition_median,A_log10_condition_median,A_area_median,A_rank1_fraction_anisotropy_lt_0p1,A_rank1_fraction_anisotropy_lt_0p2
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,instant,0,1,16,40,10,0.0001,0.004355484471633031,-0.0022810147164777916,-0.0010306171238509132,2,0.035383924366248876,4.431319030455485e-06,,0.00012523537481564143,,0.035383924366248876,4.431319030455485e-06,4.431319030455485e-06,0.00012523537481564143,7984.964323954767,3.9022729800932625,1.5679745741635617e-07,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,lag0_1,"0,1",2,16,40,10,0.0001,0.013878874125274332,-0.000762803787431654,-0.00635320048398863,4,0.15184486689895166,0.012562508719646011,2.7489282078641273e-06,0.08273252152808033,1.8103530688946234e-05,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.026053846233262012,0.005850109852512664,-0.006823907293060344,6,0.18781837016057315,0.015523875282625006,0.007803579467476837,0.08265365772982189,0.041548542141033686,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.06502630815187693,0.03020035578784086,-0.015523208015753465,8,0.23930017182711422,0.06488763249214205,0.007896188837757986,0.2711558123703356,0.03299700446292491,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,0,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.21188814725548266,0.15568424824517002,-0.0022921988276195793,10,0.34226737525314166,0.06678086808706726,0.02479468114054828,0.19511315689284145,0.07244243224236632,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,1,instant,0,1,16,40,10,0.0001,0.005946032641976573,-0.0015269294971735903,-0.0013688335439724642,2,0.040306529430076884,2.6056853566510284e-06,,6.464673077773489e-05,,0.040306529430076884,2.6056853566510284e-06,2.6056853566510284e-06,6.464673077773489e-05,15468.686319779252,4.189453432749394,1.0502613351337506e-07,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,1,lag0_1,"0,1",2,16,40,10,0.0001,0.014365320591886666,0.0006456624750080797,-0.004457711461223646,4,0.13435336447629811,0.013544845505139513,2.859880060156962e-06,0.10081508236088141,2.1286255623777e-05,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,1,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.02485405423854392,0.007137428763229536,-0.00412533750402444,6,0.16415359602837118,0.02487210313353508,0.006196900770464132,0.15151726026907358,0.03775062453942893,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,1,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.06492610027566048,0.034745521626984965,-0.010228141614685243,8,0.23126618314727013,0.05830331707964172,0.008288286955427422,0.2521048096448853,0.03583873285161388,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,1,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.2083526855161365,0.15988356597679176,0.00042435807744212184,10,0.3333107289813589,0.05869511634778036,0.024724023358750485,0.1760972907387659,0.07417710025209909,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,2,instant,0,1,16,40,10,0.0001,0.0033734681940610356,-0.00278433924477417,-0.0015905847758750646,2,0.034681326234239786,2.8095764462720374e-06,,8.101121702486195e-05,,0.034681326234239786,2.8095764462720374e-06,2.8095764462720374e-06,8.101121702486195e-05,12343.969597359646,4.091454843408688,9.74398373131966e-08,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,2,lag0_1,"0,1",2,16,40,10,0.0001,0.012291440806533327,-0.0016688458054396893,-0.006154873126860222,4,0.16317893658682514,0.011607911408719373,2.4048349942380962e-06,0.07113608932328697,1.473741062749553e-05,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,2,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.023857090764095035,0.0035226377019224042,-0.006349940860698233,6,0.20334038216414352,0.015015008543705341,0.005662317585134253,0.07384174448725436,0.027846498196130224,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,2,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.05769803616037883,0.020892612827739576,-0.010867325135691497,8,0.24982658965620294,0.06805995226739231,0.008956591318759945,0.2724287769410475,0.0358512331737206,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,2,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.20028860561760498,0.13921902653371676,-0.013195711734644705,10,0.3747405439235306,0.07094300129774948,0.032446405953651836,0.1893123187445287,0.08658365495747594,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,3,instant,0,1,16,40,10,0.0001,0.003303627011680299,-0.002219685665036275,-0.00015321403302029357,2,0.026238073416430772,2.0053316381553716e-07,,7.642831111599815e-06,,0.026238073416430772,2.0053316381553716e-07,2.0053316381553716e-07,7.642831111599815e-06,130841.56713632753,5.116745737184704,5.261603874621203e-09,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,3,lag0_1,"0,1",2,16,40,10,0.0001,0.00858888033891414,-0.0006328541905353813,9.11944684810484e-05,4,0.09212224370109512,0.006138297971815175,2.5364546741567784e-07,0.06663209367470285,2.753357465311742e-06,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,3,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.018203463109999873,0.0035808908646518534,0.005467090615316583,6,0.13190021474061578,0.014136182594149218,0.004894020029231421,0.10717330992939082,0.03710395800989105,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,3,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.05679634595667227,0.026767896196672747,0.027820064561884128,8,0.19962905926362268,0.052597801018984064,0.007840880186913542,0.2634776781146144,0.03927724859214594,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,axis_edge_parallel,0.5,3,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.23276685039960487,0.18337179715361807,0.0913672523745831,10,0.31148279368441967,0.05255437609033549,0.027619361130855866,0.16872320768890114,0.08867058370755002,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,0,instant,0,1,16,40,10,0.0001,0.007213621315452112,0.00048821709477198105,0.0021641464652672193,2,0.05075761200766686,4.100384707559171e-06,,8.078364102195773e-05,,0.05075761200766686,4.100384707559171e-06,4.100384707559171e-06,8.078364102195773e-05,12378.743856422501,4.09267657651749,2.0812573606845894e-07,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,0,lag0_1,"0,1",2,16,40,10,0.0001,0.016868586442279287,0.003573826265542257,-6.271869247453932e-06,4,0.163656340792651,0.01193442407978443,1.967123997453778e-06,0.07292368888355559,1.2019845903472085e-05,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,0,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.027974749647716735,0.009848869412286798,0.0016257771601661808,6,0.19609904461496327,0.014595229224694603,0.009371275063678247,0.07442784463000346,0.047788478939704,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,0,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.06504914770374026,0.03277009364163053,-8.855624761730518e-05,8,0.25586985340853846,0.06850860856503524,0.009800004608524841,0.2677478712415954,0.038300739528222244,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,0,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.21378168361117988,0.16066008949847155,-0.021940752407624886,10,0.38323191809347823,0.07068460461551933,0.03634880849704772,0.18444341736242825,0.09484807183565928,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,1,instant,0,1,16,40,10,0.0001,0.007091385187556254,-9.381348022796665e-05,0.0015300255555426578,2,0.050842672929135434,1.9034816298719283e-06,,3.74386616636974e-05,,0.050842672929135434,1.9034816298719283e-06,1.9034816298719283e-06,3.74386616636974e-05,26710.356502130402,4.426679684572282,9.677809393419608e-08,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,1,lag0_1,"0,1",2,16,40,10,0.0001,0.015053133213591696,0.002161565600825588,-0.000661494261665202,4,0.14760517536253695,0.013844183112098968,2.857627530352564e-06,0.09379198986821367,1.935994129835807e-05,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,1,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.02484466707245525,0.008421300510803142,0.0011731863994290381,6,0.18033527703416732,0.02121426781752615,0.0061500703996325784,0.11763792512713292,0.03410353482013035,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,1,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.060730769583635213,0.032429492058010156,0.0045779961250898005,8,0.25136566477276023,0.062042133292543836,0.006666721766363654,0.24682023835129277,0.02652200638615663,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,1,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.2076313275254782,0.1603609466808532,0.011639111530905355,10,0.3898229410630671,0.06293960063715061,0.037720265572794835,0.16145689236634228,0.09676255961214017,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,2,instant,0,1,16,40,10,0.0001,0.0056853783740380415,0.0007130375823687363,0.002646530485129084,2,0.047279740878217805,2.3910012816292772e-06,,5.0571370257463335e-05,,0.047279740878217805,2.3910012816292772e-06,2.3910012816292772e-06,5.0571370257463335e-05,19774.034100893674,4.296095278774162,1.130459210349189e-07,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,2,lag0_1,"0,1",2,16,40,10,0.0001,0.01572218056539243,0.004321978859448183,0.0028152402424057865,4,0.17600577861331454,0.009230118800263828,1.4823612242700154e-06,0.05244213498547931,8.422230428733647e-06,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,2,lag0_1_2,"0,1,2",3,16,40,10,0.0001,0.026997735537247713,0.011081553113839848,0.00717885320496936,6,0.20998078397583447,0.012581184926936821,0.007947837042346865,0.05991588700985477,0.037850306546438735,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,2,lag0_1_2_4,"0,1,2,4",4,16,40,10,0.0001,0.06559397263575506,0.03551100566294685,0.01820558327975494,8,0.2748962728732338,0.07281009395385635,0.009580838939791989,0.26486388190294646,0.0348525603481358,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,2,lag0_1_2_4_8,"0,1,2,4,8",5,16,40,10,0.0001,0.213120719987811,0.16185993986686864,0.05464511245203035,10,0.399540731740781,0.07346013263489165,0.03283394863580858,0.1838614358912273,0.08217922736626262,,,,,,,,,
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,3,instant,0,1,16,40,10,0.0001,0.0022930490854065066,-0.0038584104332766156,-0.002358512561956516,2,0.02867114404966978,2.1354881525071854e-07,,7.448213956191193e-06,,0.02867114404966978,2.1354881525071854e-07,2.1354881525071854e-07,7.448213956191193e-06,134260.37515594836,5.127947856374379,6.1226888436896704e-09,1.0,1.0
0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,axis_edge_orthogonal,0.5,3,lag0_1,"0,1",2,16,40,10,0.0001,0.007475140161261717,-0.002908272435684367,-0.0014261403596913524,4,0.12218257432774098,0.005660904986979315,2.953495986174413e-07,0.0463315249177397,2.4172808622054347e-06,,,,,,,,,
