row_type,split_key,calibration_mode,prior_scale,prior_family,eval_split,selected_on_split,selected_run_slug,selected_run_label,train_feature_cosine,eval_feature_cosine,eval_image_accuracy,eval_delta_vs_default,selected_temperature,n_eval
split,trial_id,scale_specific,all,all,0,1,knownstart_scale_prior_hybrid_predeclared_full,Scale-prior_hybrid_predeclared,0.9377999998549905,0.9355324802145724,0.71875,0.02448559099823877,"0.5:0.125,1.0:0.125,2.0:0.25",384
split,trial_id,scale_specific,all,all,1,0,knownstart_scale_prior_hybrid_posthoc_full,Scale-prior_hybrid_posthoc,0.9355324806097499,0.9377999991191759,0.6953125,0.02653216496559511,"0.5:0.125,1.0:0.125,2.0:0.5",384
aggregate,trial_id,scale_specific,all,all,-1,-1,knownstart_scale_prior_hybrid_predeclared_full;knownstart_scale_prior_hybrid_posthoc_full,Scale-prior_hybrid_predeclared;Scale-prior_hybrid_posthoc,0.9366662402323702,0.9366662396668741,0.70703125,0.02550887798191694,"0.5:0.125,1.0:0.125,2.0:0.25;0.5:0.125,1.0:0.125,2.0:0.5",768
