run_family,run_slug,run_label,observer_mode,latent,prior_scale,posterior_temperature,n,image_accuracy,mean_feature_cosine,median_feature_cosine,mean_true_mass,median_N_eff_fraction
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,1.0,8.0,256,0.70703125,0.8598845869734211,0.8536070448888426,0.27553166758682895,0.9964902352969056
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,1.0,16.0,256,0.70703125,0.8532442994321323,0.8467423581066943,0.2629438738075066,0.9991329028419507
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,0.125,256,0.60546875,0.8947728691916033,0.9928336147920426,0.5520351145019503,0.3113079222500898
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,0.25,256,0.60546875,0.9070199564952851,0.9720973615944004,0.5232432075256402,0.4662038240032962
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,0.5,256,0.60546875,0.9107981976519061,0.949310819891518,0.47592103576535616,0.6179043689171229
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,1.0,256,0.60546875,0.9039871863052593,0.9180871784629231,0.4140375624852827,0.8100177921929186
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,2.0,256,0.60546875,0.8890265844522226,0.8944969862751275,0.34980788416251146,0.9276585840750469
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,4.0,256,0.60546875,0.8728174159152254,0.8715133316707502,0.3039688505943973,0.9794252592315178
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,8.0,256,0.60546875,0.861092893690663,0.8577577763271057,0.27792047286090377,0.9948304127880006
no_anchor,noanchor_quadratic_scale_conditioned_iter160,No-anchor quadratic scale-conditioned iter160,continuous_joint,pyramid_local_field,2.0,16.0,256,0.60546875,0.8540205322120948,0.8497996902878238,0.26419963767867805,0.9987032234292077
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,0.125,256,0.70703125,0.9109062459709557,0.9967526018840942,0.598963876454051,0.28419510106805235
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,0.25,256,0.70703125,0.9080891922927136,0.983667582660054,0.5449906314648258,0.4387112779530116
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,0.5,256,0.70703125,0.901218231266468,0.9605859304812723,0.48069362718260966,0.5762352718543963
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,1.0,256,0.70703125,0.893531455748067,0.9310080383160773,0.4119963135216757,0.7483120344886738
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,2.0,256,0.70703125,0.8830168775892466,0.8966854366468606,0.350192491712066,0.8878638104364907
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,4.0,256,0.70703125,0.8709118809804035,0.8733830526272741,0.3074921068660391,0.966794194355368
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,8.0,256,0.70703125,0.8613612635310381,0.8534788277228333,0.28175656366695273,0.9915453400241101
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,0.5,16.0,256,0.70703125,0.8547490974840466,0.8469291675275135,0.2666538041441075,0.9978629288959854
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,0.125,256,0.55078125,0.8681947276506995,0.992754536729358,0.5107254403201011,0.26927879731348947
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,0.25,256,0.55078125,0.8727952978377319,0.9782519550273998,0.4860507604467481,0.36785661536789843
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,0.5,256,0.55078125,0.8744662643243507,0.9547754790374674,0.4465910055955718,0.49988180164396406
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,1.0,256,0.55078125,0.873825901955279,0.9155132406111867,0.3982622135805396,0.6792266115399789
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,2.0,256,0.55078125,0.8713570869538377,0.899407558576615,0.3488254932026223,0.8513521897814234
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,4.0,256,0.55078125,0.8663230775383614,0.8772535129766852,0.3078519735211686,0.9484325166823913
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,8.0,256,0.55078125,0.8596797556344071,0.8567030361342773,0.28068723636478793,0.9848449217667505
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,1.0,16.0,256,0.55078125,0.853953933886456,0.8464717355392108,0.26569220273052685,0.9960343901098664
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,0.125,256,0.4296875,0.8086397579946032,0.939425226006392,0.41532131330272193,0.2505782097867204
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,0.25,256,0.4296875,0.8160421927648537,0.9020006069737381,0.4070395734664776,0.2720395877010075
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,0.5,256,0.4296875,0.8275520145446106,0.908278617252834,0.39219311195173423,0.37287272772249186
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,1.0,256,0.4296875,0.8426609308822083,0.9107488915212291,0.3717348815890948,0.5027086655843855
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,2.0,256,0.4296875,0.855653663551545,0.8913747814384021,0.3459469902017118,0.6816605588027711
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,4.0,256,0.4296875,0.8628241925019756,0.8768032030736407,0.3168387860003647,0.8639528297754135
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,8.0,256,0.4296875,0.8619388347549857,0.8585888225480617,0.2908303085287867,0.9571793587473938
no_anchor,noanchor_residual_ctf,No-anchor residual CTF,continuous_joint,pyramid_local_field,2.0,16.0,256,0.4296875,0.8569688615634676,0.8501411939633561,0.2722387526378424,0.988565662950885
