table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_trajectories,n_timebins,n_units,true_candidate_index,true_image_id,true_trajectory_index,nearest_trajectory_index,nearest_trajectory_distance,kalman_alpha,kalman_process_var,observation_model,time_smoothing_sigma,time_shrinkage,continuous_score_mode,catalog_residual_aggregation,catalog_residual_top_k,catalog_residual_all_anchor_shrinkage,basis_source,basis_dim,known_pred_candidate_index,known_pred_image_id,known_correct,known_true_rank,known_true_margin,known_true_score,zero_pred_candidate_index,zero_pred_image_id,zero_correct,zero_true_rank,zero_true_margin,zero_true_score,joint_pred_candidate_index,joint_pred_image_id,joint_correct,joint_true_rank,joint_true_margin,joint_true_score,best_single_tau_pred_candidate_index,best_single_tau_pred_image_id,best_single_tau_correct,best_single_tau_true_rank,best_single_tau_true_margin,best_single_tau_true_score,continuous_joint_pred_candidate_index,continuous_joint_pred_image_id,continuous_joint_correct,continuous_joint_true_rank,continuous_joint_true_margin,continuous_joint_true_score,continuous_joint_minus_zero_true_score,continuous_joint_score_corr_with_zero,catalog_residual_true_best_anchor_index,catalog_residual_true_best_anchor_score,catalog_residual_true_anchor_logmean_score,catalog_residual_true_anchor_score_gap,catalog_residual_true_anchor_aggregate_count,trajectory_rmse,trajectory_corr_x,trajectory_corr_y,trajectory_corr_mean,trajectory_r2,trajectory_hat_rms,trajectory_true_rms,true_residual_lift,continuous_top_comp_residual_lift,true_lift_minus_top_comp_lift,transition_best_to_residual,margin_gain_vs_best_single
146,530,265,response_tables/trial_00265_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8878,-1,6,0.0378577560186386,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8878,True,1.0,0.0,-366.6541815937149,0,source_row:8878,True,1.0,0.0,-372.2038699023215,3,source_row:8908,False,3.0,-0.0416771965557813,-369.5839671654168,3,source_row:8908,False,2.0,-0.0345816473335958,-368.1465009683092,3,source_row:8908,False,3.0,-0.027557139089879,-368.2289496578305,3.974920244490932,-0.9939143721978172,0,-367.8374800018277,-368.8048321383094,0.9673521364816792,2,0.042925546757558,-0.1399797502834035,-0.2389557651604656,-0.1894677577219345,-2.976736712803379,0.0336040148162505,0.0215254587696221,-0.08244868952129991,-0.08947319776513041,0.007024508243830496,both_wrong,0.0070245082437167955
147,531,265,response_tables/trial_00265_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8878,-1,6,0.0376366451382637,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8878,True,1.0,0.0,-366.6541815937149,0,source_row:8878,True,1.0,0.0,-372.2038699023215,0,source_row:8878,True,1.0,0.0,-369.234372049133,2,source_row:8895,False,2.0,-0.0180173173357616,-367.9491138388028,2,source_row:8895,False,2.0,-0.0008935036920547,-367.8780889920732,4.325780910248227,0.9405422727470156,14,-367.6484988098563,-368.7565974416039,1.1080986317476231,2,0.0429727548046251,0.1201602781646749,0.1737611154244607,0.1469606967945678,-2.985488480447549,0.0385965653233218,0.0215254587696221,0.07102484672964238,0.05390103308582184,0.01712381364382054,both_wrong,0.017123813643706902
148,532,266,response_tables/trial_00266_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8878,-1,6,0.0837006866931915,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8878,True,1.0,0.0,-458.4414827793081,0,source_row:8878,True,1.0,0.0,-476.8698018144858,2,source_row:8895,False,3.0,-0.1043342717278505,-462.8692355716026,3,source_row:8908,False,3.0,-0.1500254294608112,-461.5110898566024,3,source_row:8908,False,3.0,-0.0506758215024092,-461.4380249601302,15.431776854355633,-0.8157532491976545,12,-461.25542144752205,-462.0628393371691,0.8074178896470698,2,0.0745488042888993,-0.0225116536700381,-0.252565951965739,-0.1375388028178886,-1.998586215516656,0.0521047184734465,0.0430509175392442,0.0730648964722036,-0.026284711486141532,0.09934960795834513,both_wrong,0.099349607958402
149,533,266,response_tables/trial_00266_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8878,-1,6,0.0825742855668068,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8878,True,1.0,0.0,-458.4414827793081,0,source_row:8878,True,1.0,0.0,-476.8698018144858,0,source_row:8878,True,1.0,0.0,-463.4416078260356,0,source_row:8878,True,1.0,0.0,-461.8570598417505,0,source_row:8878,True,1.0,0.0,-461.550646668512,15.319155145973866,0.958234271142122,6,-461.0953104444674,-462.4153426365856,1.3200321921181626,2,0.0840809200466073,-0.5479148904445358,-0.4507445650404147,-0.4993297277424752,-2.8144338400814424,0.0624667974530504,0.0430509175392442,0.3064131732385249,0.3064131732385249,0.0,both_correct,0.0
150,534,267,response_tables/trial_00267_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8895,-1,13,0.0396978519856929,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8895,True,1.0,0.1087623345913471,-431.1590783544875,3,source_row:8859,False,2.0,-0.2223080332386189,-445.50370011367903,1,source_row:8897,False,2.0,-0.0044125250439606,-435.929309469628,2,source_row:8908,False,2.0,-0.008539085700022,-434.14981053690326,1,source_row:8897,False,3.0,-0.0651151458684466,-434.2254649591469,11.278235154532185,-0.8405436114328874,8,-433.9494984490513,-435.3082422606003,1.358743811549061,2,0.0799848839231229,0.0794550871097703,0.5175932048992359,0.2985241460045031,-7.356642450405287,0.0824055170466051,0.0276689073119799,-0.0756544222436446,0.06735032028228716,-0.14300474252593176,both_wrong,-0.056576060168424605
151,535,267,response_tables/trial_00267_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8895,-1,2,0.0422491244971752,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8895,True,1.0,0.1087623345913471,-431.1590783544875,3,source_row:8859,False,2.0,-0.2223080332386189,-445.50370011367903,3,source_row:8859,False,2.0,-0.0230230223761509,-435.1179477497011,0,source_row:8895,True,1.0,0.0231650458510443,-433.4954423442222,0,source_row:8895,True,1.0,0.0094305553974436,-432.99993503144776,12.503765082231268,0.7261757010877828,15,-432.7089958815214,-433.6359569048009,0.9269610232794888,2,0.0871145123570449,-0.6025885445835119,-0.7222232238708387,-0.6624058842271753,-8.912815037287663,0.0688557740548065,0.0276689073119799,0.495507312774464,0.5092418032280648,-0.013734490453600756,both_correct,-0.013734490453600699
152,536,268,response_tables/trial_00268_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8895,-1,8,0.0755360573530197,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8895,True,1.0,0.105742754869027,-497.3792784154896,3,source_row:8859,False,2.0,-0.2503904139875885,-523.8380391861799,0,source_row:8895,True,1.0,6.490811978210331e-05,-502.5318889250676,2,source_row:8908,False,2.0,-0.0043418634692216,-500.07904245294895,0,source_row:8895,True,1.0,0.0055434212753198,-500.2265058623116,23.611533323868343,-0.6123095786376327,1,-499.757983820661,-501.3326331165434,1.5746492958824092,2,0.1084880672525336,0.4042471428571238,0.310662286299843,0.3574547145784834,-2.8434384983452445,0.1052351608664701,0.0553378146239598,-0.14746340936267188,-0.15236260638801014,0.004899197025338253,rescued_by_residual,0.009885284744541398
153,537,268,response_tables/trial_00268_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8895,-1,5,0.049945943057537,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8895,True,1.0,0.105742754869027,-497.3792784154896,3,source_row:8859,False,2.0,-0.2503904139875885,-523.8380391861799,0,source_row:8895,True,1.0,0.0021379601528792,-500.7990885687021,0,source_row:8895,True,1.0,0.0060405086539958,-499.0345788752025,0,source_row:8895,True,1.0,0.0144778620518195,-498.9643466606717,24.873692525508204,0.7200319220377072,5,-498.6820669595153,-499.8042916869911,1.122224727475782,2,0.0500469279802484,0.6312267868103805,0.7933031464911282,0.7122649666507543,0.1820799761022772,0.0557620347314855,0.0553378146239598,0.07023221453079032,0.061794861132966616,0.0084373533978237,both_correct,0.0084373533978237
154,538,269,response_tables/trial_00269_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8895,-1,12,0.126081570982933,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8895,True,1.0,0.1157054808792281,-555.8826944566163,3,source_row:8859,False,2.0,-0.2394083484355178,-595.8884923679609,3,source_row:8859,False,3.0,-0.1284624451232048,-563.748793744923,3,source_row:8859,False,2.0,-0.1884259217496264,-561.6959648191572,3,source_row:8859,False,2.0,-0.0694547782107974,-561.4523416445126,34.43615072344835,0.6883383839852059,5,-561.0994729304836,-562.4344805144896,1.3350075840060072,2,0.1451490713000658,0.4119635358081758,0.2690793349725095,0.3405214353903427,-1.9261461951436507,0.1341760674507919,0.084852814334909,0.24362317464465377,0.12465203110582479,0.11897114353882898,both_wrong,0.11897114353882901
155,539,269,response_tables/trial_00269_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8895,-1,14,0.1327634006738662,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8895,True,1.0,0.1157054808792281,-555.8826944566163,3,source_row:8859,False,2.0,-0.2394083484355178,-595.8884923679609,3,source_row:8859,False,3.0,-0.0825118438632444,-560.7195518500125,3,source_row:8859,False,3.0,-0.1219357475318929,-559.2873855551284,3,source_row:8859,False,4.0,-0.059474694034634,-559.1574034758112,36.73108889214973,0.4819407477415432,13,-558.8672177619878,-560.0765939273352,1.2093761653474076,2,0.1437840755409078,-0.3500405488368082,0.3778583057625104,0.0139088784628511,-1.8713694570033648,0.0952780719966012,0.084852814334909,0.12998207931718753,0.06752102581992858,0.062461053497258945,both_wrong,0.0624610534972589
156,540,270,response_tables/trial_00270_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8897,-1,13,0.0241558644920587,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8897,True,1.0,0.1018565066049745,-357.11951281119696,3,source_row:8859,False,3.0,-0.2760373390827908,-362.0536969060837,1,source_row:8895,False,4.0,-0.0810578558296128,-360.48014202426526,2,source_row:8908,False,3.0,-0.0593156481503456,-359.4760252568633,2,source_row:8908,False,4.0,-0.1034510894467644,-358.6948776844239,3.3588192216598145,-0.0151273472426699,13,-358.57766021011935,-359.1457762889438,0.5681160788244597,2,0.124143802619842,-0.5529439910338602,0.5694050263082191,0.0082305176371794,-40.14497016689637,0.1295260477916994,0.0193538186881252,0.7811475724394086,0.8252830137358842,-0.04413544129647562,both_wrong,-0.0441354412964188
157,541,270,response_tables/trial_00270_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8897,-1,9,0.0248541329056024,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8897,True,1.0,0.1018565066049745,-357.11951281119696,3,source_row:8859,False,3.0,-0.2760373390827908,-362.0536969060837,3,source_row:8859,False,3.0,-0.0813205755323451,-359.29804543869267,1,source_row:8895,False,3.0,-0.0165880821102177,-358.09701504728844,1,source_row:8895,False,3.0,-0.0229126194932973,-358.0289471074154,4.024749798668324,0.7503600504050275,13,-357.8594367826953,-358.6699294941929,0.8104927114975453,2,0.0456273156197675,0.3284965103371371,0.2768829278528438,0.3026897190949904,-4.557973877859852,0.0453260594980551,0.0193538186881252,0.06806793987306037,0.07439247725613995,-0.006324537383079587,both_wrong,-0.006324537383079601
158,542,271,response_tables/trial_00271_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8897,-1,11,0.0444878749549388,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8897,True,1.0,0.1380921883372252,-443.5735005101066,3,source_row:8859,False,3.0,-0.4622562231387519,-459.8943695779338,2,source_row:8908,False,3.0,-0.025369280038376,-447.5907924934573,1,source_row:8895,False,4.0,-0.0275661760118168,-445.9956165315086,0,source_row:8897,True,1.0,0.0039053846999195,-445.72635002477006,14.168019553163788,-0.8386457083703087,0,-445.4913442612743,-446.3072488560726,0.815904594798269,2,0.1150276425614863,0.4444713561059837,-0.5843512110087493,-0.0699399274513827,-7.831024930775969,0.0937863410087202,0.0387076373762505,0.2692665067385178,0.24360117708243934,0.025665329656078484,rescued_by_residual,0.0314715607117363
159,543,271,response_tables/trial_00271_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8897,-1,11,0.0482677742838859,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8897,True,1.0,0.1380921883372252,-443.5735005101066,3,source_row:8859,False,3.0,-0.4622562231387519,-459.8943695779338,3,source_row:8859,False,2.0,-0.0235265826968316,-446.2334962823027,0,source_row:8897,True,1.0,0.0326001582720891,-445.3528733359004,0,source_row:8897,True,1.0,0.0200928123774133,-444.9169603384215,14.977409239512326,0.712641188013992,11,-444.7186301523956,-445.3957489558883,0.6771188034927036,2,0.070653431509772,-0.1307586555935211,0.0181044281443282,-0.0563271137245964,-2.3317560236720194,0.0561070715477915,0.0387076373762505,0.43591299747890844,0.4484203433736411,-0.01250734589473268,both_correct,-0.012507345894675798
160,544,272,response_tables/trial_00272_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8897,-1,3,0.0878509506583213,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8897,True,1.0,0.1650060650817977,-546.5240830532614,3,source_row:8859,False,3.0,-0.5469728687530733,-584.691570616973,3,source_row:8859,False,4.0,-0.1890305561320246,-552.864995422861,3,source_row:8859,False,3.0,-0.2545178572923987,-551.0855405498731,3,source_row:8859,False,2.0,-0.0150857092185106,-549.863817436562,34.82775318041092,0.3328485275895949,0,-549.6205243583611,-550.5371043543748,0.916579996013752,2,0.1142115810250593,-0.7543065003847971,0.8522867162731671,0.048990107944185,-1.1765415791794016,0.1408629267409446,0.0774152747525011,1.2217231133111,0.9822909652372118,0.23943214807388813,both_wrong,0.23943214807388807
161,545,272,response_tables/trial_00272_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8897,-1,6,0.0919842794537544,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8897,True,1.0,0.1650060650817977,-546.5240830532614,3,source_row:8859,False,3.0,-0.5469728687530733,-584.691570616973,3,source_row:8859,False,3.0,-0.0388407278721842,-550.9532708723216,0,source_row:8897,True,1.0,0.0171955055722037,-549.732186981634,0,source_row:8897,True,1.0,0.0198253466414826,-549.2916143151843,35.39995630178862,0.5203149907371588,7,-549.1247704749915,-549.7906840765792,0.6659136015877039,2,0.1250993845876457,0.0505644445383921,-0.2310459257025372,-0.0902407405820725,-1.611301556007899,0.0987551099764351,0.0774152747525011,0.44057266644961146,0.4586206785907052,-0.01804801214109375,both_correct,0.0026298410692788994
162,546,273,response_tables/trial_00273_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8908,-1,5,0.0133932586759328,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8908,True,1.0,0.0948308737776528,-290.5907794842258,3,source_row:8859,False,3.0,-0.0711183968301156,-291.3015420290416,0,source_row:8908,True,1.0,0.0469707068415345,-291.5364921440212,0,source_row:8908,True,1.0,0.0760207417928882,-290.8141125933982,0,source_row:8908,True,1.0,0.0597821551613151,-290.8913106069133,0.4102314221282768,-0.3674394495881581,5,-290.74668079601435,-291.42054656871795,0.673865772703607,2,0.0239934682306944,0.2363237180533575,0.5814221739421286,0.4088729459977431,-3.361653808373112,0.0279576900044648,0.0114886085849111,-0.07719801351510114,-0.06095942688358491,-0.016238586631516227,both_correct,-0.016238586631573106
163,547,273,response_tables/trial_00273_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8908,-1,1,0.0208683740347623,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8908,True,1.0,0.0948308737776528,-290.5907794842258,3,source_row:8859,False,3.0,-0.0711183968301156,-291.3015420290416,0,source_row:8908,True,1.0,0.0135917724506384,-292.1598999162312,2,source_row:8895,False,3.0,-0.0125520785460935,-290.95398462061473,1,source_row:8897,False,3.0,-0.0161527750030359,-291.1314819351946,0.1700600938470415,-0.6659743950543587,0,-290.9201863041453,-291.9557848578603,1.0355985537149763,2,0.0181420913109498,0.2339078268047585,-0.3591908088813333,-0.0626414910382874,-1.4936748787486094,0.0146475958195837,0.0114886085849111,-0.17749731457985263,-0.16614948384682293,-0.011347830733029696,both_wrong,-0.0036006964569423993
164,548,274,response_tables/trial_00274_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8908,-1,1,0.0260815508663654,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8908,True,1.0,0.0834829482427039,-355.01944227260674,3,source_row:8859,False,4.0,-0.4098705819541806,-360.0808077299579,0,source_row:8908,True,1.0,0.0439093286602769,-356.6918230685551,0,source_row:8908,True,1.0,0.0313488521491081,-355.7762169872607,0,source_row:8908,True,1.0,0.032261829317747,-355.7727170295296,4.308090700428295,-0.8767333520219922,2,-355.6735847708246,-356.1906176936276,0.5170329228029118,2,0.0626568023196009,0.2445765246310331,0.8450952069485353,0.5448358657897843,-6.4360379219078,0.0776625195195477,0.0229772171698222,0.0034999577310941277,0.00258698056245521,0.0009129771686389176,both_correct,0.0009129771686389038
165,549,274,response_tables/trial_00274_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8908,-1,7,0.0396230556070804,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8908,True,1.0,0.0834829482427039,-355.01944227260674,3,source_row:8859,False,4.0,-0.4098705819541806,-360.0808077299579,2,source_row:8895,False,4.0,-0.0686988951487137,-357.2869878664917,2,source_row:8895,False,4.0,-0.0825804809633155,-355.82317802287747,2,source_row:8895,False,4.0,-0.0855087575830566,-356.01144426244366,4.069363467514222,0.5791859090619748,2,-355.76003731380285,-356.8639056647011,1.1038683508982672,2,0.0327324585054713,-0.1878646341050277,-0.0064751602367578,-0.0971698971708927,-1.029375411260513,0.0215399229916243,0.0229772171698222,-0.1882662395661896,-0.18533796294644844,-0.0029282766197411547,both_wrong,-0.002928276619741099
166,550,275,response_tables/trial_00275_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8908,-1,5,0.0535730347037315,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8908,True,1.0,0.1157977089627593,-465.8944033887112,3,source_row:8859,False,4.0,-0.9707745670590952,-487.24212547138046,0,source_row:8908,True,1.0,0.0192358935834136,-469.1791429945953,1,source_row:8897,False,2.0,-0.0023812852324454,-467.8791508908329,0,source_row:8908,True,1.0,0.014781126906314,-467.76559212063705,19.47653335074341,-0.8231831798776648,6,-467.5347281531965,-468.4643813224744,0.9296531692778558,2,0.0849890466588347,-0.3978914578684764,-0.0983592743110403,-0.2481253660897584,-2.4203540709792666,0.0665548458021107,0.0459544343396445,0.11355877019582294,0.09639635805712032,0.01716241213870262,rescued_by_residual,0.0171624121387594
167,551,275,response_tables/trial_00275_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8908,-1,11,0.0788477063179016,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8908,True,1.0,0.1157977089627593,-465.8944033887112,3,source_row:8859,False,4.0,-0.9707745670590952,-487.24212547138046,3,source_row:8859,False,3.0,-0.026615787308458,-469.8062401114785,2,source_row:8895,False,4.0,-0.04313036102576,-468.5240174274644,3,source_row:8859,False,3.0,-0.0529688227008477,-468.4688909544922,18.77323451688824,0.7391196961645152,8,-468.2971517832631,-469.0880634559976,0.7909116727345236,2,0.0678192980978369,-0.5305476383778883,0.1116606963621626,-0.2094434710078628,-1.177969190985983,0.0409263570363813,0.0459544343396445,0.05512647297217654,0.08578041303849204,-0.0306539400663155,both_wrong,-0.0098384616750877
