table_index,trial_id,prior_scale,prior_family,image_correct,feature_cosine,candidate_posterior_true_mass,residual_variance,B_train_r2_energy,B_singular1,B_singular2_fraction,B_singular3_fraction
134,67,1.0,axis_edge_parallel,True,0.9991638603446832,0.9609522557581271,1.0326834189158033e-05,0.3082367122928615,0.453404926259166,0.01243106020414386,6.885590172616209e-10
135,67,1.0,axis_edge_orthogonal,True,0.9976670529455072,0.9353700559506734,2.022532928913477e-05,0.2502190703994282,0.5400107402270841,0.04724816339219401,1.4935806193767907e-09
136,68,2.0,axis_edge_parallel,True,0.9958278267265704,0.9141663737000476,1.5827444460807984e-05,0.0964008991835946,0.2166274552835052,0.025751764914877667,1.329882087269008e-09
137,68,2.0,axis_edge_orthogonal,True,0.989482329295748,0.8656601998013709,3.97794929525282e-05,0.0850417466277827,0.3162095433663424,0.062470264602510095,1.5696459994202482e-09
138,69,0.5,axis_edge_parallel,True,0.9839639931239194,0.7064649175640206,1.5362685559878604e-05,0.374657171805577,0.8710049405965968,0.01837762037065297,1.975281484849812e-09
139,69,0.5,axis_edge_orthogonal,True,0.9775515811868803,0.6625541344890791,1.86187963964154e-05,0.3317187824045952,0.8608626285926526,0.014880899540749835,6.122296215374666e-09
140,70,1.0,axis_edge_parallel,True,0.990747079852612,0.7780423283689782,1.4224190986675642e-05,0.1674392592572621,0.390176895701129,0.02154885428491037,7.468608004166901e-10
141,70,1.0,axis_edge_orthogonal,True,0.988281875071094,0.7429028324529575,1.5496151474387573e-05,0.1438975928848771,0.3717541921057856,0.021279182931035433,7.875971211796385e-10
142,71,2.0,axis_edge_parallel,True,0.9886740811146086,0.7608911853785194,3.573818889870146e-05,0.1624359846510753,0.4206883378990722,0.026502135484272212,2.0312731205016106e-09
143,71,2.0,axis_edge_orthogonal,True,0.9892161128315956,0.7643481413370931,3.618146259951233e-05,0.1539144572405564,0.4109229571356789,0.01575922429276203,3.6344943675980802e-09
144,72,0.5,axis_edge_parallel,True,0.9442062539834636,0.4293093622382845,2.693263988257596e-05,0.2440823261738209,0.9819884201536304,0.007801352957287495,3.577653580511647e-09
145,72,0.5,axis_edge_orthogonal,True,0.968561935752886,0.572150730255313,4.919046441503744e-05,0.2242133042787057,1.268207572135143,0.005244412836000127,3.748978612798982e-09
146,73,1.0,axis_edge_parallel,True,0.9229265828362242,0.3597009648084063,2.949679077006207e-05,0.2060807161843125,0.6321730180959875,0.01772278892375099,1.0915354642544297e-09
147,73,1.0,axis_edge_orthogonal,True,0.9399454995284066,0.435337230945431,5.580523788777689e-05,0.1828733803737379,0.8085718523169826,0.013524721888210373,9.449871693093196e-10
148,74,2.0,axis_edge_parallel,True,0.9388452992516082,0.4105312005002537,4.320573900921688e-05,0.3348983017838429,0.9521933860476136,0.008916802093697319,7.010584393013624e-10
149,74,2.0,axis_edge_orthogonal,True,0.9500507060673216,0.466149627299511,7.999616479575191e-05,0.3140062435060012,1.2361374855213327,0.005664433556455288,7.163429566432599e-10
150,75,0.5,axis_edge_parallel,True,0.98631745640237,0.807777947526247,2.9500447689728024e-05,0.3955951522403809,1.784285883383731,0.003982320466861733,1.863254208279577e-09
151,75,0.5,axis_edge_orthogonal,True,0.9704093636003512,0.7228567147201753,4.946176467381648e-05,0.3654356797751534,2.170725725123324,0.005714954423200061,1.6624543495492481e-09
152,76,1.0,axis_edge_parallel,True,0.9789038862219352,0.7650996407526447,3.693182732268853e-05,0.1692629536638505,0.6201024935792734,0.03499835215559855,1.7405704064790707e-10
153,76,1.0,axis_edge_orthogonal,True,0.9360361474003376,0.5982138414780069,6.078306231900353e-05,0.1538334450144949,0.7653702106931187,0.03022337972586797,2.02764032954752e-10
