table_index,trial_id,prior_scale,prior_family,image_correct,feature_cosine,candidate_posterior_true_mass,residual_variance,B_train_r2_energy,B_singular1,B_singular2_fraction,B_singular3_fraction
154,77,2.0,axis_edge_parallel,True,0.9895817035522936,0.8324585883216781,6.462626924812877e-05,0.2856383791878357,1.0042156263436883,0.009866892960724816,5.334223106709539e-10
155,77,2.0,axis_edge_orthogonal,True,0.9739963981652816,0.7416073773092888,9.953230174419024e-05,0.2804850641149706,1.2358631969117384,0.008702470208783711,4.0737682266876537e-10
156,78,0.5,axis_edge_parallel,True,0.9846069624026792,0.8048801199778762,4.401042321877869e-06,0.2981490481866111,0.5587425061845397,0.03859144265955765,2.44374320588937e-09
157,78,0.5,axis_edge_orthogonal,True,0.9819325152431694,0.789965426033598,1.6967722237880554e-05,0.2093994211859101,0.8535320817306572,0.048795941608411435,3.049774658351533e-09
158,79,1.0,axis_edge_parallel,True,0.9846595663627172,0.8129432896562155,4.453844234172471e-06,0.1194145924924789,0.1813016781539314,0.03687304023494577,1.0779526908138553e-09
159,79,1.0,axis_edge_orthogonal,True,0.9868973143197598,0.8245722642942633,1.829429049347066e-05,0.0893831553001189,0.3062641293909938,0.06929009252327394,1.6580901332963457e-09
160,80,2.0,axis_edge_parallel,True,0.988352235259727,0.8372806204215316,7.847473186018796e-06,0.2784299073080921,0.358836098484479,0.01375661167965858,1.5162299642469259e-09
161,80,2.0,axis_edge_orthogonal,True,0.9946375243205,0.8893207865273933,2.689960415710393e-05,0.2342725436251288,0.5785892466503539,0.050735444745096774,1.5525264366998373e-09
162,81,0.5,axis_edge_parallel,True,0.9128926240759574,0.4531982472161749,3.1663262904083864e-05,0.2417660920839237,0.9825048016997084,0.008303698792736009,1.5865352509037655e-08
163,81,0.5,axis_edge_orthogonal,True,0.9202926036439908,0.4757205784861657,4.603014503831917e-05,0.2243340713754681,1.124041500031586,0.006988586530350933,2.1620130118628605e-08
164,82,1.0,axis_edge_parallel,True,0.9495283374250152,0.6445332047000992,2.44884301768041e-05,0.2133933422505075,0.5778842770627394,0.016483991463833,2.1237637246535574e-09
165,82,1.0,axis_edge_orthogonal,True,0.9619794219661733,0.6799882710294004,3.328280877331563e-05,0.2116378856221576,0.6671350016599977,0.022036584465158954,1.7270863573256515e-09
166,83,2.0,axis_edge_parallel,True,0.9471100810895507,0.646532912738573,5.06424244854483e-05,0.1990631937251752,0.6862230198472182,0.015246756036473576,4.9699625598791335e-09
167,83,2.0,axis_edge_orthogonal,True,0.9588979654403046,0.6954196586436395,6.90715898244772e-05,0.1935252652788011,0.7840095251684744,0.015321209763233895,5.532785933655792e-09
168,84,0.5,axis_edge_parallel,True,0.8249249663941544,0.277861677423711,3.589293775381874e-05,0.0666078877483177,0.8665101934127515,0.02649722793044874,2.231392005457711e-09
169,84,0.5,axis_edge_orthogonal,True,0.8232890215182391,0.2734285725256986,4.3706584831359255e-05,0.0633878871821745,0.8652042222213603,0.0412621554367133,3.7995359169495175e-09
170,85,1.0,axis_edge_parallel,True,0.847565809528002,0.3273977840073021,5.601875440994089e-05,0.1895377634593505,0.7643991568292191,0.015332085311312853,9.072943520519943e-10
171,85,1.0,axis_edge_orthogonal,True,0.8248945102211671,0.2783375829975034,5.740193748842647e-05,0.1771534617369717,0.7400705598811659,0.010040314482724097,2.068359467723705e-09
172,86,2.0,axis_edge_parallel,True,0.8467753712969008,0.34177835428532,0.000109633916015,0.2555962727773353,1.2119875584708673,0.0034508953782772136,1.0182611339209588e-09
173,86,2.0,axis_edge_orthogonal,False,0.7369810303270385,0.1198890998956618,0.0001156327306577,0.2411077609525286,1.1963402661303355,0.010279312915108502,1.1453777285470507e-09
174,87,0.5,axis_edge_parallel,True,0.8146057638070153,0.3386821929291429,5.6033197829795857e-05,0.4720793939745688,2.483553625706562,0.00990758667390831,1.0666424698882187e-09
175,87,0.5,axis_edge_orthogonal,True,0.8021603236776242,0.319082627585756,6.114991940075379e-05,0.4789361643350989,2.616977337880149,0.008432701814935994,7.852032998340699e-10
176,88,1.0,axis_edge_parallel,True,0.7830079277155242,0.2903901371233859,4.793829113331646e-05,0.2129967778243323,0.8058264114401444,0.016450304533160046,3.249973894545987e-10
177,88,1.0,axis_edge_orthogonal,True,0.8360030476949802,0.3754896730047247,4.58931282173832e-05,0.1970459042308209,0.7265241594513348,0.041359442275692784,3.5895815777855326e-10
178,89,2.0,axis_edge_parallel,True,0.7823142612686069,0.2900180651643046,7.366367411458897e-05,0.2634073482204832,1.0330791048883674,0.006674227409426175,3.538319668019468e-10
179,89,2.0,axis_edge_orthogonal,True,0.8248656681584672,0.3556300986975542,8.386383426126289e-05,0.2504087500672144,1.0633251493260465,0.01336734974688511,3.8097630963866297e-10
180,90,0.5,axis_edge_parallel,True,0.8305420911912821,0.27656506017848,4.615229584155864e-05,0.2716252901081305,1.1063346424256408,0.008020749019879866,4.831853299045043e-09
181,90,0.5,axis_edge_orthogonal,True,0.8266667208286536,0.2724400559314216,5.227483458656707e-05,0.2508810835772319,1.1155122546817875,0.009239790932352793,4.631263304305982e-09
182,91,1.0,axis_edge_parallel,False,0.833871197149719,0.2711153948219565,4.041507670701041e-05,0.1579175223615058,0.5122244156878667,0.024561194751089855,2.5811125873770956e-09
183,91,1.0,axis_edge_orthogonal,True,0.8462666450435132,0.2945839832466448,4.393713365392222e-05,0.1468969173578441,0.5090885079308856,0.03411102010103921,3.253278921457171e-09
184,92,2.0,axis_edge_parallel,True,0.8193739564644228,0.2667544902230403,6.989913889423563e-05,0.2740591278095439,1.0394651590513664,0.006332223755441943,9.498956330312343e-10
185,92,2.0,axis_edge_orthogonal,False,0.8833631879811701,0.3514767825856817,7.772488782757786e-05,0.2586618104402085,1.0531251834093134,0.011366046290097713,1.027458731793203e-09
186,93,0.5,axis_edge_parallel,True,0.9419660501109482,0.5745876814845051,3.373416433609208e-05,0.2277281187641622,1.5242183195895092,0.020552545115740332,2.3127202749914237e-09
187,93,0.5,axis_edge_orthogonal,True,0.9441386437900976,0.5813272401748897,6.061846520263213e-05,0.2219484662095735,1.9999525231981763,0.01341523907588131,1.4625303373651456e-09
188,94,1.0,axis_edge_parallel,True,0.9074116885956336,0.5045371758527079,4.593117571278094e-05,0.1502986579504409,0.5928852084865474,0.02646673019625273,1.381400140460009e-09
189,94,1.0,axis_edge_orthogonal,True,0.9101259516976062,0.5111518241964322,7.491530653870636e-05,0.1473360926385704,0.7481788045769522,0.01962463440598716,1.4282257708485021e-09
190,95,2.0,axis_edge_parallel,False,0.8179322154052607,0.3641690571505944,6.83390067216889e-05,0.2088076090138944,0.7972389899547524,0.024013414384971,2.392436983389014e-09
191,95,2.0,axis_edge_orthogonal,False,0.7880531945442893,0.3317715316305127,0.0001187124127811,0.2094472896869598,1.0558604986252813,0.01734933599670994,1.5964302141287001e-09
192,96,0.5,axis_edge_parallel,True,0.9690330199244646,0.6199021495576976,4.031258736777647e-05,0.3905786483350988,1.8400218206569503,0.011011047478958477,5.824107071820026e-11
193,96,0.5,axis_edge_orthogonal,True,0.9719928745466624,0.635910397035681,4.566109492315824e-05,0.3676270550298404,1.842727470738402,0.007132630418649943,6.456085536349182e-11
194,97,1.0,axis_edge_parallel,True,0.985386288246392,0.714032205532764,5.011553948698468e-05,0.2289002803643426,0.8116489079307873,0.014071912678232983,3.5942674891457e-11
195,97,1.0,axis_edge_orthogonal,True,0.9898697778704918,0.7545910874269967,5.186067467151917e-05,0.2102436457533988,0.7618938397935683,0.04122678208073478,2.6657334198880955e-11
196,98,2.0,axis_edge_parallel,True,0.9837587361840484,0.7020482448178418,6.4116886585472e-05,0.2692797667194931,0.9814636041433632,0.011772786917472201,3.854632135025245e-11
197,98,2.0,axis_edge_orthogonal,True,0.9924424697906392,0.7837578040231985,6.8815431325835e-05,0.2421468786406562,0.9317914589830611,0.021412948209879663,5.109904957573708e-11
198,99,0.5,axis_edge_parallel,True,0.843520941770041,0.3230602484158082,4.291472527371211e-05,0.1787610130862971,1.129693384170399,0.026019108134203578,5.9746383278773195e-09
199,99,0.5,axis_edge_orthogonal,True,0.8442985848898985,0.3235856437466652,3.696084948496925e-05,0.1562318794399995,0.9220885643657676,0.03899955261081714,1.2801544013957375e-08
200,100,1.0,axis_edge_parallel,True,0.8241537065204043,0.292327010206905,3.664780755588203e-05,0.1970664641895205,0.6871442150476885,0.01197083578586051,8.583452407455468e-10
201,100,1.0,axis_edge_orthogonal,True,0.8379047166150486,0.3179220807544566,3.76107896389399e-05,0.1743285482978006,0.6456961608724366,0.014472499501972508,1.2217160470865013e-09
202,101,2.0,axis_edge_parallel,True,0.8526102855403662,0.3394184521815668,6.126839952288184e-05,0.3549784961606893,1.1538064416338178,0.005533176978396824,2.031409407870887e-09
203,101,2.0,axis_edge_orthogonal,True,0.8682218305642425,0.3764589351588773,6.440307667557913e-05,0.3320660222628803,1.123823646369445,0.00777349321347259,1.8009063617020402e-09
204,102,0.5,axis_edge_parallel,True,0.9795597167583768,0.7275662387687963,4.205337133271901e-05,0.2905296528706909,1.926422498851866,0.008419398649001089,8.10002746668125e-09
205,102,0.5,axis_edge_orthogonal,True,0.9845135590221336,0.7588284503764384,4.857030007637956e-05,0.2651713110779652,1.9442355799222648,0.007180231469266681,5.134631176486663e-09
206,103,1.0,axis_edge_parallel,True,0.9681366725079104,0.6704428836324317,6.077908206124765e-05,0.1665107988781901,0.7407662644014454,0.019043468720328475,1.2043282518424361e-08
207,103,1.0,axis_edge_orthogonal,True,0.9828353783900206,0.7495330857263621,6.567687981376904e-05,0.155509910190767,0.7440839743895634,0.014805315943577882,1.2603140326082282e-08
208,104,2.0,axis_edge_parallel,True,0.9707955659341628,0.6829250547667898,8.579907318040555e-05,0.2512042509953455,1.100054253503731,0.01669467931519444,2.5003664654839424e-09
209,104,2.0,axis_edge_orthogonal,True,0.9855172477826564,0.771403711789813,8.993549920697888e-05,0.2431598417897468,1.1061255762720508,0.014834698067172445,2.574064860807794e-09
210,105,0.5,axis_edge_parallel,True,0.9497362114655992,0.3580569354634539,8.77851375028745e-06,0.4451885765639112,1.0269166472900255,0.012002705784561217,7.198039518478458e-10
211,105,0.5,axis_edge_orthogonal,True,0.9479939288010992,0.3467066058042573,2.588980338999464e-05,0.2927278808155034,1.2693877423255842,0.010359110374166855,6.126774092324471e-10
212,106,1.0,axis_edge_parallel,True,0.9493060189008904,0.3589695693218093,2.3395699435498508e-05,0.2052624421597764,0.5485343576257179,0.017541708160450812,3.9885631228564816e-10
213,106,1.0,axis_edge_orthogonal,True,0.9450065623892998,0.3305752883433809,5.595016963012369e-05,0.1673404973311542,0.7525494103427897,0.014787687321454858,2.159810101118276e-10
214,107,2.0,axis_edge_parallel,False,0.9494600818008156,0.3400808982159858,3.252458173647392e-05,0.1455880758062163,0.3824081287716515,0.018475033521952268,3.4049160063790584e-10
215,107,2.0,axis_edge_orthogonal,True,0.9465721983087432,0.3325371371262363,8.699608759671916e-05,0.108201551155204,0.5446164737626427,0.015090757200398059,2.264855107620782e-10
216,108,0.5,axis_edge_parallel,True,0.742472695433237,0.3334541633449829,2.9536721415750983e-05,0.4147454859711451,1.5618206386459084,0.007099963258165228,1.2042711075771977e-09
217,108,0.5,axis_edge_orthogonal,True,0.7558126771522586,0.3470175413398778,3.655989380386408e-05,0.3629213347082425,1.559709735120968,0.007253790772683882,1.2176500143567163e-09
218,109,1.0,axis_edge_parallel,True,0.7661828974259152,0.3646506334978182,2.9733360171621143e-05,0.0851513924324108,0.3192399370332324,0.028416581314460506,3.108910410118517e-09
219,109,1.0,axis_edge_orthogonal,True,0.760183289317037,0.3506684835684533,3.415522431758996e-05,0.0782641049998833,0.3242684184265151,0.04108550270963333,4.4053321836195785e-09
220,110,2.0,axis_edge_parallel,True,0.7497353076396728,0.3409786581292157,5.2314074925638245e-05,0.3007390345450563,0.9908745459870124,0.006519865813703905,5.509983474960866e-10
221,110,2.0,axis_edge_orthogonal,True,0.8085097463514274,0.417711077905131,5.572612765103324e-05,0.2916349229035632,0.9994497424764668,0.014300290219519299,4.66419748939101e-10
222,111,0.5,axis_edge_parallel,True,0.9597886984548872,0.2542268871792869,3.3263188715936896e-05,0.1886575138905037,1.3028252775105629,0.02183089926336949,3.908708706372006e-09
223,111,0.5,axis_edge_orthogonal,False,0.9605198169090272,0.2498800599900353,4.330366028789194e-05,0.1947877388556825,1.4860977771889354,0.012859234918937663,5.9096920910343746e-09
224,112,1.0,axis_edge_parallel,False,0.9524830114258408,0.2469839140163719,4.121010988746062e-05,0.1497593904714801,0.619550743531166,0.014753411205083632,2.373884448663992e-09
225,112,1.0,axis_edge_orthogonal,False,0.9566890385525556,0.2438548968053725,5.182837824563061e-05,0.1502454307693153,0.6964365024285719,0.017062112852625804,3.321406739450658e-09
226,113,2.0,axis_edge_parallel,False,0.9488402004799557,0.2187917977639529,7.487217200963737e-05,0.1019140875489972,0.4888831077393059,0.019038742054396342,3.001219714567841e-09
227,113,2.0,axis_edge_orthogonal,False,0.9244999943891988,0.1854987696928203,0.0001086694842686,0.099678635133289,0.5826857323394542,0.01677691969530327,3.4616442419900984e-09
228,114,0.5,axis_edge_parallel,False,0.9873121037348134,0.2677701689716854,9.627442446871324e-05,0.327458454256531,2.1598691145148834,0.0034795321329439345,3.669805196490979e-09
229,114,0.5,axis_edge_orthogonal,False,0.9888517210913482,0.2701899917422423,6.789817488330304e-05,0.3368114077423144,1.8509701103857736,0.0065817711243245985,2.300102082079342e-09
230,115,1.0,axis_edge_parallel,False,0.9808693970823612,0.2566180254691029,7.972203222347671e-05,0.2641926786866616,1.1589066138836606,0.008894303368465509,3.1058519480839877e-10
231,115,1.0,axis_edge_orthogonal,False,0.9862734096031636,0.2608875562757138,4.920056148370368e-05,0.2763918698722907,0.9330477705391188,0.019889405675992074,2.783430226868659e-10
232,116,2.0,axis_edge_parallel,False,0.9722940469778928,0.243986324085818,0.0001191306818197,0.3133036714592083,1.549610961784064,0.008825134446291794,1.5080526679099752e-10
233,116,2.0,axis_edge_orthogonal,False,0.9527403729396162,0.2246509413760699,7.27539044069378e-05,0.3258715028310056,1.2462037947536,0.00909285058135566,2.925739550678359e-10
234,117,0.5,axis_edge_parallel,False,0.989067309876458,0.2768612922598771,4.5423877960987496e-05,0.0798391141070847,1.061319741550846,0.023354728481508703,4.1007111935955834e-10
235,117,0.5,axis_edge_orthogonal,False,0.9927053271813504,0.2835136119571368,2.4713449523312076e-05,0.073568302535561,0.7166838050485481,0.04704708272564377,6.256887650543124e-10
236,118,1.0,axis_edge_parallel,False,0.9883970282631868,0.2722326660452092,8.562032206268617e-05,0.2542185537354854,1.1842998490490737,0.008073705425951544,5.07821602558512e-10
237,118,1.0,axis_edge_orthogonal,True,0.9882675897400228,0.2759578366919877,5.6457582322752686e-05,0.2404336298381533,0.9229297097240252,0.021452569177803874,5.155112942877105e-10
238,119,2.0,axis_edge_parallel,False,0.9858260847486294,0.2654955410038498,0.0001313663412494,0.2559753228827788,1.2661826663207,0.018203214368713784,2.992800180850162e-10
239,119,2.0,axis_edge_orthogonal,False,0.990689401592358,0.2855068108978502,8.335956787701693e-05,0.243211485546402,0.9655722422910464,0.025867932552415412,6.349655389154676e-10
240,120,0.5,axis_edge_parallel,True,0.9897095842943764,0.2927646859557604,5.646058787953305e-05,0.335476316656048,2.106132421143695,0.0049561914670043054,7.892378816234075e-10
241,120,0.5,axis_edge_orthogonal,True,0.9896196015016824,0.2920795718563199,3.830278127133498e-05,0.3597368791466147,1.830194892926151,0.004510267194101486,6.133548030886161e-10
242,121,1.0,axis_edge_parallel,True,0.9874624086801156,0.2850278951023148,6.15951429297824e-05,0.0811413314533999,0.5557275419626874,0.03180092756178436,1.6886102950951554e-10
243,121,1.0,axis_edge_orthogonal,True,0.988628891852325,0.288711322429057,3.536955954749428e-05,0.0910219234673774,0.4382919984324405,0.05148517477628972,2.4542892660878793e-10
244,122,2.0,axis_edge_parallel,True,0.974007461994048,0.2571289654020594,0.0001537112386791,0.131260185685069,0.7356746579138999,0.009472863948959508,2.8394569573975164e-10
245,122,2.0,axis_edge_orthogonal,True,0.9815577617015702,0.2724545581423881,9.74945974789403e-05,0.1249596178346215,0.5680441814911852,0.025211451979846807,3.230669688225362e-10
246,123,0.5,axis_edge_parallel,True,0.8835972935160907,0.2968233513098207,4.209967104170733e-05,0.4749536550446599,2.2063747420623656,0.0050401282228020846,1.924369562467129e-08
247,123,0.5,axis_edge_orthogonal,True,0.883803550581452,0.3001277612719139,6.183539142442891e-05,0.397260397720567,2.285702979171305,0.0045708072412858755,1.7683898808860748e-08
248,124,1.0,axis_edge_parallel,True,0.8890653066544513,0.3137129183742151,2.911642480974677e-05,0.179671853376696,0.548776886538009,0.014565151977608284,4.802579184140859e-09
249,124,1.0,axis_edge_orthogonal,True,0.8890643599960479,0.3191203292864606,4.8303577443262194e-05,0.1509487736024235,0.6358571853223621,0.028227546720077414,6.022376367222106e-09
250,125,2.0,axis_edge_parallel,False,0.8719610311563968,0.271711101563714,5.832889632769292e-05,0.2516703021884731,0.9087920039383218,0.0070259756241415495,3.1436790594509427e-09
251,125,2.0,axis_edge_orthogonal,True,0.8885426134163262,0.3126507209440492,8.560439085019692e-05,0.2327576147305158,1.047463206562548,0.006173007719769956,3.7225312843060552e-09
252,126,0.5,axis_edge_parallel,True,0.8807767741363376,0.3382979496048462,4.218054692982799e-05,0.1697021454576286,1.433238479212418,0.008207358650636333,3.0897436256749968e-09
253,126,0.5,axis_edge_orthogonal,True,0.8789961622804856,0.3337692308521664,5.102691978679899e-05,0.163814955263048,1.5293519649272909,0.0071856111173183475,1.991336701525778e-09
254,127,1.0,axis_edge_parallel,False,0.8444044395760082,0.2561300640964081,5.990360243383851e-05,0.2171018517626651,0.8838055726166669,0.012269291736312037,1.3260494892170907e-09
255,127,1.0,axis_edge_orthogonal,False,0.8437619896069524,0.2543852282876229,6.419606811805347e-05,0.1979139457771639,0.8496848410301883,0.026226081544784417,1.5727680329291316e-09
256,128,2.0,axis_edge_parallel,False,0.7922994298202993,0.1413041141630503,0.0001184453984684,0.1630722867688255,0.837896385458847,0.01996730382600751,4.039328458667494e-09
257,128,2.0,axis_edge_orthogonal,False,0.7937442021545081,0.1541840776579943,0.0001267619388514,0.1570577510922344,0.8436443933433594,0.018592223324517473,4.318072776205319e-09
258,129,0.5,axis_edge_parallel,True,0.945752294363037,0.3931763366356209,2.281520506197609e-05,0.1721638041918479,0.6588818864565622,0.02972952493669726,5.297720892487339e-09
259,129,0.5,axis_edge_orthogonal,True,0.9464007279246662,0.3952367681021559,3.253525105768007e-05,0.1399100805715213,0.6981425737091354,0.02328356825898755,7.572220227577739e-09
260,130,1.0,axis_edge_parallel,True,0.9377596560957222,0.371606363726618,2.3589214900238908e-05,0.1555792797872612,0.4275655189599863,0.02777001177393442,2.599556655774812e-09
261,130,1.0,axis_edge_orthogonal,True,0.9434545067354084,0.3817575253137519,3.4769381343185144e-05,0.1352973605234962,0.478412800639145,0.027995840497259478,3.944177923555502e-09
262,131,2.0,axis_edge_parallel,True,0.9387482259464532,0.3643112518186852,3.989236616660359e-05,0.2129356342531749,0.5879182749333559,0.013805170979578979,2.513798366768074e-09
263,131,2.0,axis_edge_orthogonal,True,0.9339227451076966,0.3515879818980159,5.8846003498991046e-05,0.1879577621616632,0.6589959333139344,0.023149852232193922,3.168704914650928e-09
264,132,0.5,axis_edge_parallel,True,0.8975341456071279,0.5228496800924743,6.690581797491686e-06,0.2079522188698342,0.6723740199113645,0.0158195225211518,1.7596980460011838e-09
265,132,0.5,axis_edge_orthogonal,True,0.9061476943862532,0.5427982001371381,1.927634636577177e-05,0.2238822864780792,1.2283816019857032,0.015086351047763647,7.407296575949521e-10
266,133,1.0,axis_edge_parallel,True,0.8494090302461104,0.4193557883141112,1.3820408450267356e-05,0.2817859894716606,0.4903610628471097,0.019173852172468874,7.710421009881052e-10
267,133,1.0,axis_edge_orthogonal,True,0.8438224682065306,0.4078625513396307,4.096301663919446e-05,0.2647844558675541,0.823215971393713,0.013375319144952501,3.637844365982817e-10
268,134,2.0,axis_edge_parallel,True,0.8317968826963699,0.3838190458772349,2.1013758262859345e-05,0.3308017113176361,0.6169677122598802,0.013959979426889325,6.437032394350846e-10
269,134,2.0,axis_edge_orthogonal,False,0.8250990626561608,0.3710629330365627,6.232126578186788e-05,0.3156278794268349,1.0388992507936137,0.010369662049957293,4.1570004146890433e-10
270,135,0.5,axis_edge_parallel,True,0.9521670912287252,0.4465340928176353,2.447155009448191e-05,0.1990785700994286,0.924564238190127,0.01977635240121042,5.261923643943328e-10
271,135,0.5,axis_edge_orthogonal,True,0.954036515917042,0.4701349677105202,4.142520539056484e-05,0.1711680657961772,1.0843778036828595,0.013468518517701523,6.182814643831829e-10
272,136,1.0,axis_edge_parallel,True,0.920529904959911,0.3952623838509188,4.377485664957567e-05,0.1945341164079778,0.6769467927343625,0.035178039196833606,8.114782499261457e-11
273,136,1.0,axis_edge_orthogonal,False,0.8820437982124869,0.3249491692403078,6.664280153942617e-05,0.1885727048132566,0.8185444487099829,0.028767375215987115,8.055899061518981e-11
274,137,2.0,axis_edge_parallel,False,0.8551894349645176,0.3001374910345223,6.246261861112992e-05,0.1259968133904832,0.5881338193620282,0.013444601813883407,2.3039297188286758e-10
275,137,2.0,axis_edge_orthogonal,False,0.7474477730958355,0.1325799142063168,0.0001090035486981,0.1279350083432263,0.7829412516858691,0.010478731138673982,9.364671294505171e-11
276,138,0.5,axis_edge_parallel,True,0.8104524699274273,0.4293668355093011,1.7154911521002503e-05,0.5002508287354686,1.7864485130316,0.005931663951371858,8.670637862536405e-11
277,138,0.5,axis_edge_orthogonal,True,0.8099878818466233,0.4286748275061207,3.383986865314584e-05,0.4588976332063376,2.309516578924315,0.005309211275785056,1.1383426650130594e-10
278,139,1.0,axis_edge_parallel,True,0.7478218623336469,0.3400714157153179,3.696960837325159e-05,0.2211640428975262,0.6408111947382483,0.009912399661144477,9.455464797450774e-11
279,139,1.0,axis_edge_orthogonal,True,0.7491374929640015,0.3418976426512362,6.405215403460011e-05,0.2114923693616249,0.8151368039446629,0.009924564609549389,8.211692852408333e-11
280,140,2.0,axis_edge_parallel,False,0.6682662988335462,0.233840654608768,4.172474202590891e-05,0.4524753458349722,1.1268779438189265,0.006549768031398607,8.550911830478004e-11
281,140,2.0,axis_edge_orthogonal,True,0.7074757737910371,0.2857039944469299,6.989337852079612e-05,0.4444889618893937,1.4342625946061969,0.004810397858478802,7.78885995732032e-11
282,141,0.5,axis_edge_parallel,False,0.8247512322888922,0.298203386510846,2.5115558175963447e-05,0.3294208569260369,1.5335764702086012,0.021165648673924762,2.4573178700637808e-09
283,141,0.5,axis_edge_orthogonal,False,0.794980165867851,0.2720338398132175,4.116863343359199e-05,0.2821601645319649,1.749625078095023,0.0097545628534315,1.1885506313353728e-09
284,142,1.0,axis_edge_parallel,False,0.8445030303032904,0.3176959155174407,5.7133307954709446e-05,0.2911479159775022,0.9969094025012036,0.014357663613322495,3.922086413480108e-09
285,142,1.0,axis_edge_orthogonal,False,0.7689554391906988,0.2537087632559486,6.629963135809858e-05,0.2727464801302144,1.0208299091787667,0.012677882761032246,5.533573424554461e-09
286,143,2.0,axis_edge_parallel,False,0.798041883273143,0.2638206360369639,8.911989158862481e-05,0.1487486083263641,0.6370595784125309,0.01148712025740834,1.2693138936112958e-08
287,143,2.0,axis_edge_orthogonal,False,0.727676562644452,0.2142148846713739,0.0001060445528122,0.1411140940357652,0.6678605037698011,0.019823824613649593,9.841816133813536e-09
288,144,0.5,axis_edge_parallel,False,0.9311567280002956,0.3642285392954614,2.2700233338241235e-05,0.3534792272124392,1.7214339496874782,0.007064494332653198,3.672453980316082e-10
289,144,0.5,axis_edge_orthogonal,False,0.9333581686347076,0.375061426185309,4.444504425589328e-05,0.2847011224797496,2.0557334609928968,0.007684483510633282,2.720110637641702e-10
290,145,1.0,axis_edge_parallel,False,0.8667640408496046,0.2205895497495138,3.520992630806584e-05,0.1845323117428288,0.6083594045230672,0.025970790280489573,1.5247413036259032e-10
291,145,1.0,axis_edge_orthogonal,False,0.9094605988410596,0.285791405889282,5.650810387507082e-05,0.1628009838155283,0.7236590846193156,0.018019011970917986,2.64127521065467e-10
292,146,2.0,axis_edge_parallel,False,0.74875597408706,0.0878375808024879,5.8786309341090845e-05,0.3248480828511987,1.0674480231328745,0.005900736112467692,4.858013108129892e-10
293,146,2.0,axis_edge_orthogonal,False,0.8374547127723381,0.1739557774922148,8.870927668650909e-05,0.3221443962030657,1.303710786731895,0.007292185134760622,4.07690204052125e-10
294,147,0.5,axis_edge_parallel,True,0.8562652395915267,0.5783102725726494,5.796974278673704e-06,0.3808641788170201,0.7887602805429121,0.007379232184315271,1.998977271014914e-08
295,147,0.5,axis_edge_orthogonal,True,0.8792861112866195,0.6186939930917666,2.154575829471308e-05,0.3661166810316473,1.4789861259038162,0.004219900399608945,1.0651701350149892e-08
296,148,1.0,axis_edge_parallel,True,0.828062484231214,0.5297856335430766,8.528347726207254e-06,0.2203928661007137,0.3529696451291562,0.0166870584520988,5.656566887907334e-09
297,148,1.0,axis_edge_orthogonal,True,0.8509981425256272,0.5730298180053678,2.747298041703272e-05,0.2025198467987599,0.6024326257796433,0.01359910502507936,5.3920620686419365e-09
298,149,2.0,axis_edge_parallel,True,0.8614628858346622,0.5844406642109969,1.3753790442889264e-05,0.3089523496380105,0.4966237661784961,0.011190563956129978,2.723094242146804e-09
299,149,2.0,axis_edge_orthogonal,True,0.8516599013866074,0.573594632398318,4.692300822149562e-05,0.2615194485368267,0.8254789652656391,0.009123424878910708,3.5856485226829185e-09
300,150,0.5,axis_edge_parallel,True,0.9105615168590844,0.3517061414529021,3.069898626341342e-05,0.3661304059394246,1.7276086181877837,0.004127858125536599,7.159595798147938e-10
301,150,0.5,axis_edge_orthogonal,True,0.9118574549107612,0.355433548412668,6.837424604203108e-05,0.3042891374859984,2.243708691149679,0.005392208301105875,5.720593442556159e-10
302,151,1.0,axis_edge_parallel,True,0.9122007260711716,0.3537837720998079,3.1712516394029273e-05,0.1104713397915378,0.3502959486497117,0.040511261211531514,4.668195283175386e-10
303,151,1.0,axis_edge_orthogonal,True,0.9254979985249508,0.4111613285198589,7.023838074594149e-05,0.0818025664735677,0.4468405179192688,0.0369651554293213,5.152874875496665e-10
304,152,2.0,axis_edge_parallel,True,0.916659230327189,0.3661213646137158,3.675753507325896e-05,0.3251212523246192,0.834472643043364,0.008174522298155578,3.5491268531221993e-10
305,152,2.0,axis_edge_orthogonal,True,0.9194619495775956,0.3770707084092477,8.43203583578114e-05,0.2975429066550321,1.194293365458455,0.006428447456272476,2.878612886131197e-10
306,153,0.5,axis_edge_parallel,True,0.8693268862786473,0.3178151371774761,3.2984613408828514e-05,0.1515483440645026,0.7386100470037203,0.01589148432737238,8.389538040573041e-09
307,153,0.5,axis_edge_orthogonal,True,0.8687597318463519,0.3177089331294279,4.365711425477366e-05,0.1442773640584386,0.8262339119666164,0.023529245996985765,9.122254506654245e-09
308,154,1.0,axis_edge_parallel,False,0.8600665292497156,0.2929611192074954,4.6306595457226224e-05,0.204219807777946,0.728706271202129,0.009012066241985448,1.9048416052185107e-09
309,154,1.0,axis_edge_orthogonal,False,0.8569700548966074,0.2846098276084692,6.057923518930778e-05,0.2118017211652477,0.8529586539551356,0.010574065944878848,1.5594076227987681e-09
310,155,2.0,axis_edge_parallel,False,0.8578628280311803,0.2816900196119775,5.87802573685722e-05,0.2712678243762489,0.8839778064103556,0.007374407531986691,3.943208822161799e-09
311,155,2.0,axis_edge_orthogonal,False,0.8576680453650201,0.2827278524901845,8.510167542736453e-05,0.2469613227306228,0.9915185941886934,0.020806481352928875,3.067395264144187e-09
