run_slug,run_label,n,image_accuracy,mean_feature_cosine,mean_true_mass,median_N_eff_fraction
native_scale_conditioned,native scale-cond k10/ridge0.01,32,0.9375,0.9412606647922059,0.5090445151354991,0.5989232547331078
k10_ridge0p1,k=10 ridge=0.1,32,0.90625,0.9412445932414134,0.5110298333076342,0.6028069785689024
k5_ridge0p1,k=5 ridge=0.1,32,0.90625,0.9409821833645795,0.5102496279356817,0.608493526642185
k5_ridge0p01,k=5 ridge=0.01,32,0.9375,0.9407857012678197,0.509411371566445,0.622326460143291
k20_ridge0p1,k=20 ridge=0.1,32,0.9375,0.9396297784451685,0.505611751250461,0.6063975892450375
