table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,n_candidates,n_trajectories,n_timebins,n_units,basis_dim,ridge,alpha,process_var,observation_var_floor,trajectory_initial_position,trajectory_initial_position_var,optimizer_max_iter,quadratic_continuation_scales,observation_continuation_scales,observer_mode,latent,image_correct,true_rank,true_margin,candidate_posterior_true_mass,candidate_posterior_entropy,candidate_posterior_N_eff,candidate_posterior_N_eff_fraction,pred_candidate_index_local,true_candidate_index_local,pred_candidate_id,true_candidate_id,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm,map_feature_cosine,map_feature_mse,map_feature_rmse
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",zero,pyramid_local_field,False,3.0,-0.47224503514360094,0.216478538428263,1.3000578597288563,3.4642815302126446,0.8660703825531612,1,0,source_row:9427,source_row:25,0.28613467539691434,-0.28613467539691434,0.5349155778222525,29.648030673542564,0.8446510236346856,55.35716385314352,45.834150316674005,0.7413606378765814,0.5354190394629591,0.731723335327608
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",joint,pyramid_local_field,True,1.0,0.13206000584409594,0.37544542556411054,1.2652073943054094,3.3070331267589723,0.8267582816897431,0,0,source_row:25,source_row:25,0.17346011686154172,-0.17346011686154172,0.41648543415291456,23.083965842087363,0.9109887493744887,55.35716385314352,47.021832704464565,1.0,0.0,0.0
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",best_single_tau,pyramid_local_field,True,1.0,0.23052935388284368,0.3829331828919398,1.2657297517781678,3.3189963711621258,0.8297490927905314,0,0,source_row:25,source_row:25,0.17224415774128174,-0.17224415774128174,0.4150230809741571,23.002914001952394,0.9119676405183758,55.35716385314352,46.830604839861564,1.0,0.0,0.0
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",linear_continuous,pyramid_local_field,False,3.0,-7.230278138435953,0.0007078815320027787,0.11149825249553712,1.0464514092006405,0.2616128523001601,1,0,source_row:9427,source_row:25,0.5224804848292554,-0.5224804848292554,0.7228281156881319,40.0632006883558,0.7444593924373188,55.35716385314352,56.67092172479477,0.7413606378765814,0.5354190394629591,0.731723335327608
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_profile,pyramid_local_field,True,1.0,1.8691596299017963,0.8663346321803941,0.39358129360134075,1.3014157001607078,0.32535392504017696,0,0,source_row:25,source_row:25,0.009563690954321758,-0.009563690954321758,0.09779412535690352,5.420300601597336,0.9954398810056027,55.35716385314352,53.88195196619718,1.0,0.0,0.0
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_poisson,pyramid_local_field,True,1.0,0.07102582662076884,0.33841030023923685,1.273697347732639,3.3933038241202547,0.8483259560300637,0,0,source_row:25,source_row:25,0.20049731021988051,-0.20049731021988051,0.44776926002114137,24.81789146957237,0.8955357167133197,55.35716385314352,46.55354044573968,1.0,0.0,0.0
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",known,pyramid_local_field,True,1.0,0.45850332961396134,0.5061672402740972,1.1017022837897752,2.6388035900431803,0.6597008975107951,0,0,source_row:25,source_row:25,0.10617092786059047,-0.10617092786059047,0.32583880656022307,18.059819777277234,0.9473332630372717,55.35716385314352,48.99616654861437,1.0,0.0,0.0
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",zero,pyramid_local_field,False,3.0,-0.47224503514360094,0.216478538428263,1.3000578597288563,3.4642815302126446,0.8660703825531612,1,0,source_row:9427,source_row:25,0.28613467539691434,-0.28613467539691434,0.5349155778222525,29.648030673542564,0.8446510236346856,55.35716385314352,45.834150316674005,0.7413606378765814,0.5354190394629591,0.731723335327608
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",joint,pyramid_local_field,True,1.0,0.13135545447744335,0.39305224805098105,1.2038265383694742,3.09724565752339,0.7743114143808475,0,0,source_row:25,source_row:25,0.16273233247929694,-0.16273233247929694,0.40340095745956894,22.35875053254095,0.9164714136823083,55.35716385314352,47.67358102274425,1.0,0.0,0.0
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",best_single_tau,pyramid_local_field,True,1.0,0.2205910861048892,0.4028580543208411,1.2356755420745804,3.177280965610773,0.7943202414026932,0,0,source_row:25,source_row:25,0.15795015960945644,-0.15795015960945644,0.39742943978706013,22.027775428314367,0.9196560379506352,55.35716385314352,47.36137019988892,1.0,0.0,0.0
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",linear_continuous,pyramid_local_field,False,2.0,-4.124669442653445,0.015844681563728227,0.10852204737999306,1.0410440336765079,0.26026100841912697,1,0,source_row:9427,source_row:25,0.5162266637516412,-0.5162266637516412,0.7184891535379231,39.82271099567484,0.748800898106238,55.35716385314352,56.93242023632852,0.7413606378765814,0.5354190394629591,0.731723335327608
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_profile,pyramid_local_field,False,2.0,-0.29023024976042855,0.4279284442895381,0.6831880671423529,1.9594869097216476,0.4898717274304119,1,0,source_row:9427,source_row:25,0.17520974956500945,-0.17520974956500945,0.4185806368730038,23.200093764114598,0.9090396358575182,55.35716385314352,52.795306949419725,0.7413606378765814,0.5354190394629591,0.731723335327608
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_poisson,pyramid_local_field,True,1.0,0.06350005683140125,0.3370241123190226,1.2738732465321676,3.394431736288637,0.8486079340721593,0,0,source_row:25,source_row:25,0.20126604646692847,-0.20126604646692847,0.44862684545948484,24.865423679205716,0.8950787832902624,55.35716385314352,46.552462829746304,1.0,0.0,0.0
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",known,pyramid_local_field,True,1.0,0.45850332961396134,0.5061672402740972,1.1017022837897752,2.6388035900431803,0.6597008975107951,0,0,source_row:25,source_row:25,0.10617092786059047,-0.10617092786059047,0.32583880656022307,18.059819777277234,0.9473332630372717,55.35716385314352,48.99616654861437,1.0,0.0,0.0
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",zero,pyramid_local_field,False,4.0,-3.6006411624255747,0.012441383640783675,1.0735019260021232,2.689351142685115,0.6723377856712788,3,0,source_row:11021,source_row:25,0.6336771234247979,-0.6336771234247979,0.7960383931851515,44.12092613670954,0.633743942036874,55.35716385314352,45.712695642509196,0.4124758489174986,1.2246927448888103,1.1066583686435532
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",joint,pyramid_local_field,True,1.0,0.18964979888573907,0.3722498263742985,1.2604598173376198,3.317005660321086,0.8292514150802714,0,0,source_row:25,source_row:25,0.17893884155058434,-0.17893884155058434,0.4230116328785585,23.44568449082677,0.9080192385566996,55.35716385314352,46.81690205959959,1.0,0.0,0.0
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",best_single_tau,pyramid_local_field,True,1.0,0.2704393984897706,0.41003587802925023,1.2323688654438998,3.164131310620042,0.7910328276550105,0,0,source_row:25,source_row:25,0.15492986509373166,-0.15492986509373166,0.39361131220244633,21.816153317391766,0.9214628507444084,55.35716385314352,47.33462938241662,1.0,0.0,0.0
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",linear_continuous,pyramid_local_field,False,4.0,-38.986919773327344,1.1697543308171562e-17,0.0021821233595214714,1.0004661632330285,0.2501165408082571,2,0,source_row:9142,source_row:25,0.8625023216628968,-0.8625023216628968,0.9287100309907806,51.47433469359676,0.5452054142893874,55.35716385314352,52.454009977315096,0.5450920735126369,0.8627886600790683,0.9288641774118906
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_profile,pyramid_local_field,False,3.0,-3.7922514207034297,0.014973824117651252,0.6994305858130957,1.837214031913516,0.459303507978379,1,0,source_row:9427,source_row:25,0.43083287788130775,-0.43083287788130775,0.6563786086408573,36.38019517335466,0.7658450291446365,55.35716385314352,49.90765005283177,0.7413606378765814,0.5354190394629591,0.731723335327608
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_poisson,pyramid_local_field,False,3.0,-0.4269101910326185,0.2391049002425709,1.3036444981279993,3.485135917878183,0.8712839794695457,2,0,source_row:9142,source_row:25,0.28316040979525,-0.28316040979525,0.5321281892507199,29.49353791749996,0.8465921740958544,55.35716385314352,45.5322941813681,0.5450920735126369,0.8627886600790683,0.9288641774118906
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",known,pyramid_local_field,True,1.0,0.4901839647392876,0.5046719455471399,1.1036137154591994,2.663169460854625,0.6657923652136563,0,0,source_row:25,source_row:25,0.10722859712246137,-0.10722859712246137,0.3274577791448256,18.1495523460002,0.946932517261144,55.35716385314352,48.842560558043154,1.0,0.0,0.0
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",zero,pyramid_local_field,False,4.0,-3.6006411624255747,0.012441383640783675,1.0735019260021232,2.689351142685115,0.6723377856712788,3,0,source_row:11021,source_row:25,0.6336771234247979,-0.6336771234247979,0.7960383931851515,44.12092613670954,0.633743942036874,55.35716385314352,45.712695642509196,0.4124758489174986,1.2246927448888103,1.1066583686435532
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",joint,pyramid_local_field,False,2.0,-0.01637233322355769,0.330428503934232,1.254988351629615,3.3252237596839334,0.8313059399209833,1,0,source_row:9427,source_row:25,0.20325715021013593,-0.20325715021013593,0.4508404930905563,24.988116484551963,0.8936262079165979,55.35716385314352,46.79765942836126,0.7413606378765814,0.5354190394629591,0.731723335327608
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",best_single_tau,pyramid_local_field,True,1.0,0.24002754216542144,0.37819658156265884,1.2514860976097892,3.2864205847371624,0.8216051461842906,0,0,source_row:25,source_row:25,0.1772543909107707,-0.1772543909107707,0.4210159033941244,23.335069935140275,0.9090232876181977,55.35716385314352,46.81267279619903,1.0,0.0,0.0
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",linear_continuous,pyramid_local_field,False,3.0,-19.911416759730557,2.1850530206530994e-09,0.13389738070362733,1.0612821638473668,0.2653205409618417,2,0,source_row:9142,source_row:25,0.8270157802514077,-0.8270157802514077,0.9094040797420075,50.40429026315443,0.5595295032707852,55.35716385314352,51.84412406386987,0.5450920735126369,0.8627886600790683,0.9288641774118906
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_profile,pyramid_local_field,False,3.0,-4.143061378632421,0.014440784426858769,0.342915133271576,1.199728764697534,0.2999321911743835,1,0,source_row:9427,source_row:25,0.48232370617056847,-0.48232370617056847,0.6944952888037244,38.49283602640868,0.7566905580548875,55.35716385314352,54.99960296149535,0.7413606378765814,0.5354190394629591,0.731723335327608
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_poisson,pyramid_local_field,False,3.0,-0.253560371278013,0.271045642328584,1.2941377105036165,3.467387324599504,0.866846831149876,2,0,source_row:9142,source_row:25,0.25688558191277827,-0.25688558191277827,0.5068388125556076,28.09185838701411,0.862394220883403,55.35716385314352,45.786316205586346,0.5450920735126369,0.8627886600790683,0.9288641774118906
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",known,pyramid_local_field,True,1.0,0.4901839647392876,0.5046719455471399,1.1036137154591994,2.663169460854625,0.6657923652136563,0,0,source_row:25,source_row:25,0.10722859712246137,-0.10722859712246137,0.3274577791448256,18.1495523460002,0.946932517261144,55.35716385314352,48.842560558043154,1.0,0.0,0.0
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",zero,pyramid_local_field,False,4.0,-10.071759063564741,3.7398289112434944e-05,0.4001013072318432,1.260024708557097,0.31500617713927426,3,0,source_row:11021,source_row:25,1.0687609463767147,-1.0687609463767147,1.0338089506174315,57.29950808924338,0.45319087219728366,55.35716385314352,54.21112722888615,0.4124758489174986,1.2246927448888103,1.1066583686435532
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",joint,pyramid_local_field,False,3.0,-0.5056345907526065,0.23942941942192286,1.1420721249327745,2.9754323272077388,0.7438580818019347,2,0,source_row:9142,source_row:25,0.27914689019417177,-0.27914689019417177,0.5283435342598334,29.283771046033255,0.8486269226418334,55.35716385314352,46.84857366593143,0.5450920735126369,0.8627886600790683,0.9288641774118906
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",best_single_tau,pyramid_local_field,False,3.0,-0.4414469924191735,0.24825368840249826,1.1254065611864243,2.9620751231869558,0.7405187807967389,2,0,source_row:9142,source_row:25,0.2705798155929332,-0.2705798155929332,0.5201728708736483,28.830906914307963,0.8536795243584162,55.35716385314352,47.02092544895285,0.5450920735126369,0.8627886600790683,0.9288641774118906
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",linear_continuous,pyramid_local_field,False,3.0,-73.28260400875712,1.4792518727753015e-32,0.049206850807214465,1.0172375866955539,0.25430939667388847,2,0,source_row:9142,source_row:25,0.852351866297779,-0.852351866297779,0.9232290432486291,51.17054751775456,0.5492461676656963,55.35716385314352,52.27834124762653,0.5450920735126369,0.8627886600790683,0.9288641774118906
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_profile,pyramid_local_field,False,3.0,-20.407945380782962,1.3706984651110109e-09,3.3834868640719834e-07,1.0000000353873024,0.2500000088468256,2,0,source_row:9142,source_row:25,0.8627886376531365,-0.8627886376531365,0.9288641653401947,51.48287768637681,0.5450920824686379,55.35716385314352,52.458978132825,0.5450920735126369,0.8627886600790683,0.9288641774118906
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",quadratic_poisson,pyramid_local_field,False,3.0,-1.4832438572660749,0.13861774003015565,1.0602918385277236,2.31395451087177,0.5784886277179425,2,0,source_row:9142,source_row:25,0.44831951126335245,-0.44831951126335245,0.6695666593128368,37.111151135487816,0.7474489869933486,55.35716385314352,46.36159477985023,0.5450920735126369,0.8627886600790683,0.9288641774118906
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,4,16,40,756,10,0.01,0.92,0.001,1e-06,inferred,0.0001,80,"0,0.25,0.5,1","4,2,1,1",known,pyramid_local_field,True,1.0,0.644002530185503,0.5414408862121879,1.0542710882133128,2.509666688667204,0.627416672166801,0,0,source_row:25,source_row:25,0.09245384021882819,-0.09245384021882819,0.3040622308324863,16.852839438867274,0.954869036999682,55.35716385314352,49.162930846571314,1.0,0.0,0.0
