observer_mode,prior_scale,n,image_accuracy,mean_feature_cosine,median_feature_cosine,mean_map_feature_cosine,mean_true_mass,median_N_eff_fraction
zero,2.0,64,0.4375,0.792432256759216,0.8598787044798435,0.7751586179681359,0.34434826315950173,0.4059777249321975
joint,2.0,64,0.703125,0.9150470396044753,0.9444037853795285,0.9246659182097764,0.4749066443326014,0.6927795550412978
best_single_tau,2.0,64,0.703125,0.9137889337980133,0.9384948497539132,0.9076575226438941,0.4698690117128618,0.6686893287571571
linear_continuous,2.0,64,0.25,0.7051157680063247,0.6056060238979702,0.7048733076594126,0.2477641069473873,0.25
quadratic_profile,2.0,64,0.421875,0.7985113239296057,0.8730429781246472,0.7965107748098162,0.38154537579230624,0.2500008038658904
quadratic_poisson,2.0,64,0.546875,0.8962556857850563,0.9153468221101501,0.848655915719121,0.4132253890105966,0.8098913706509923
known,2.0,64,1.0,0.9664130858901658,0.9749232282138822,1.0,0.6354099598607017,0.5313311862219139
