table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,observation_scale,axis_catalog_mode,n_candidates,n_prior_trajectories,n_timebins,n_units,true_candidate_index,true_source_row,true_candidate_id,observer_mode,observer_label,train_bank,test_input,latent,feature_space_mode,feature_fit_scope,feature_preprocessing,feature_whitened,feature_weighted,feature_variance_fraction,fold,n_train_samples,n_fit_sources,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,0,26,128,1.3894376721967046,-1.3894376721967046,1.1787441080220527,3.3339918082643267,0.6582323810366866,3.7174380186666656,4.259025800980396
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,0,26,128,1.3894376721967046,-1.3894376721967046,1.1787441080220527,3.3339918082643267,0.6582323810366866,3.7174380186666656,4.259025800980396
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,0,26,128,1.3894376721967046,-1.3894376721967046,1.1787441080220527,3.3339918082643267,0.6582323810366866,3.7174380186666656,4.259025800980396
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,1.1468181823709607,-1.1468181823709607,1.0708959717782864,3.028951214359136,0.5969941117590994,3.7450527473161146,1.8513102422804835
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,1.1468181823709607,-1.1468181823709607,1.0708959717782864,3.028951214359136,0.5969941117590994,3.7450527473161146,1.8513102422804835
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,480,128,2.512487815459694,-2.512487815459694,1.585082904916867,4.483291483238353,-0.07654598154020857,3.7450527473161146,2.1945933212777304
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,480,128,2.512487815459694,-2.512487815459694,1.585082904916867,4.483291483238353,-0.07654598154020857,3.7450527473161146,2.1945933212777304
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,3.0520008620437613,-3.0520008620437613,1.746997670875311,4.9412555991721465,-0.04786832583144614,3.7450527473161146,3.0491550303455304
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,3.0520008620437613,-3.0520008620437613,1.746997670875311,4.9412555991721465,-0.04786832583144614,3.7450527473161146,3.0491550303455304
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,233.79935021059813,-233.79935021059813,15.290498690709802,43.2480612476997,-0.4621007897710051,3.7450527473161146,41.38975521752332
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,233.79935021059813,-233.79935021059813,15.290498690709802,43.2480612476997,-0.4621007897710051,3.7450527473161146,41.38975521752332
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,1.6865396114878721,-1.6865396114878721,1.298668399356769,3.673188926791403,0.6178675086979123,3.7450527473161146,4.509679729060206
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.40020061763128495,1,30,128,1.6865396114878721,-1.6865396114878721,1.298668399356769,3.673188926791403,0.6178675086979123,3.7450527473161146,4.509679729060206
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,6.291754848118124,-6.291754848118124,2.508337068282117,7.094648601935475,0.7753107045696113,2.3392699273037496,8.752769118966066
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,6.291754848118124,-6.291754848118124,2.508337068282117,7.094648601935475,0.7753107045696113,2.3392699273037496,8.752769118966066
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,0.4841591903548817,-0.4841591903548817,0.6958154858544625,1.9680633940092107,0.7580211013755717,2.3392699273037496,3.016350953203373
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,0.4841591903548817,-0.4841591903548817,0.6958154858544625,1.9680633940092107,0.7580211013755717,2.3392699273037496,3.016350953203373
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,2.2068565845051333,-2.2068565845051333,1.485549253476684,4.201767803679907,-0.6380007170095879,2.3392699273037496,2.30360699971986
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,2.2068565845051333,-2.2068565845051333,1.485549253476684,4.201767803679907,-0.6380007170095879,2.3392699273037496,2.30360699971986
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,416,127,1.271337105281359,-1.271337105281359,1.1275358554304864,3.189152997623487,0.18255053199612675,2.3392699273037496,2.6363045129817366
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,416,127,1.271337105281359,-1.271337105281359,1.1275358554304864,3.189152997623487,0.18255053199612675,2.3392699273037496,2.6363045129817366
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,416,127,0.70407806263891,-0.70407806263891,0.8390935958752814,2.373315086774464,0.28487636721543674,2.3392699273037496,1.4439201089749545
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,416,127,0.70407806263891,-0.70407806263891,0.8390935958752814,2.373315086774464,0.28487636721543674,2.3392699273037496,1.4439201089749545
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,416,127,2.0212088659105496,-2.0212088659105496,1.4216922542908326,4.021152935077748,0.19477520357546058,2.3392699273037496,3.7579169623696695
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,416,127,2.0212088659105496,-2.0212088659105496,1.4216922542908326,4.021152935077748,0.19477520357546058,2.3392699273037496,3.7579169623696695
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.4243900083368124,-1.4243900083368124,1.1934781138909973,3.37566587012022,0.12466045748612034,2.3392699273037496,2.742731606010043
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.4243900083368124,-1.4243900083368124,1.1934781138909973,3.37566587012022,0.12466045748612034,2.3392699273037496,2.742731606010043
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,0.8039249081905988,-0.8039249081905988,0.8966185968351308,2.5360203598403523,0.2047109867279966,2.3392699273037496,1.5690742481063458
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,0.8039249081905988,-0.8039249081905988,0.8966185968351308,2.5360203598403523,0.2047109867279966,2.3392699273037496,1.5690742481063458
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,3.5498895421279584,-3.5498895421279584,1.8841150554379524,5.3290821289433765,0.19484007823913915,2.3392699273037496,5.2656350069215705
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,3.5498895421279584,-3.5498895421279584,1.8841150554379524,5.3290821289433765,0.19484007823913915,2.3392699273037496,5.2656350069215705
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,5.720174028015741,-5.720174028015741,2.391688530727975,6.764716714255367,0.693867806785943,2.3392699273037496,8.1747702417759
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,5.720174028015741,-5.720174028015741,2.391688530727975,6.764716714255367,0.693867806785943,2.3392699273037496,8.1747702417759
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,17.550737244103857,-17.550737244103857,4.1893600041180346,11.849299470974257,0.27835342024317916,2.3392699273037496,12.285476700649001
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,17.550737244103857,-17.550737244103857,4.1893600041180346,11.849299470974257,0.27835342024317916,2.3392699273037496,12.285476700649001
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,177.1090364488297,-177.1090364488297,13.308231905434685,37.64136410374414,-0.12920714027937455,2.3392699273037496,37.26757079691449
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,177.1090364488297,-177.1090364488297,13.308231905434685,37.64136410374414,-0.12920714027937455,2.3392699273037496,37.26757079691449
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.049160012098521,-1.049160012098521,1.0242851224627452,2.897115823847601,0.7548866116291052,2.3392699273037496,4.223410967675767
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.049160012098521,-1.049160012098521,1.0242851224627452,2.897115823847601,0.7548866116291052,2.3392699273037496,4.223410967675767
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.049160012098521,-1.049160012098521,1.0242851224627452,2.897115823847601,0.7548866116291052,2.3392699273037496,4.223410967675767
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.049160012098521,-1.049160012098521,1.0242851224627452,2.897115823847601,0.7548866116291052,2.3392699273037496,4.223410967675767
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.049160012098521,-1.049160012098521,1.0242851224627452,2.897115823847601,0.7548866116291052,2.3392699273037496,4.223410967675767
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.40198403445984127,0,26,127,1.049160012098521,-1.049160012098521,1.0242851224627452,2.897115823847601,0.7548866116291052,2.3392699273037496,4.223410967675767
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,0.9385522012491879,-0.9385522012491879,0.9687890385678338,2.7401491948420444,0.5690265241807487,3.3303190683527126,1.8024727490688648
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,0.9385522012491879,-0.9385522012491879,0.9687890385678338,2.7401491948420444,0.5690265241807487,3.3303190683527126,1.8024727490688648
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,480,127,2.2208806685757185,-2.2208806685757185,1.490261946295254,4.215097311878547,-0.1304871486027267,3.3303190683527126,2.1855250871645526
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,480,127,2.2208806685757185,-2.2208806685757185,1.490261946295254,4.215097311878547,-0.1304871486027267,3.3303190683527126,2.1855250871645526
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,2.8132328457578484,-2.8132328457578484,1.6772694612845749,4.744034439805722,-0.1125803168283698,3.3303190683527126,3.0243964035757815
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,2.8132328457578484,-2.8132328457578484,1.6772694612845749,4.744034439805722,-0.1125803168283698,3.3303190683527126,3.0243964035757815
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,228.93733311222692,-228.93733311222692,15.130675236493147,42.79601225462269,-0.4561762077384216,3.3303190683527126,41.17406168907306
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,228.93733311222692,-228.93733311222692,15.130675236493147,42.79601225462269,-0.4561762077384216,3.3303190683527126,41.17406168907306
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,1.7114324111668364,-1.7114324111668364,1.308217264511838,3.700197196006544,0.5665443842556543,3.3303190683527126,4.36877853804619
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,fold,centered,True,False,0.3990230435804969,1,30,127,1.7114324111668364,-1.7114324111668364,1.308217264511838,3.700197196006544,0.5665443842556543,3.3303190683527126,4.36877853804619
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.26795841605859516,0,26,127,3.4764580616202947,-3.4764580616202947,1.86452622980217,5.273676563173206,0.6983979301339316,2.298875268440312,6.615975088979259
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.26795841605859516,0,26,127,3.4764580616202947,-3.4764580616202947,1.86452622980217,5.273676563173206,0.6983979301339316,2.298875268440312,6.615975088979259
