b_emp_model_x_corr,b_emp_model_y_corr,centering_mode,cov_eye_xx,cov_eye_xy,cov_eye_yy,delta_2d,delta_over_ceiling_2d,delta_top1,emp_ceiling_2d,emp_ceiling_top1,failure_reason,global_matched_2d,history_key,image_id,matched_2d,matched_over_ceiling_2d,matched_top1,mean_eye_x,mean_eye_y,mean_rate,mixture_mode,model_fem_trace,model_j_norm,model_object,n_samples,predictor_mode,psth_amp,session,shuffled_2d,shuffled_top1,time_bin,transform_mode,valid,window_id,window_key,window_level
-0.15382845281281146,0.6955169561672692,current,59.9825750127816,13.174626047489879,66.87913401059922,0.08886656749945543,0.20694571204024143,-0.06424020498346675,0.4294197092722316,0.5470023966751384,,0.41701111571851046,,6,0.3990544953928778,0.9292877964758164,0.24460128381008625,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8434167409744924,0.2648754134567263,B_model,408,emp_xy,162.56554585701895,Allen_2022-02-16,0.31018792789342237,0.308841488793553,,xy,True,image_6,image_6,image_id
nan,nan,current,59.9825750127816,13.174626047489879,66.87913401059922,0.013980583145316472,0.03255692005616223,0.26706677805582857,0.4294197092722316,0.5470023966751384,,0.40008822063903055,,6,0.39904900407457533,0.9292750087108771,0.341307689127049,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8434167409744924,0.2648754134567263,FEM_PCs,408,emp_xy,162.56554585701895,Allen_2022-02-16,0.38506842092925886,0.07424091107122047,,xy,True,image_6,image_6,image_id
nan,nan,current,59.9825750127816,13.174626047489879,66.87913401059922,0.12121028263634756,0.2822652990049556,0.11901682880294492,0.4294197092722316,0.5470023966751384,,0.25402827235456643,,6,0.2255948271746103,0.5253480972192498,0.1926059245190831,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8434167409744924,0.2648754134567263,J_local,408,emp_xy,162.56554585701895,Allen_2022-02-16,0.10438454453826274,0.07358909571613817,,xy,True,image_6,image_6,image_id
-0.3979163187862248,0.4863432521428275,current,60.46462301791672,14.050611915799118,65.53582663384032,-0.14148857313082783,-0.40024313690131014,-0.1356494222991004,0.35350655660515506,0.40548501318539154,,0.26386601880108823,,7,0.15513056423826424,0.4388336265330871,0.16219810450820524,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.42226413475850066,0.4549487965525472,B_model,395,emp_xy,158.90543368974056,Allen_2022-02-16,0.29661913736909207,0.29784752680730564,,xy,True,image_7,image_7,image_id
nan,nan,current,60.46462301791672,14.050611915799118,65.53582663384032,0.03202002063618975,0.09057829349387182,0.06905204196424009,0.35350655660515506,0.40548501318539154,,0.30519079449733666,,7,0.3188416195562794,0.9019397620746415,0.5046763014546419,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.42226413475850066,0.4549487965525472,FEM_PCs,395,emp_xy,158.90543368974056,Allen_2022-02-16,0.2868215989200896,0.43562425949040184,,xy,True,image_7,image_7,image_id
nan,nan,current,60.46462301791672,14.050611915799118,65.53582663384032,-0.057235259450069326,-0.16190720760519745,-0.018783679721965957,0.35350655660515506,0.40548501318539154,,0.18039918400451088,,7,0.11087196719686526,0.313634825508208,0.14965663777105628,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.42226413475850066,0.4549487965525472,J_local,395,emp_xy,158.90543368974056,Allen_2022-02-16,0.1681072266469346,0.16844031749302224,,xy,True,image_7,image_7,image_id
0.19626859087287668,0.8217824271885952,current,58.10209679511407,7.142495677920117,69.81519697903849,0.08663386490140429,0.19813234957274473,0.410298281964966,0.43725249858603465,0.7148854619296613,,0.3526389089895526,,8,0.3777131500510394,0.8638330284503104,0.6538711491271375,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.45733758124406254,0.2954526004745355,B_model,380,emp_xy,175.132465974516,Allen_2022-02-16,0.2910792851496351,0.24357286716217155,,xy,True,image_8,image_8,image_id
nan,nan,current,58.10209679511407,7.142495677920117,69.81519697903849,0.09587894714004902,0.21927592741058674,0.3606115986174723,0.43725249858603465,0.7148854619296613,,0.40123626530806866,,8,0.4343856286590976,0.9934434452948632,0.714476643890505,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.45733758124406254,0.2954526004745355,FEM_PCs,380,emp_xy,175.132465974516,Allen_2022-02-16,0.33850668151904856,0.35386504527303275,,xy,True,image_8,image_8,image_id
nan,nan,current,58.10209679511407,7.142495677920117,69.81519697903849,-0.1816641094373047,-0.4154672872648208,-0.1615010165549728,0.43725249858603465,0.7148854619296613,,0.2105744502010976,,8,0.024829930954370482,0.05678625287371548,0.009500027954069458,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.45733758124406254,0.2954526004745355,J_local,380,emp_xy,175.132465974516,Allen_2022-02-16,0.20649404039167518,0.17100104450904224,,xy,True,image_8,image_8,image_id
-0.7303576267237075,0.16807527271948453,current,59.49428361993684,9.934604032891151,71.0115710812848,0.08124249372731485,0.1886250065168645,-0.11402599895024279,0.43070903072467837,0.6761935641901723,,0.359214421932788,,9,0.3880344700354713,0.9009202091318911,0.20400467924775323,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.0322129379914435,0.36293562695213255,B_model,360,emp_xy,178.75331298895134,Allen_2022-02-16,0.30679197630815647,0.318030678197996,,xy,True,image_9,image_9,image_id
nan,nan,current,59.49428361993684,9.934604032891151,71.0115710812848,0.09160400808649205,0.21268188394463447,-0.4738765834974127,0.43070903072467837,0.6761935641901723,,0.3957284376961734,,9,0.4218746427141551,0.979488732809574,0.00417012220459923,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.0322129379914435,0.36293562695213255,FEM_PCs,360,emp_xy,178.75331298895134,Allen_2022-02-16,0.33027063462766304,0.4780467057020119,,xy,True,image_9,image_9,image_id
nan,nan,current,59.49428361993684,9.934604032891151,71.0115710812848,-0.08636223295954606,-0.200511776626182,-0.1351314815459542,0.43070903072467837,0.6761935641901723,,0.28064325152454517,,9,0.1074774921171143,0.2495361936950354,0.10734357246441853,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.0322129379914435,0.36293562695213255,J_local,360,emp_xy,178.75331298895134,Allen_2022-02-16,0.19383972507666036,0.24247505401037273,,xy,True,image_9,image_9,image_id
-0.21516553841279787,-0.6910667542886363,current,59.9825750127816,13.174626047489879,66.87913401059922,0.10846405739798598,0.2525828578800163,-0.11926403967085247,0.4294197092722316,0.5470023966751384,,0.4160052257873026,,6,0.43776412315106406,1.0194318371948374,0.24614232432009603,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,2.0993494203134406,0.2648754134567263,B_model,408,emp_xy,162.56554585701895,Allen_2022-02-16,0.3293000657530781,0.3654063639909485,,x_negy,True,image_6,image_6,image_id
nan,nan,current,59.9825750127816,13.174626047489879,66.87913401059922,-0.0061418760765840075,-0.014302734466923015,-0.24909999983821124,0.4294197092722316,0.5470023966751384,,0.3678914822556848,,6,0.36262240136939006,0.8444475033154679,0.32148842146344,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,2.0993494203134406,0.2648754134567263,FEM_PCs,408,emp_xy,162.56554585701895,Allen_2022-02-16,0.36876427744597406,0.5705884213016512,,x_negy,True,image_6,image_6,image_id
nan,nan,current,59.9825750127816,13.174626047489879,66.87913401059922,0.12121028263634756,0.2822652990049556,0.11901682880294492,0.4294197092722316,0.5470023966751384,,0.25402827235456643,,6,0.2255948271746103,0.5253480972192498,0.1926059245190831,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,2.0993494203134406,0.2648754134567263,J_local,408,emp_xy,162.56554585701895,Allen_2022-02-16,0.10438454453826274,0.07358909571613817,,x_negy,True,image_6,image_6,image_id
-0.42247756346165144,-0.48811011554020367,current,60.46462301791672,14.050611915799118,65.53582663384032,-0.04768285363673794,-0.13488534440394195,-0.1316713575263841,0.35350655660515506,0.40548501318539154,,0.2760645877845087,,7,0.22546645386008676,0.637799920955692,0.20292977193342332,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5648651107169526,0.4549487965525472,B_model,395,emp_xy,158.90543368974056,Allen_2022-02-16,0.2731493074968247,0.3346011294598074,,x_negy,True,image_7,image_7,image_id
