contrast,lhs,rhs,prior_scale,mean_feature_cosine_delta,ci_low,ci_high,fraction_positive,n
continuous_tau_minus_zero_static,augmented_continuous_tau_interactions,zero_static,0.5,-0.23130529548159112,-0.40734234598174085,-0.016845886898851723,0.4375,16
continuous_tau_minus_zero_static,augmented_continuous_tau_interactions,zero_static,1.0,-0.3135845717047945,-0.4425385355202822,-0.13486744507572626,0.3125,16
continuous_tau_minus_zero_static,augmented_continuous_tau_interactions,zero_static,2.0,-0.25119655608399455,-0.44576634203995563,-0.09400908848305675,0.375,16
continuous_tau_minus_zero_static,augmented_continuous_tau_interactions,zero_static,all,-0.26536214109012674,-0.4080081484269547,-0.10902511383941543,0.375,48
continuous_tau_minus_observed_compact,augmented_continuous_tau_interactions,observed_compact,0.5,0.07707830176908412,-0.06329246549979722,0.3182145974037838,0.5,16
continuous_tau_minus_observed_compact,augmented_continuous_tau_interactions,observed_compact,1.0,-0.009131884714154326,-0.15968061108471682,0.16821424867344972,0.5,16
continuous_tau_minus_observed_compact,augmented_continuous_tau_interactions,observed_compact,2.0,0.054804656857548484,-0.08383174884746955,0.21525450986258976,0.5625,16
continuous_tau_minus_observed_compact,augmented_continuous_tau_interactions,observed_compact,all,0.04091702463749275,-0.09018801666266561,0.13082098248242596,0.5208333333333334,48
continuous_tau_minus_known_eye_model,augmented_continuous_tau_interactions,known_eye_model,0.5,-0.1431002237499161,-0.27749626989189563,0.008491454718722452,0.3125,16
continuous_tau_minus_known_eye_model,augmented_continuous_tau_interactions,known_eye_model,1.0,-0.23450709087594304,-0.48574790528365386,-0.01721261356060739,0.4375,16
continuous_tau_minus_known_eye_model,augmented_continuous_tau_interactions,known_eye_model,2.0,-0.18377260104217907,-0.48762299143375315,0.04666468951649867,0.375,16
continuous_tau_minus_known_eye_model,augmented_continuous_tau_interactions,known_eye_model,all,-0.18712663855601272,-0.258118160107419,-0.10035120809758091,0.375,48
true_tau_minus_zero_static,augmented_true_tau_interactions,zero_static,0.5,0.025384268771871887,-0.11119675261048163,0.23343008153326456,0.625,16
true_tau_minus_zero_static,augmented_true_tau_interactions,zero_static,1.0,0.06365285535667806,-0.14245262544184584,0.2236757242398591,0.625,16
true_tau_minus_zero_static,augmented_true_tau_interactions,zero_static,2.0,0.024342075000690883,-0.12187635556968404,0.17624815182639897,0.5,16
true_tau_minus_zero_static,augmented_true_tau_interactions,zero_static,all,0.0377930663764136,-0.057500634944319215,0.137703256327041,0.5833333333333334,48
true_tau_minus_continuous_tau,augmented_true_tau_interactions,augmented_continuous_tau_interactions,0.5,0.25668956425346307,0.15985022020253714,0.4993724267661364,0.5,16
true_tau_minus_continuous_tau,augmented_true_tau_interactions,augmented_continuous_tau_interactions,1.0,0.37723742706147256,0.257839154502718,0.5665518486562047,0.875,16
true_tau_minus_continuous_tau,augmented_true_tau_interactions,augmented_continuous_tau_interactions,2.0,0.27553863108468546,0.15410728175126526,0.383146150428593,0.9375,16
true_tau_minus_continuous_tau,augmented_true_tau_interactions,augmented_continuous_tau_interactions,all,0.3031552074665403,0.2441368222536896,0.4173110908629029,0.7708333333333334,48
