logmar,offset_x_deg,offset_y_deg,offset_x_arcmin,offset_y_arcmin,signal_trace,mean_pairwise_sep,min_pairwise_sep,alpha_pooled,alpha_orientation_mean,mean_mimicry,max_mimicry
-0.2,-0.07998983561992645,-0.07998983561992645,-4.799390137195587,-4.799390137195587,0.01598898507654667,0.1773366928100586,0.1429167538881302,0.9459288716316223,0.2807587683200836,0.2878211736679077,0.776841402053833
-0.2,-0.07998983561992645,-0.07499047368764877,-4.799390137195587,-4.499428421258926,0.012561879120767117,0.15220360457897186,0.11564144492149353,0.8606456518173218,0.39294862747192383,0.33654454350471497,0.6769307851791382
-0.2,-0.07998983561992645,-0.0699911043047905,-4.799390137195587,-4.19946625828743,0.01525663211941719,0.1704515963792801,0.13624884188175201,0.7789198160171509,0.28735002875328064,0.2508070170879364,0.5768766403198242
-0.2,-0.07998983561992645,-0.06499174237251282,-4.799390137195587,-3.899504542350769,0.015870509669184685,0.1700924038887024,0.060871291905641556,0.8308044075965881,0.3479270339012146,0.34766829013824463,0.6587163805961609
-0.2,-0.07998983561992645,-0.05999237671494484,-4.799390137195587,-3.5995426028966904,0.026281526312232018,0.2210421860218048,0.10652875155210495,0.8701308965682983,0.36086469888687134,0.4488724172115326,0.689384400844574
-0.2,-0.07998983561992645,-0.05499301105737686,-4.799390137195587,-3.2995806634426117,0.009634105488657951,0.1358661949634552,0.08211295306682587,0.8387805819511414,0.28078362345695496,0.25818708539009094,0.4276462197303772
-0.2,-0.07998983561992645,-0.04999364912509918,-4.799390137195587,-2.999618947505951,0.010204948484897614,0.139339417219162,0.10660265386104584,0.8718397617340088,0.32716435194015503,0.35479965806007385,0.6825555562973022
-0.2,-0.07998983561992645,-0.044994283467531204,-4.799390137195587,-2.6996570080518723,0.018755139783024788,0.19024689495563507,0.15441584587097168,0.869943380355835,0.3260774612426758,0.34141871333122253,0.5912522673606873
-0.2,-0.07998983561992645,-0.039994917809963226,-4.799390137195587,-2.3996950685977936,0.02708693966269493,0.22246944904327393,0.07898005843162537,0.8490092754364014,0.47461581230163574,0.4456663727760315,0.6755315065383911
-0.2,-0.07998983561992645,-0.03499555215239525,-4.799390137195587,-2.099733129143715,0.03532076254487038,0.25233083963394165,0.0714166983962059,0.8192511796951294,0.490665078163147,0.435810923576355,0.6731062531471252
-0.2,-0.07998983561992645,-0.02999618835747242,-4.799390137195587,-1.7997713014483452,0.010907750576734543,0.1463773399591446,0.12547071278095245,0.8529208302497864,0.3100651204586029,0.28706735372543335,0.6195149421691895
-0.2,-0.07998983561992645,-0.02499682456254959,-4.799390137195587,-1.4998094737529755,0.012557336129248142,0.1495971381664276,0.08806750178337097,0.8970243334770203,0.16548806428909302,0.21833942830562592,0.6067407131195068
-0.2,-0.07998983561992645,-0.019997458904981613,-4.799390137195587,-1.1998475342988968,0.01581818051636219,0.17531906068325043,0.13206635415554047,0.8142837882041931,0.4247097074985504,0.4023324251174927,0.6943783760070801
-0.2,-0.07998983561992645,-0.01499809417873621,-4.799390137195587,-0.8998856507241726,0.015316358767449856,0.16856014728546143,0.06726998090744019,0.8153321146965027,0.3403055965900421,0.3179527223110199,0.5951513051986694
-0.2,-0.07998983561992645,-0.009998729452490807,-4.799390137195587,-0.5999237671494484,0.026662632822990417,0.22119498252868652,0.09127458930015564,0.8898608088493347,0.38330385088920593,0.49006688594818115,0.6879366040229797
-0.2,-0.07998983561992645,-0.004999364726245403,-4.799390137195587,-0.2999618835747242,0.014891838654875755,0.1656053215265274,0.07991937547922134,0.8944815397262573,0.407272070646286,0.3518466353416443,0.625468909740448
-0.2,-0.07998983561992645,0.0,-4.799390137195587,0.0,0.006369084119796753,0.11119196563959122,0.08993454277515411,0.8486894965171814,0.19441352784633636,0.22225190699100494,0.6669042110443115
-0.2,-0.07998983561992645,0.004999364726245403,-4.799390137195587,0.2999618835747242,0.010882523842155933,0.145941361784935,0.1159277930855751,0.7584777474403381,0.16953164339065552,0.19934076070785522,0.3919706344604492
-0.2,-0.07998983561992645,0.009998729452490807,-4.799390137195587,0.5999237671494484,0.02525678649544716,0.21521203219890594,0.09390828758478165,0.8370164632797241,0.5311942100524902,0.50035160779953,0.783459484577179
-0.2,-0.07998983561992645,0.01499809417873621,-4.799390137195587,0.8998856507241726,0.034616634249687195,0.24927918612957,0.06571467220783234,0.8449944257736206,0.45490413904190063,0.4262832999229431,0.6738165616989136
-0.2,-0.07998983561992645,0.019997458904981613,-4.799390137195587,1.1998475342988968,0.011084279045462608,0.14585110545158386,0.08608673512935638,0.8452654480934143,0.3391231298446655,0.3535093665122986,0.5538275241851807
-0.2,-0.07998983561992645,0.02499682456254959,-4.799390137195587,1.4998094737529755,0.005175807047635317,0.10154115408658981,0.09607106447219849,0.8866835832595825,0.1140662133693695,0.1278749257326126,0.33985957503318787
-0.2,-0.07998983561992645,0.02999618835747242,-4.799390137195587,1.7997713014483452,0.013698762282729149,0.16449323296546936,0.13818879425525665,0.8362330794334412,0.26945242285728455,0.2865757346153259,0.6806553602218628
-0.2,-0.07998983561992645,0.03499555215239525,-4.799390137195587,2.099733129143715,0.015788020566105843,0.1715661734342575,0.07022535800933838,0.7368097305297852,0.3293876647949219,0.28655821084976196,0.5763131976127625
-0.2,-0.07998983561992645,0.039994917809963226,-4.799390137195587,2.3996950685977936,0.024184944108128548,0.20813950896263123,0.06488418579101562,0.8177662491798401,0.31673380732536316,0.4455210864543915,0.6884022951126099
-0.2,-0.07998983561992645,0.044994283467531204,-4.799390137195587,2.6996570080518723,0.014088491909205914,0.1643744856119156,0.10518638044595718,0.8631584048271179,0.46246570348739624,0.41431689262390137,0.7915159463882446
-0.2,-0.07998983561992645,0.04999364912509918,-4.799390137195587,2.999618947505951,0.006133517250418663,0.10759073495864868,0.052810851484537125,0.8335238099098206,0.3129297196865082,0.2644041180610657,0.6359003782272339
-0.2,-0.07998983561992645,0.05499301105737686,-4.799390137195587,3.2995806634426117,0.009043406695127487,0.1334642767906189,0.1096743792295456,0.7561259269714355,0.1587558388710022,0.15892912447452545,0.40825900435447693
-0.2,-0.07998983561992645,0.05999237671494484,-4.799390137195587,3.5995426028966904,0.027200663462281227,0.22206713259220123,0.07688893377780914,0.8092585802078247,0.5160002708435059,0.4938574731349945,0.7200692892074585
-0.2,-0.07998983561992645,0.06499174237251282,-4.799390137195587,3.899504542350769,0.0341036431491375,0.24787501990795135,0.07594195753335953,0.8555947542190552,0.4692268371582031,0.4880066514015198,0.7401845455169678
-0.2,-0.07998983561992645,0.0699911043047905,-4.799390137195587,4.19946625828743,0.010791469365358353,0.14563237130641937,0.1218765377998352,0.8733898401260376,0.36946341395378113,0.3665562570095062,0.784544050693512
-0.2,-0.07998983561992645,0.07499047368764877,-4.799390137195587,4.499428421258926,0.005518339574337006,0.10378306359052658,0.07920997589826584,0.8597577214241028,0.09939207136631012,0.12279649823904037,0.28768202662467957
-0.2,-0.07998983561992645,0.07998983561992645,-4.799390137195587,4.799390137195587,0.010008343495428562,0.14023925364017487,0.10504114627838135,0.8957986831665039,0.3477085530757904,0.31241071224212646,0.7133820056915283
