prior_family,axis_label,n_rows,n_trials,n_trajectory_samples,mean_known_axis_feature_cosine,median_known_axis_feature_cosine,known_axis_feature_cosine_ci_low,known_axis_feature_cosine_ci_high,mean_known_axis_minus_zero_feature_cosine,known_axis_minus_zero_feature_cosine_ci_low,known_axis_minus_zero_feature_cosine_ci_high,mean_known_axis_feature_neg_mse,known_axis_feature_neg_mse_ci_low,known_axis_feature_neg_mse_ci_high,mean_known_axis_minus_zero_feature_neg_mse,known_axis_minus_zero_feature_neg_mse_ci_low,known_axis_minus_zero_feature_neg_mse_ci_high,image_accuracy,mean_true_mass
axis_edge_orthogonal,across contour,1024,64,16,0.8834235179586416,0.9246979190264681,0.8763115263049632,0.8896987602337738,0.0832075233588036,0.07328055486508996,0.09437990320779241,-25.902323548855634,-27.364089385616744,-24.53575133446427,15.417790598582824,13.385371021190771,17.60931563767776,1.0,0.4755793419715024
axis_edge_parallel,along contour,1024,64,16,0.8758341967040971,0.9181118703539664,0.8682482021449169,0.8832076699843266,0.06747235474393237,0.05795707684304671,0.07754202071901779,-27.54163591409835,-29.04259627852302,-26.10548793684061,12.091799156620466,10.225275979593025,14.157940153258398,1.0,0.46707749679527916
