row_index,table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,true_candidate_index,true_candidate_id,true_source_row,n_candidates,n_trajectories,n_timebins,n_units,projection_basis_dim,continuous_inference_basis_dim,trajectory_rmse,trajectory_corr_mean,continuous_joint_true_rank,continuous_joint_correct,input_mode,decoder_mode,fold,latent,feature_space_mode,feature_dim,feature_variance_fraction,input_dim,n_train_rows,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm
25,25,25,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08428068281136235,-0.2787079493511984,1,True,observed_compact,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,320,30,0.5069326918607456,-0.5069326918607456,0.711992058846688,2.0138176518458577,-0.14875661931225434,1.006123909707421,1.6012112168163433
26,26,26,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.18783886181265902,-0.04621193420767042,1,True,observed_compact,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,320,30,0.5072863664534548,-0.5072863664534548,0.712240385300816,2.0145200251245057,-0.13656343187358297,1.006123909707421,1.6132813611303753
27,27,27,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.1880871363171034,-0.4241430491116226,1,True,observed_compact,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,320,30,0.5072863664534548,-0.5072863664534548,0.712240385300816,2.0145200251245057,-0.13656343187358297,1.006123909707421,1.6132813611303753
28,28,28,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.16203736329664056,0.1787580757191293,1,True,observed_compact,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,320,30,0.49037229636181573,-0.49037229636181573,0.700265875480032,1.9806509967418606,-0.1129612372920882,1.006123909707421,1.5962037332266492
29,29,29,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.1668825335596601,-0.4591047985750839,1,True,observed_compact,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,320,30,0.49037229636181573,-0.49037229636181573,0.700265875480032,1.9806509967418606,-0.1129612372920882,1.006123909707421,1.5962037332266492
0,0,0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:25,25,4,16,40,756,8,10,0.04160556828637218,-0.002927453861007928,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,1.2441732086256014,-1.2441732086256014,1.1154251246164404,3.1548986780885393,-0.24215987111186343,2.2740209449050988,1.7044196428279577
1,1,1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:25,25,4,16,40,756,8,10,0.035949913988888416,0.3886572906367649,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,1.2503654702133509,-1.2503654702133509,1.118197420053074,3.162739913699324,-0.2477385748020291,2.2740209449050988,1.7058067534415025
2,2,2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.12799343940103788,0.12587299523754966,3,False,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,1.2615022868484234,-1.2615022868484234,1.1231661884371447,3.1767937129734105,-0.2486642656559102,2.2740209449050988,1.7237681091668553
3,3,3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.11254072629306021,0.3933590444713258,3,False,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,1.2745189381641415,-1.2745189381641415,1.1289459412053977,3.1931413224774645,-0.25729205690343726,2.2740209449050988,1.731657531034429
4,4,4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.15817259829241262,0.11456868941931331,3,False,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,1.2804609521511539,-1.2804609521511539,1.1315745455563915,3.200576138324041,-0.2620645726683301,2.2740209449050988,1.7337938278154215
5,5,5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.1496936672164485,0.3382530869742966,3,False,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,1.3361128800117128,-1.3361128800117128,1.1559034907861956,3.269388786928484,-0.30431959323258995,2.2740209449050988,1.7567738638448789
18,18,18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:369,369,4,16,40,756,8,10,0.04063447636354513,-0.161993955187515,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.3125542733119275,-0.3125542733119275,0.5590655357933696,1.5812761259487287,0.4709574495035623,1.3032474367250582,1.6994531101927308
19,19,19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:369,369,4,16,40,756,8,10,0.043906673442477055,-0.009917828830535852,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.3139173785566386,-0.3139173785566386,0.5602833020505239,1.5847204890620645,0.47281356112123446,1.3032474367250582,1.7082457325910343
20,20,20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.10395399455496865,0.06421425951900003,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.31931764155888764,-0.31931764155888764,0.5650819777332202,1.5982931935258626,0.4731375491131713,1.3032474367250582,1.7285063345743577
21,21,21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.10016566494726782,0.5387425001308523,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.31640824892295016,-0.31640824892295016,0.5625017768175938,1.5909952832688101,0.47128547740243615,1.3032474367250582,1.7142269099587744
22,22,22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.1455633604650242,-0.16219254436514066,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.3251770953603684,-0.3251770953603684,0.5702430143021204,1.6128908093491472,0.47701859474832564,1.3032474367250582,1.7572086081199851
23,23,23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.14646220608054794,0.4682520747408019,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.32411878772663716,-0.32411878772663716,0.5693143136498828,1.6102640472335887,0.4748815025398934,1.3032474367250582,1.74916191818262
24,24,24,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08086920942784406,0.02430127054957404,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.29967644877088506,-0.29967644877088506,0.5474271173141545,1.5483577074329693,0.47792207104627765,1.006123909707421,1.7522031630087276
25,25,25,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08428068281136235,-0.2787079493511984,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.293976805813961,-0.293976805813961,0.5421962797861685,1.5335626646836733,0.48627013499892213,1.006123909707421,1.7457879966369205
26,26,26,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.18783886181265902,-0.04621193420767042,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.30166449550517316,-0.30166449550517316,0.549239925265064,1.5534851026132777,0.46682937971798244,1.006123909707421,1.743123573301185
27,27,27,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.1880871363171034,-0.4241430491116226,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.2877145595827133,-0.2877145595827133,0.536390305265404,1.5171408888635578,0.49285752270272276,1.006123909707421,1.7349576163962754
28,28,28,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.16203736329664056,0.1787580757191293,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.30043040860084236,-0.30043040860084236,0.548115324179905,1.5503042503994948,0.47357791369694213,1.006123909707421,1.748558755575811
29,29,29,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.1668825335596601,-0.4591047985750839,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,0.28734900127021357,-0.28734900127021357,0.5360494392033384,1.516176774047706,0.4908892396718889,1.006123909707421,1.7310046749874202
0,0,0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:25,25,4,16,40,756,8,10,0.04160556828637218,-0.002927453861007928,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,1.2364994552992707,-1.2364994552992707,1.1119799707275626,3.1451543113803124,-0.3104653191740022,2.2740209449050988,1.5785668605366567
1,1,1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:25,25,4,16,40,756,8,10,0.035949913988888416,0.3886572906367649,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,1.2418209411282208,-1.2418209411282208,1.1143701993180815,3.1519148987600807,-0.3105242079979209,2.2740209449050988,1.587772501847023
2,2,2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.12799343940103788,0.12587299523754966,3,False,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,1.1630235662220703,-1.1630235662220703,1.0784357033324101,3.050276795600124,-0.25385266574126947,2.2740209449050988,1.5360850002118531
3,3,3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.11254072629306021,0.3933590444713258,3,False,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,1.179746830610601,-1.179746830610601,1.0861615122119734,3.072128682995686,-0.25704647265964203,2.2740209449050988,1.562207440073426
4,4,4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.15817259829241262,0.11456868941931331,3,False,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,1.239387981368043,-1.239387981368043,1.1132780341711783,3.1488257892338765,-0.3251216630316432,2.2740209449050988,1.5607853462012808
5,5,5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.1496936672164485,0.3382530869742966,3,False,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,1.1272543138580184,-1.1272543138580184,1.0617223336908848,3.003004247560124,-0.2810536437506569,2.2740209449050988,1.4237256790212023
18,18,18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:369,369,4,16,40,756,8,10,0.04063447636354513,-0.161993955187515,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.2829212700169421,-0.2829212700169421,0.5319034405011328,1.5044501188592252,0.48436136434494687,1.3032474367250582,1.6127637879930043
19,19,19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:369,369,4,16,40,756,8,10,0.043906673442477055,-0.009917828830535852,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.2626119328692188,-0.2626119328692188,0.5124567619509169,1.4494466057615751,0.4948878644862272,1.3032474367250582,1.5496252081726545
20,20,20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.10395399455496865,0.06421425951900003,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.23179346342824092,-0.23179346342824092,0.481449336304705,1.3617443619952783,0.5388341649002709,1.3032474367250582,1.5078562150408812
21,21,21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.10016566494726782,0.5387425001308523,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.18699941546578308,-0.18699941546578308,0.43243429034453673,1.223108876480857,0.6329725282144893,1.3032474367250582,1.5163199694964824
22,22,22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.1455633604650242,-0.16219254436514066,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.2777039305963498,-0.2777039305963498,0.5269762144502822,1.4905138190472433,0.5106057319866879,1.3032474367250582,1.6482962740822171
23,23,23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.14646220608054794,0.4682520747408019,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.14513660374299375,-0.14513660374299375,0.38096798256939357,1.0775401755591065,0.6958308447315645,1.3032474367250582,1.4406911557404702
24,24,24,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08086920942784406,0.02430127054957404,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.48769823598810824,-0.48769823598810824,0.6983539474994813,1.9752432477811095,-0.06792650387925643,1.006123909707421,1.6328251372313702
25,25,25,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08428068281136235,-0.2787079493511984,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.4827023677847801,-0.4827023677847801,0.6947678517208321,1.9651002372088402,-0.002612922302830081,1.006123909707421,1.6853700490958337
26,26,26,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.18783886181265902,-0.04621193420767042,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.42068037392552127,-0.42068037392552127,0.6485987773080684,1.834514374815354,0.03864948357908461,1.006123909707421,1.5733795073746935
27,27,27,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.1880871363171034,-0.4241430491116226,1,True,observed_plus_continuous_tau_interactions,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,1200,30,0.42460312383560517,-0.42460312383560517,0.6516157793021937,1.8430477450909517,0.06399319805293213,1.006123909707421,1.609922245143853
