contrast,lhs,rhs,prior_scale,mean_feature_cosine_delta,ci_low,ci_high,fraction_positive,n
continuous_tau_minus_zero_static,observed_plus_continuous_tau_interactions,zero_static,0.5,-0.32780717352269834,-0.44017214811312827,-0.24737236722545886,0.125,16
continuous_tau_minus_zero_static,observed_plus_continuous_tau_interactions,zero_static,1.0,-0.2612270317845347,-0.3519791200505887,-0.14154277051703015,0.125,16
continuous_tau_minus_zero_static,observed_plus_continuous_tau_interactions,zero_static,2.0,-0.2679210485816138,-0.3957651656514276,-0.11729407166388792,0.1875,16
continuous_tau_minus_zero_static,observed_plus_continuous_tau_interactions,zero_static,all,-0.2856517512962823,-0.36861670731644314,-0.23083554525575287,0.14583333333333334,48
continuous_tau_minus_observed_compact,observed_plus_continuous_tau_interactions,observed_compact,0.5,-0.019423576272022985,-0.059539241993913035,0.02441902436545926,0.5,16
continuous_tau_minus_observed_compact,observed_plus_continuous_tau_interactions,observed_compact,1.0,0.04322565520610541,-0.0140654286628081,0.09588982248073569,0.625,16
continuous_tau_minus_observed_compact,observed_plus_continuous_tau_interactions,observed_compact,2.0,0.0380801643599292,-0.01404342127670151,0.13200912683957564,0.625,16
continuous_tau_minus_observed_compact,observed_plus_continuous_tau_interactions,observed_compact,all,0.02062741443133721,0.00017353092073935767,0.06043012064828383,0.5833333333333334,48
continuous_tau_minus_known_eye_model,observed_plus_continuous_tau_interactions,known_eye_model,0.5,-0.23960210179102326,-0.3198028996023057,-0.1800227842273161,0.125,16
continuous_tau_minus_known_eye_model,observed_plus_continuous_tau_interactions,known_eye_model,1.0,-0.18214955095568325,-0.25922455929947247,-0.13166636545480143,0.1875,16
continuous_tau_minus_known_eye_model,observed_plus_continuous_tau_interactions,known_eye_model,2.0,-0.2004970935397984,-0.39001403139528357,-0.110334576836705,0.1875,16
continuous_tau_minus_known_eye_model,observed_plus_continuous_tau_interactions,known_eye_model,all,-0.20741624876216833,-0.26617472095869144,-0.15756652057374831,0.16666666666666666,48
true_tau_minus_zero_static,observed_plus_true_tau_interactions,zero_static,0.5,-0.19101131584345374,-0.33533102267957826,-0.07559837648203775,0.25,16
true_tau_minus_zero_static,observed_plus_true_tau_interactions,zero_static,1.0,-0.18596318886885368,-0.3084879717014845,-0.06526647847387422,0.25,16
true_tau_minus_zero_static,observed_plus_true_tau_interactions,zero_static,2.0,-0.15729547331887445,-0.3094214867766405,-0.11536425808599235,0.25,16
true_tau_minus_zero_static,observed_plus_true_tau_interactions,zero_static,all,-0.1780899926770606,-0.23879618672264602,-0.09998283293797741,0.25,48
true_tau_minus_continuous_tau,observed_plus_true_tau_interactions,observed_plus_continuous_tau_interactions,0.5,0.13679585767924457,0.04135908500152153,0.2027411252823334,0.6875,16
true_tau_minus_continuous_tau,observed_plus_true_tau_interactions,observed_plus_continuous_tau_interactions,1.0,0.07526384291568104,0.009159821369177625,0.16464243914514465,0.5625,16
true_tau_minus_continuous_tau,observed_plus_true_tau_interactions,observed_plus_continuous_tau_interactions,2.0,0.11062557526273938,-0.0016128320532409085,0.22081106510890283,0.625,16
true_tau_minus_continuous_tau,observed_plus_true_tau_interactions,observed_plus_continuous_tau_interactions,all,0.10756175861922167,0.07864673311985264,0.17854240931047816,0.625,48
