row_index,table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,true_candidate_index,true_candidate_id,true_source_row,n_candidates,n_trajectories,n_timebins,n_units,projection_basis_dim,continuous_inference_basis_dim,trajectory_rmse,trajectory_corr_mean,continuous_joint_true_rank,continuous_joint_correct,input_mode,decoder_mode,fold,latent,feature_space_mode,feature_dim,feature_variance_fraction,input_dim,n_train_rows,train_source,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm
5,5,5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:25,25,4,16,40,756,8,20,0.1496936672164485,0.3382530869742966,3,False,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,1.3361128800117128,-1.3361128800117128,1.1559034907861956,3.269388786928484,-0.30431959323258995,2.2740209449050988,1.7567738638448789
18,18,18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:369,369,4,16,40,756,8,10,0.04063447636354513,-0.161993955187515,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.3125542733119275,-0.3125542733119275,0.5590655357933696,1.5812761259487287,0.4709574495035623,1.3032474367250582,1.6994531101927308
19,19,19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:369,369,4,16,40,756,8,10,0.043906673442477055,-0.009917828830535852,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.3139173785566386,-0.3139173785566386,0.5602833020505239,1.5847204890620645,0.47281356112123446,1.3032474367250582,1.7082457325910343
20,20,20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.10395399455496865,0.06421425951900003,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.31931764155888764,-0.31931764155888764,0.5650819777332202,1.5982931935258626,0.4731375491131713,1.3032474367250582,1.7285063345743577
21,21,21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.10016566494726782,0.5387425001308523,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.31640824892295016,-0.31640824892295016,0.5625017768175938,1.5909952832688101,0.47128547740243615,1.3032474367250582,1.7142269099587744
22,22,22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.1455633604650242,-0.16219254436514066,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.3251770953603684,-0.3251770953603684,0.5702430143021204,1.6128908093491472,0.47701859474832564,1.3032474367250582,1.7572086081199851
23,23,23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,0,source_row:369,369,4,16,40,756,8,20,0.14646220608054794,0.4682520747408019,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.32411878772663716,-0.32411878772663716,0.5693143136498828,1.6102640472335887,0.4748815025398934,1.3032474367250582,1.74916191818262
24,24,24,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08086920942784406,0.02430127054957404,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.29967644877088506,-0.29967644877088506,0.5474271173141545,1.5483577074329693,0.47792207104627765,1.006123909707421,1.7522031630087276
25,25,25,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,0,source_row:420,420,4,16,40,756,8,10,0.08428068281136235,-0.2787079493511984,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.293976805813961,-0.293976805813961,0.5421962797861685,1.5335626646836733,0.48627013499892213,1.006123909707421,1.7457879966369205
26,26,26,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.18783886181265902,-0.04621193420767042,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.30166449550517316,-0.30166449550517316,0.549239925265064,1.5534851026132777,0.46682937971798244,1.006123909707421,1.743123573301185
27,27,27,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,0,source_row:420,420,4,16,40,756,8,20,0.1880871363171034,-0.4241430491116226,1,True,observed_plus_continuous_tau,mlp,0,pyramid_local_field,fold_zscore_whitened_pca,8,0.27058152656202694,560,30,observed_true_rows,0.2877145595827133,-0.2877145595827133,0.536390305265404,1.5171408888635578,0.49285752270272276,1.006123909707421,1.7349576163962754
