candidate_set_mode,observation_condition,observation_family,observation_scale,prior_condition,prior_family,prior_scale,trajectory_prior_mode,likelihood_scale,n_trials,known_eye_accuracy,zero_eye_accuracy,joint_eye_accuracy,best_single_tau_accuracy,best_trajectory_oracle_accuracy,joint_minus_zero_accuracy,known_minus_zero_accuracy,best_single_tau_minus_joint_accuracy,best_oracle_minus_joint_accuracy,median_known_rank,median_zero_rank,median_joint_rank,median_best_single_tau_rank,median_best_trajectory_oracle_rank,median_N_eff_fraction,median_nearest_tau_rank,median_joint_vs_best_single_tau_gap,median_joint_vs_best_dilution_gap,median_joint_true_margin,median_known_true_margin,median_zero_true_margin,scale_label
hard_negative_structure,empirical,empirical,0.5,empirical,empirical,0.5,leave_one_out,1.0,64,1.0,0.578125,0.84375,0.859375,0.859375,0.265625,0.421875,0.015625,0.015625,1.0,1.0,1.0,1.0,1.0,0.5765987054984817,2.0,0.9076078734026112,0.9076078734026112,0.2678795644681599,0.5761838116755769,0.1109446997166685,0.5x
hard_negative_structure,empirical,empirical,0.5,ou,ou,0.5,leave_one_out,1.0,64,1.0,0.578125,0.84375,0.84375,0.84375,0.265625,0.421875,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5466232269869747,2.0,0.932665863811053,0.932665863811053,0.3065968361055695,0.5761838116755769,0.1109446997166685,0.5x
hard_negative_structure,empirical,empirical,1.0,empirical,empirical,1.0,leave_one_out,1.0,64,1.0,0.3125,0.875,0.828125,0.828125,0.5625,0.6875,-0.046875,-0.046875,1.0,3.0,1.0,1.0,1.0,0.4181202219959103,2.0,1.187521010750089,1.187521010750089,0.3389620231000947,0.7049099308191558,-1.0225250011110063,1.0x
hard_negative_structure,empirical,empirical,1.0,ou,ou,1.0,leave_one_out,1.0,64,1.0,0.3125,0.828125,0.828125,0.828125,0.515625,0.6875,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.4508775088385378,3.0,1.128064203615395,1.128064203615395,0.3744911718505079,0.7049099308191558,-1.0225250011110063,1.0x
matched_static_response,empirical,empirical,0.5,empirical,empirical,0.5,leave_one_out,1.0,64,1.0,0.578125,0.828125,0.875,0.875,0.25,0.421875,0.046875,0.046875,1.0,1.0,1.0,1.0,1.0,0.5066352708892143,2.0,0.934033543634186,0.934033543634186,0.2552625430353998,0.4577337170099724,0.0934660826436015,0.5x
matched_static_response,empirical,empirical,0.5,ou,ou,0.5,leave_one_out,1.0,64,1.0,0.578125,0.8125,0.859375,0.859375,0.234375,0.421875,0.046875,0.046875,1.0,1.0,1.0,1.0,1.0,0.5820037982726292,2.5,0.8187876611583818,0.8187876611583818,0.232896896739561,0.4577337170099724,0.0934660826436015,0.5x
matched_static_response,empirical,empirical,1.0,empirical,empirical,1.0,leave_one_out,1.0,64,1.0,0.328125,0.765625,0.765625,0.765625,0.4375,0.671875,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.3637296235477462,2.0,1.3595990811948298,1.3595990811948298,0.2389896830229361,0.6474046428310345,-0.5088934696243541,1.0x
matched_static_response,empirical,empirical,1.0,ou,ou,1.0,leave_one_out,1.0,64,1.0,0.328125,0.796875,0.84375,0.84375,0.46875,0.671875,0.046875,0.046875,1.0,2.0,1.0,1.0,1.0,0.3996957317993423,3.0,1.2466566929586236,1.2466566929586236,0.2216428855957701,0.6474046428310345,-0.5088934696243541,1.0x
