decoder_mode,observer_mode,observer_label,train_bank,test_input,latent,feature_space_mode,fold,n_fit_sources,n_test_rows,feature_dim,raw_feature_dim,response_dim,feature_fit_scope,feature_preprocessing,feature_whitened,feature_weighted,feature_variance_fraction,interpretation,n_train_samples,ridge,noise_variance,response_map_fro_norm,posterior_gain_fro_norm,mlp_hidden_dim,mlp_layers,mlp_dropout,mlp_learning_rate,mlp_weight_decay,mlp_batch_size,mlp_epochs_requested,mlp_epochs_trained,mlp_best_epoch,mlp_best_val_loss,mlp_final_train_loss,mlp_final_val_loss,mlp_n_fit_rows,mlp_n_val_rows,mlp_device,target_standardized_for_training,response_standardized_for_training
mlp,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,0,127,6,8,3072,320,fold,zscore,True,False,0.26795841605859516,Feature posterior from measured-motion response family.,26,,,,,64,2,0.0,0.001,1e-05,256,5,5,3,1.494110107421875,0.7990830540657043,1.4957064390182495,20,6,cuda,True,True
mlp,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,0,127,6,8,3072,320,fold,zscore,True,False,0.26795841605859516,Feature posterior after treating trajectory as nuisance variation.,416,,,,,64,2,0.0,0.001,1e-05,256,5,5,3,2.2091379165649414,0.6249549090862274,2.2284998893737793,320,96,cuda,True,True
mlp,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,0,127,6,8,3072,320,fold,zscore,True,False,0.26795841605859516,Zero-eye response model applied to moving-response observations.,26,,,,,64,2,0.0,0.001,1e-05,256,5,5,4,3.950310230255127,0.6494708061218262,3.950310230255127,24,2,cuda,True,True
mlp,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,0,127,6,8,3072,320,fold,zscore,True,False,0.26795841605859516,Stabilized 0x counterfactual response and zero-eye response model.,26,,,,,64,2,0.0,0.001,1e-05,256,5,5,4,3.7064783573150635,0.7046664953231812,3.7064783573150635,24,2,cuda,True,True
mlp,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,1,127,2,8,3072,320,fold,zscore,True,False,0.2672467526335908,Feature posterior from measured-motion response family.,30,,,,,64,2,0.0,0.001,1e-05,256,5,5,4,5.387682914733887,0.8123311400413513,5.387682914733887,22,8,cuda,True,True
mlp,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,1,127,2,8,3072,320,fold,zscore,True,False,0.2672467526335908,Feature posterior after treating trajectory as nuisance variation.,480,,,,,64,2,0.0,0.001,1e-05,256,5,5,4,4.615489482879639,0.6231052577495575,4.615489482879639,384,96,cuda,True,True
mlp,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,1,127,2,8,3072,320,fold,zscore,True,False,0.2672467526335908,Zero-eye response model applied to moving-response observations.,30,,,,,64,2,0.0,0.001,1e-05,256,5,4,0,1.3828697204589844,0.7064568996429443,1.441680669784546,24,6,cuda,True,True
mlp,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,1,127,2,8,3072,320,fold,zscore,True,False,0.2672467526335908,Stabilized 0x counterfactual response and zero-eye response model.,30,,,,,64,2,0.0,0.001,1e-05,256,5,5,4,3.9523439407348633,0.7240607142448425,3.9523439407348633,24,6,cuda,True,True
