decoder_mode,latent,feature_space_mode,observer_mode,observer_label,observation_scale,prior_family,n,mean_feature_cosine,median_feature_cosine,mean_feature_mse,median_feature_mse,mean_feature_rmse,median_feature_pred_norm,median_feature_true_norm
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,0.5,axis_edge_orthogonal,2,0.25269294111338964,0.25269294111338964,0.7394537249500012,0.7394537249500012,0.8480250715972051,1.5206612639787884,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,0.5,axis_edge_orthogonal,2,0.244200312780217,0.244200312780217,0.7880165369721719,0.7880165369721719,0.8809005754728767,1.4295787151846713,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,0.5,axis_edge_orthogonal,2,0.30645705870816037,0.30645705870816037,0.7349038239749514,0.7349038239749514,0.856014980235045,1.552452763276433,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,0.5,axis_edge_orthogonal,2,0.5961654097631524,0.5961654097631524,0.4470149581793107,0.4470149581793107,0.6671473724481383,1.5076306024708717,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,0.5,axis_edge_parallel,2,0.25269294111338964,0.25269294111338964,0.7394537249500012,0.7394537249500012,0.8480250715972051,1.5206612639787884,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,0.5,axis_edge_parallel,2,0.244200312780217,0.244200312780217,0.7880165369721719,0.7880165369721719,0.8809005754728767,1.4295787151846713,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,0.5,axis_edge_parallel,2,0.30645705870816037,0.30645705870816037,0.7349038239749514,0.7349038239749514,0.856014980235045,1.552452763276433,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,0.5,axis_edge_parallel,2,0.5961654097631524,0.5961654097631524,0.4470149581793107,0.4470149581793107,0.6671473724481383,1.5076306024708717,2.388372158990052
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,1.0,axis_edge_orthogonal,1,-0.07511159122822444,-0.07511159122822444,0.9851585362384193,0.9851585362384193,0.9925515282535307,1.4479007043239223,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,1.0,axis_edge_orthogonal,1,-0.014253442298237398,-0.014253442298237398,1.0115428072006798,1.0115428072006798,1.005754844482829,1.6431175451620563,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,1.0,axis_edge_orthogonal,1,-0.0017373538450861392,-0.0017373538450861392,1.0195453930688798,1.0195453930688798,1.0097254047853208,1.6905713521497538,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,1.0,axis_edge_orthogonal,1,0.48951330141093513,0.48951330141093513,0.5056228826336542,0.5056228826336542,0.7110716438121085,1.2881895323666754,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,1.0,axis_edge_parallel,1,-0.07511159122822444,-0.07511159122822444,0.9851585362384193,0.9851585362384193,0.9925515282535307,1.4479007043239223,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,1.0,axis_edge_parallel,1,-0.014253442298237398,-0.014253442298237398,1.0115428072006798,1.0115428072006798,1.005754844482829,1.6431175451620563,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,1.0,axis_edge_parallel,1,-0.0017373538450861392,-0.0017373538450861392,1.0195453930688798,1.0195453930688798,1.0097254047853208,1.6905713521497538,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,1.0,axis_edge_parallel,1,0.48951330141093513,0.48951330141093513,0.5056228826336542,0.5056228826336542,0.7110716438121085,1.2881895323666754,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,2.0,axis_edge_orthogonal,1,0.010158316444602718,0.010158316444602718,0.8517098427895045,0.8517098427895045,0.9228812723148653,1.2600404525166145,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,2.0,axis_edge_orthogonal,1,0.15476021741579254,0.15476021741579254,0.7870067783143355,0.7870067783143355,0.8871340250009214,1.4224525397365322,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,2.0,axis_edge_orthogonal,1,0.12438080421554824,0.12438080421554824,0.995485782645249,0.995485782645249,0.9977403382870961,1.947506937663759,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,2.0,axis_edge_orthogonal,1,0.48951330141093513,0.48951330141093513,0.5056228826336542,0.5056228826336542,0.7110716438121085,1.2881895323666754,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,2.0,axis_edge_parallel,1,0.010158316444602718,0.010158316444602718,0.8517098427895045,0.8517098427895045,0.9228812723148653,1.2600404525166145,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,2.0,axis_edge_parallel,1,0.15476021741579254,0.15476021741579254,0.7870067783143355,0.7870067783143355,0.8871340250009214,1.4224525397365322,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,2.0,axis_edge_parallel,1,0.12438080421554824,0.12438080421554824,0.995485782645249,0.995485782645249,0.9977403382870961,1.947506937663759,2.298875268440312
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,2.0,axis_edge_parallel,1,0.48951330141093513,0.48951330141093513,0.5056228826336542,0.5056228826336542,0.7110716438121085,1.2881895323666754,2.298875268440312
