trial_id,fold,trajectory_index,prior_family,axis_label,response_cache_path,true_candidate_index,linear_gaussian_feature_cosine,zero_feature_cosine,linear_gaussian_gain_cosine,linear_gaussian_feature_neg_mse,zero_feature_neg_mse,linear_gaussian_gain_neg_mse,linear_gaussian_image_correct,zero_image_correct,linear_gaussian_score_true_rank,zero_score_true_rank,linear_gaussian_posterior_true_mass,zero_posterior_true_mass,linear_gaussian_posterior_n_eff,zero_posterior_n_eff,linear_gaussian_score_gap,zero_score_gap,axis_residual_variance,zero_residual_variance
0,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00000_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.9997582149722455,0.9999999999999823,-0.00024178502773686272,-0.13943565955171774,-1.0610665240795104e-11,-0.13943565954110707,True,True,1.0,1.0,0.959286520099049,0.9999996448411812,1.0847302130910221,1.0000007103178898,0.0315963056080856,0.14850700407313577,8.517466753690889e-07,1.1192383090769595e-07
8,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00008_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.9999918820820671,0.3051540398273624,0.6948378422547048,-0.0018773651882232865,-86.37883212505852,86.3769547598703,True,False,1.0,3.0,0.9951889167746989,0.0007837120567578454,1.0096684580298785,1.6519310064581636,0.053320251450416176,-0.06836719683694059,8.517466753690889e-07,1.1192383090769595e-07
16,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00016_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.8033803728594071,0.43169176410316074,0.3716886087562464,-14.459274832067642,-50.94825314923602,36.488978317168375,False,False,3.0,3.0,0.0019008792349684348,1.4516187307220371e-12,1.0379068366708366,1.0000000000353282,-0.06246689692011237,-0.2725834181613638,8.517466753690889e-07,1.1192383090769595e-07
24,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00024_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.5868401892442592,0.9999999999999998,-0.4131598107557406,-63.28210857326317,-1.0014835710813626e-31,-63.28210857326317,False,True,2.0,1.0,0.06916743271544112,1.0,1.156064907035652,1.0,-0.025959354540044166,0.37457265258876316,8.517466753690889e-07,1.1192383090769595e-07
32,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00032_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.46934078067090007,0.8705238230136596,-0.40118304234275953,-255.55661333764198,-14.719327936378232,-240.83728540126376,False,False,4.0,2.0,2.945193524299897e-16,0.0346384685673574,1.0000000002179235,1.071670413138204,-0.35761186960015934,-0.033275378023814195,8.517466753690889e-07,1.1192383090769595e-07
40,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00040_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.9998377578004306,0.4074255402302419,0.5924122175701887,-0.05983303837202088,-143.71762020986606,143.65778717149402,True,False,1.0,4.0,0.9764129210440944,1.8553559581432902e-39,1.0482926971205826,1.0002051938073968,0.0372907468177856,-0.8918263946629268,8.517466753690889e-07,1.1192383090769595e-07
48,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00048_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.8310248819859124,0.9999999998697463,-0.1689751178838339,-71.75071280766065,-1.2984904054001124e-07,-71.7507126778116,False,True,4.0,1.0,1.0993922277642055e-06,0.9998542809950456,1.0008463630259032,1.0002914874800557,-0.13720329961742722,0.09066980092049448,8.517466753690889e-07,1.1192383090769595e-07
56,0,0,axis_edge_orthogonal,across local edge,response_tables/trial_00056_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,-0.0062894719013522945,0.999999999999995,-1.0062894719013473,-181.24359279908748,-7.048446785971204e-13,-181.24359279908677,False,True,2.0,1.0,0.009995024993833757,0.9999999382726533,1.021144724231688,1.0000001234547011,-0.04595154554279077,0.1660053844070033,8.517466753690889e-07,1.1192383090769595e-07
1,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00001_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.9999999002828553,0.1963643207463372,0.8036355795365182,-1.1011323003716544e-05,-59.957437662452236,59.95742665112923,True,False,1.0,4.0,0.9996157944539075,5.853060690081096e-11,1.0007687132829661,1.0000005300175492,0.0788837603650345,-0.23561471038615078,8.223652933429293e-07,1.0122901700152836e-07
9,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00009_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.021220881549657452,0.9420749155696284,-0.920854034019971,-127.34614474425351,-8.894428844448042,-118.45171589980546,False,False,3.0,2.0,3.6627387136259195e-06,0.10368994860388726,1.0000334479676698,1.2283193379710973,-0.12517282684167091,-0.02156879482067664,8.223652933429293e-07,1.0122901700152836e-07
17,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00017_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.9999582651509481,0.85132224965337,0.1486360154975781,-0.02277240305637024,-37.28361475824216,37.26084235518579,True,False,1.0,3.0,0.9795489616662776,2.685886351849905e-35,1.0418167765887865,1.0286141740155863,0.03970178576473249,-0.7958825887399015,8.223652933429293e-07,1.0122901700152836e-07
25,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00025_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.5483681796954254,0.5364183497133792,0.01194982998204619,-49.83749821262035,-50.95612753421865,1.1186293215982985,False,False,3.0,2.0,0.0020764683852971724,2.8568149837731774e-59,1.023456455497932,1.0,-0.061654455929574525,-1.3480281312441438,8.223652933429293e-07,1.0122901700152836e-07
33,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00033_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.8594065615333886,0.9999999999998268,-0.14059343846643824,-31.607112657821872,-5.742398549447712e-11,-31.60711265776445,False,True,3.0,1.0,0.0008632950381630965,0.9999987055492021,1.2638294886770396,1.000002588904947,-0.0692889438127613,0.13557422745019743,8.223652933429293e-07,1.0122901700152836e-07
41,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00041_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.22794187343152478,-0.28242895517367556,0.5103708286052003,-649.6094650323224,-743.8014995973408,94.19203456501839,False,False,4.0,4.0,3.3771937939850365e-104,0.0,1.0,1.0,-2.3825180454519064,-15.324094592625066,8.223652933429293e-07,1.0122901700152836e-07
49,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00049_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.9994588699278673,0.9148196809421815,0.08463918898568579,-0.1260915696879481,-40.45754172031543,40.33145015062748,True,False,1.0,3.0,0.9286229499924646,3.917949399799088e-09,1.156424086014381,1.1931680921560346,0.030296048690370114,-0.19264660525479638,8.223652933429293e-07,1.0122901700152836e-07
57,1,0,axis_edge_orthogonal,across local edge,response_tables/trial_00057_matched_static_response_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,0,0.600437429359886,0.6706639092918214,-0.07022647993193543,-127.28076546591717,-121.3677914569528,-5.912974008964369,False,False,3.0,4.0,0.005861110223752368,1.7640613804581956e-50,1.4749304106836034,1.3035517527948646,-0.049181647066614986,-1.144171519264546,8.223652933429293e-07,1.0122901700152836e-07
