prior_family,axis_label,n_rows,n_trials,n_trajectory_samples,mean_linear_gaussian_feature_neg_mse,median_linear_gaussian_feature_neg_mse,trial_cluster_ci_low_linear_gaussian_feature_neg_mse,trial_cluster_ci_high_linear_gaussian_feature_neg_mse,mean_zero_feature_neg_mse,median_zero_feature_neg_mse,trial_cluster_ci_low_zero_feature_neg_mse,trial_cluster_ci_high_zero_feature_neg_mse,mean_linear_gaussian_gain_neg_mse,median_linear_gaussian_gain_neg_mse,trial_cluster_ci_low_linear_gaussian_gain_neg_mse,trial_cluster_ci_high_linear_gaussian_gain_neg_mse,mean_linear_gaussian_feature_cosine,median_linear_gaussian_feature_cosine,trial_cluster_ci_low_linear_gaussian_feature_cosine,trial_cluster_ci_high_linear_gaussian_feature_cosine,mean_zero_feature_cosine,median_zero_feature_cosine,trial_cluster_ci_low_zero_feature_cosine,trial_cluster_ci_high_zero_feature_cosine,mean_linear_gaussian_gain_cosine,median_linear_gaussian_gain_cosine,trial_cluster_ci_low_linear_gaussian_gain_cosine,trial_cluster_ci_high_linear_gaussian_gain_cosine,mean_linear_gaussian_image_correct,median_linear_gaussian_image_correct,trial_cluster_ci_low_linear_gaussian_image_correct,trial_cluster_ci_high_linear_gaussian_image_correct,mean_zero_image_correct,median_zero_image_correct,trial_cluster_ci_low_zero_image_correct,trial_cluster_ci_high_zero_image_correct,mean_linear_gaussian_posterior_true_mass,median_linear_gaussian_posterior_true_mass,trial_cluster_ci_low_linear_gaussian_posterior_true_mass,trial_cluster_ci_high_linear_gaussian_posterior_true_mass
axis_edge_orthogonal,across local edge,1024,64,16,-108.06929991045736,-66.74566290003276,-136.28449211757894,-85.36256530482326,-95.94097859907619,-51.23418595813716,-126.78719182602823,-70.58614018183411,-12.128321311381171,-4.327245342890537e-25,-28.773272498777356,4.249846163728562,0.5658237924318951,0.631391362112476,0.4956399273245936,0.6290115764686628,0.6048364389245644,0.6975032385440503,0.5163892448926569,0.6876250418652593,-0.03901264649266937,-1.3766765505351941e-14,-0.10422462535159534,0.0332253421745158,0.2685546875,0.0,0.22653808593750002,0.3135009765625,0.29296875,0.0,0.203125,0.39453125,0.2640902506545628,0.004546773786642976,0.221526202930215,0.3012108211267582
axis_edge_parallel,along local edge,1024,64,16,-104.44125346161144,-62.70209717484724,-131.72352615645207,-81.27600377590063,-93.2149098279411,-50.95612753421865,-122.50055992088188,-69.94482209340487,-11.226343633670343,0.0,-25.141604061445992,1.6839048190050148,0.5886469167851078,0.6493418395614542,0.5191391718283332,0.6515285038051801,0.6173173520015398,0.7451207105225327,0.5355731096796439,0.6945205334908912,-0.028670435216432057,0.0,-0.08794700444731576,0.02899601454352161,0.2890625,0.0,0.24313964843750002,0.3310546875,0.302734375,0.0,0.21479492187500004,0.3916015625,0.28463828686089715,0.005619838508463666,0.242608159637439,0.3266563060880196
