metric,metric_label,mean_parallel_minus_orthogonal,median_parallel_minus_orthogonal,uncertainty_unit,ci_low,ci_high,sign_flip_p_two_sided,row_ci_low,row_ci_high,row_sign_flip_p_two_sided,n_pairs,n_trials,fraction_positive,fraction_positive_trials
linear_gaussian_feature_neg_mse,linear-Gaussian feature -MSE,3.6280464488459243,-1.3762416972619308e-12,trial_cluster_mean,-0.9921993290853399,8.176592190963454,0.14485514485514486,-0.5552641873753994,7.541944387138734,0.07592407592407592,1024,64,0.478515625,0.65625
linear_gaussian_gain_neg_mse,linear-Gaussian feature gain vs zero -MSE,0.9019776777108299,-3.6791751156783903e-07,trial_cluster_mean,-8.109158749282965,9.889729017863775,0.8561438561438561,-4.445318795142035,6.3311643587919315,0.7762237762237763,1024,64,0.46875,0.59375
linear_gaussian_feature_cosine,linear-Gaussian feature cosine,0.022823124353212727,0.0,trial_cluster_mean,0.006127578749685923,0.039634540821135,0.017982017982017984,0.007146402417567619,0.03843075006741802,0.01098901098901099,1024,64,0.49609375,0.625
linear_gaussian_gain_cosine,linear-Gaussian feature gain vs zero cosine,0.010342211276237303,0.0,trial_cluster_mean,-0.016677461397583204,0.04015361146814844,0.5304695304695305,-0.009306126318525502,0.030991902985840484,0.3156843156843157,1024,64,0.486328125,0.546875
linear_gaussian_image_correct,linear-Gaussian image accuracy,0.0205078125,0.0,trial_cluster_mean,-0.001953125,0.0439453125,0.10989010989010989,-0.00390625,0.0439453125,0.11988011988011989,1024,64,0.087890625,0.40625
linear_gaussian_posterior_true_mass,linear-Gaussian true posterior mass,0.020548036206334358,-1.9270457773189448e-22,trial_cluster_mean,-0.0009138479794619274,0.03995136134140897,0.061938061938061936,0.0024593612259534727,0.04037113556179428,0.025974025974025976,1024,64,0.4580078125,0.625
