decoder_mode,latent,feature_space_mode,observer_mode,observer_label,observation_scale,prior_family,n,mean_feature_cosine,median_feature_cosine,mean_feature_mse,median_feature_mse,mean_feature_rmse,median_feature_pred_norm,median_feature_true_norm
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,1.0,axis_edge_parallel,128,0.3441168065369929,0.29687066350015956,0.5509668916368476,0.4028180640702348,0.6736840628010553,3.7119172862242786,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,1.0,axis_edge_parallel,128,0.23470999052788036,0.20522842417674309,0.36306521706138606,0.3159967432444388,0.5760705938174189,1.6621791821920655,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,1.0,axis_edge_parallel,128,0.1851657170090024,0.2183735341799285,0.45675767141662765,0.3747027424717148,0.6493112370434205,1.9894156229997138,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,1.0,axis_edge_parallel,128,0.2819398515578991,0.2549839098961219,0.42132981340425196,0.3178359142005147,0.6118754027190549,1.9606127689278399,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,2.0,axis_edge_orthogonal,128,0.35227912647726434,0.3071274628030284,0.5483025561717325,0.44054402694006334,0.670215531383518,3.7712995422289337,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,2.0,axis_edge_orthogonal,128,0.23982438151333113,0.20522842417674309,0.36854373478955055,0.32256810068290154,0.5794871062103207,1.648839930101658,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,2.0,axis_edge_orthogonal,128,0.15310840491208988,0.19930425590678294,0.5163641827914197,0.43974304005107157,0.6937367406695706,2.5460678188429737,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,2.0,axis_edge_orthogonal,128,0.2819398515578991,0.2549839098961219,0.42132981340425196,0.3178359142005147,0.6118754027190549,1.9606127689278399,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,2.0,axis_edge_parallel,128,0.35227912647726434,0.3071274628030284,0.5483025561717325,0.44054402694006334,0.670215531383518,3.7712995422289337,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,2.0,axis_edge_parallel,128,0.23982438151333113,0.20522842417674309,0.36854373478955055,0.32256810068290154,0.5794871062103207,1.648839930101658,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,2.0,axis_edge_parallel,128,0.15310840491208988,0.19930425590678294,0.5163641827914197,0.43974304005107157,0.6937367406695706,2.5460678188429737,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,2.0,axis_edge_parallel,128,0.2819398515578991,0.2549839098961219,0.42132981340425196,0.3178359142005147,0.6118754027190549,1.9606127689278399,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal,hidden eye,all,all,768,0.3481533915302124,0.3000437884941408,0.546991067509603,0.42259865954315284,0.6692510793379881,3.684766073862505,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye,known eye,all,all,768,0.23288494076091878,0.20522842417674309,0.36459974914327914,0.31871918633185237,0.5772927561087995,1.6492780004574707,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion,zero-eye model,all,all,768,0.18243212212516716,0.2165056865145857,0.46475822103329595,0.38764023840099665,0.6548388359496776,2.152230756625047,2.924220905075088
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static,0x stabilized,all,all,768,0.2819398515578991,0.2549839098961219,0.42132981340425196,0.3178359142005147,0.6118754027190549,1.9606127689278399,2.924220905075088
