b_model_2d_canonical,b_model_2d_current,b_model_top1_canonical,b_model_top1_current,centering_mode,emp_model_x_corr_canonical,emp_model_x_corr_current,emp_model_y_corr_canonical,emp_model_y_corr_current,n_samples,predictor_mode,session,window_id,window_level
0.27906914019556556,0.27772976610895644,0.22017033561869687,0.20613654330976638,current,-0.5950390535388927,-0.6347709556781344,-0.27851268766089055,0.41233286392306095,61,emp_xy,Allen_2022-02-16,image_9|prev_8_next_9,prev_next
0.4154322490978332,0.3650945498368283,0.39918890756618286,0.16286731535289067,current,-0.7579226458255273,-0.7168889792972305,0.04317976340335658,0.11428375965364626,240,emp_xy,Allen_2022-02-16,image_9|prev_9_next_9,prev_next
0.2677412822365697,0.24422268578458328,0.18621262025228275,0.2993439650842915,current,-0.547574810599379,-0.42114952904987923,-0.12304379469308184,0.32113944309161785,59,emp_xy,Allen_2022-02-16,image_9|prev_9_next_10,prev_next
0.08280942722801862,0.03916714787506754,0.053934591279190605,0.031124178942897866,current,-0.2077337200008131,0.0014641873061315802,0.12607445565575506,0.07660138292515772,59,emp_xy,Allen_2022-02-16,image_10|prev_9_next_10,prev_next
0.23520853726853477,0.3017469074959871,0.004465631862765492,0.41871952159455683,current,-0.4475004001828964,-0.2735274886525434,-0.1428318703386161,0.5707756789163998,230,emp_xy,Allen_2022-02-16,image_10|prev_10_next_10,prev_next
0.29013709156405215,0.2795641196940243,0.08766090550470332,0.06878952579192756,current,-0.6368806064864962,-0.6350836100518268,-0.2031821493001211,0.23929045580256983,57,emp_xy,Allen_2022-02-16,image_10|prev_10_next_11,prev_next
0.309088244092116,0.2830405229038937,0.4499420904328867,0.3912789054767646,current,-0.6788343632526143,-0.6490740609378981,-0.25485425035880954,0.2660904549264516,55,emp_xy,Allen_2022-02-16,image_11|prev_10_next_11,prev_next
0.5642640525093143,0.5329523462776189,0.7384049049674305,0.6958124362583488,current,-0.8212470601575503,-0.8220863178213725,-0.341426113308268,0.5076196032847787,205,emp_xy,Allen_2022-02-16,image_11|prev_11_next_11,prev_next
0.3393889300445666,0.30838125341908923,0.5010701012760977,0.44002634912209976,current,-0.7526525212178851,-0.7052964814424321,-0.0403030522448836,0.004600543026921895,48,emp_xy,Allen_2022-02-16,image_11|prev_11_next_12,prev_next
0.2537110649659432,0.23391497821711751,0.41387575128401055,0.4187256160432765,current,-0.6521602748250388,-0.5917020141815548,0.35991348090882913,-0.36039950376110624,46,emp_xy,Allen_2022-02-16,image_12|prev_11_next_12,prev_next
0.3130439598362621,0.29230546757003606,0.4387199301752608,0.46523620996545745,current,-0.4517713251802541,-0.5586278238283424,-0.06090891307295288,0.10711660971941939,172,emp_xy,Allen_2022-02-16,image_12|prev_12_next_12,prev_next
0.03060183242766902,0.12568218766839542,0.015481192060682401,0.1259733799962889,current,-0.023636148008624614,-0.3276725791254042,0.1446309529549646,0.15673238086535288,148,emp_xy,Allen_2022-02-16,image_13|prev_13_next_13,prev_next
0.384958965409143,0.3487188450145424,0.22061310491649458,0.2143575759016201,baseline,-0.17133802623587727,-0.10230459684721584,-0.6198917659087252,0.6262032267529135,272,emp_xy,Allen_2022-02-16,image_6|prev_6_next_6,prev_next
0.27975189308711446,0.23297204057875345,0.20127889988954029,0.2003565791081649,baseline,-0.3893085876873635,-0.19341762248788916,-0.5673053625442869,0.526341319358157,67,emp_xy,Allen_2022-02-16,image_6|prev_6_next_7,prev_next
0.13452908088124077,0.1233552462429461,0.04894690337052708,0.038890972250271987,baseline,-0.10538236046353532,-0.10779213394721389,-0.36654835478802844,0.33024624411641984,66,emp_xy,Allen_2022-02-16,image_7|prev_6_next_7,prev_next
0.20358844817828237,0.21619309919503957,0.2246036339573041,0.15787610687811876,baseline,-0.4682140535687551,-0.38770182157618016,-0.3030065236331428,0.46006452686619115,262,emp_xy,Allen_2022-02-16,image_7|prev_7_next_7,prev_next
0.09657766442758339,0.19488454739993316,0.02039578447853123,0.2894580029027202,baseline,-0.21739677792620785,0.02426650103326306,-0.4210796870003527,0.6023170864839004,64,emp_xy,Allen_2022-02-16,image_7|prev_7_next_8,prev_next
0.1461154616220379,0.21775869677311196,0.009562964677966601,0.3336828153548336,baseline,-0.04972674049941276,0.18719045511179652,-0.344308417145471,0.5386483278962566,64,emp_xy,Allen_2022-02-16,image_8|prev_7_next_8,prev_next
0.3927663334492093,0.37136222579435674,0.6486317587463206,0.6206628916275273,baseline,-0.1898718740060416,0.15660408154569383,-0.793661558348834,0.8133070702135506,254,emp_xy,Allen_2022-02-16,image_8|prev_8_next_8,prev_next
0.14405684715958855,0.09020567570096205,0.116341852787312,0.030391688857904144,baseline,-0.373827238108993,-0.25118074286857006,-0.01761764867210945,0.12965827681759803,61,emp_xy,Allen_2022-02-16,image_8|prev_8_next_9,prev_next
0.2891974994683615,0.3085431354802763,0.1924271613785174,0.1873299703828044,baseline,-0.5787455054794467,-0.6743524178094862,-0.33004126314816046,0.45418045176094307,61,emp_xy,Allen_2022-02-16,image_9|prev_8_next_9,prev_next
0.4192699681823266,0.3303211035388192,0.4450909585539238,0.057720237044586425,baseline,-0.7312492475007023,-0.6439706883773281,0.060926118484233016,0.19258198550619762,240,emp_xy,Allen_2022-02-16,image_9|prev_9_next_9,prev_next
