decoder_mode,observer_mode,observer_label,train_bank,test_input,latent,feature_space_mode,fold,n_fit_sources,n_test_rows,feature_dim,raw_feature_dim,response_dim,feature_fit_scope,feature_preprocessing,feature_whitened,feature_weighted,feature_variance_fraction,interpretation,n_train_samples,ridge,noise_variance,response_map_fro_norm,posterior_gain_fro_norm
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,2,128,156,32,3072,800,global,centered,True,False,0.7692590676533251,Feature posterior from measured-motion response family.,2454,0.01,2.5742226939382683e-05,0.06570372554767936,417.0741632855207
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,global_centered_whitened_pca,2,128,156,32,3072,800,global,centered,True,False,0.7692590676533251,Feature posterior after treating trajectory as nuisance variation.,39264,0.01,2.5243135803894723e-05,0.05929506440212775,328.7914642421696
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,global_centered_whitened_pca,2,128,156,32,3072,800,global,centered,True,False,0.7692590676533251,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2454,0.01,9.60804452488788e-06,0.05929477537382904,592.7096314087273
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,global_centered_whitened_pca,2,128,156,32,3072,800,global,centered,True,False,0.7692590676533251,Zero-eye response model applied to moving-response observations.,2454,0.01,1.782599374698559e-06,0.04673920700881765,1256.8747605496112
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,2,128,156,32,3072,800,global,centered,True,False,0.7692590676533251,Stabilized 0x counterfactual response and zero-eye response model.,2454,0.01,1.782599374698559e-06,0.04673920700881765,1256.8747605496112
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,3,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Feature posterior from measured-motion response family.,2394,0.01,2.5451242982339904e-05,0.06210125318882389,420.53769063455604
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,global_centered_whitened_pca,3,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Feature posterior after treating trajectory as nuisance variation.,38304,0.01,2.5546247246845148e-05,0.05664141369906145,321.6617773201454
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,global_centered_whitened_pca,3,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2394,0.01,9.77686030737166e-06,0.056641162941539966,580.9920787696424
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,global_centered_whitened_pca,3,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Zero-eye response model applied to moving-response observations.,2394,0.01,2.118917197104655e-06,0.04416280124610453,1134.742424383353
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,3,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Stabilized 0x counterfactual response and zero-eye response model.,2394,0.01,2.118917197104655e-06,0.04416280124610453,1134.742424383353
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,4,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Feature posterior from measured-motion response family.,2526,0.01,2.536147247995693e-05,0.06487715175548028,424.911049611078
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,global_centered_whitened_pca,4,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Feature posterior after treating trajectory as nuisance variation.,40416,0.01,2.5498918290746522e-05,0.056203502554549076,332.2093771530813
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,global_centered_whitened_pca,4,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2526,0.01,9.797329548033926e-06,0.05620323515687589,592.6992662353521
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,global_centered_whitened_pca,4,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Zero-eye response model applied to moving-response observations.,2526,0.01,2.083293665443007e-06,0.044102816875536736,1127.0091073693645
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,global_centered_whitened_pca,4,128,150,32,3072,800,global,centered,True,False,0.7692590676533251,Stabilized 0x counterfactual response and zero-eye response model.,2526,0.01,2.083293665443007e-06,0.044102816875536736,1127.0091073693645
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,0,102,156,32,3072,800,fold,centered,True,False,0.8045423136469325,Feature posterior from measured-motion response family.,2478,0.01,2.5090654918632277e-05,0.06922141077358912,429.98298996994555
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,0,102,156,32,3072,800,fold,centered,True,False,0.8045423136469325,Feature posterior after treating trajectory as nuisance variation.,39648,0.01,2.4919348270883815e-05,0.059235789246053855,324.5416145288277
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,0,102,156,32,3072,800,fold,centered,True,False,0.8045423136469325,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2478,0.01,9.397588211949836e-06,0.0592355511820695,592.0289222964739
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,0,102,156,32,3072,800,fold,centered,True,False,0.8045423136469325,Zero-eye response model applied to moving-response observations.,2478,0.01,1.8238528429154413e-06,0.04463168312072826,1213.4299231248135
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,0,102,156,32,3072,800,fold,centered,True,False,0.8045423136469325,Stabilized 0x counterfactual response and zero-eye response model.,2478,0.01,1.8238528429154413e-06,0.04463168312072826,1213.4299231248135
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,1,102,156,32,3072,800,fold,centered,True,False,0.8054602623535678,Feature posterior from measured-motion response family.,2436,0.01,2.5952986740555294e-05,0.06380168865419268,417.3984716331177
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,1,102,156,32,3072,800,fold,centered,True,False,0.8054602623535678,Feature posterior after treating trajectory as nuisance variation.,38976,0.01,2.5297638798178185e-05,0.05480744233738067,329.77946951621345
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,1,102,156,32,3072,800,fold,centered,True,False,0.8054602623535678,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2436,0.01,9.545348575758213e-06,0.054807207345872674,598.9088840125125
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,1,102,156,32,3072,800,fold,centered,True,False,0.8054602623535678,Zero-eye response model applied to moving-response observations.,2436,0.01,2.0237054434980136e-06,0.04214401167228791,1182.9870214636674
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,1,102,156,32,3072,800,fold,centered,True,False,0.8054602623535678,Stabilized 0x counterfactual response and zero-eye response model.,2436,0.01,2.0237054434980136e-06,0.04214401167228791,1182.9870214636674
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,2,102,156,32,3072,800,fold,centered,True,False,0.7945481618741583,Feature posterior from measured-motion response family.,2454,0.01,2.566143799426645e-05,0.06394346494652857,415.9296451634474
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,2,102,156,32,3072,800,fold,centered,True,False,0.7945481618741583,Feature posterior after treating trajectory as nuisance variation.,39264,0.01,2.5342179357290205e-05,0.05784739471560757,327.4226283912936
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,2,102,156,32,3072,800,fold,centered,True,False,0.7945481618741583,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2454,0.01,9.707088077841045e-06,0.057847153863289535,587.8758169111475
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,2,102,156,32,3072,800,fold,centered,True,False,0.7945481618741583,Zero-eye response model applied to moving-response observations.,2454,0.01,1.883468879918163e-06,0.044290670299004894,1214.255176878304
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,2,102,156,32,3072,800,fold,centered,True,False,0.7945481618741583,Stabilized 0x counterfactual response and zero-eye response model.,2454,0.01,1.883468879918163e-06,0.044290670299004894,1214.255176878304
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,3,103,150,32,3072,800,fold,centered,True,False,0.7858979059235414,Feature posterior from measured-motion response family.,2394,0.01,2.5474954314825877e-05,0.06157075561579877,426.6576556285441
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,3,103,150,32,3072,800,fold,centered,True,False,0.7858979059235414,Feature posterior after treating trajectory as nuisance variation.,38304,0.01,2.5597390462536574e-05,0.05569131321215748,319.4554528431849
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,3,103,150,32,3072,800,fold,centered,True,False,0.7858979059235414,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2394,0.01,9.828003523208487e-06,0.055691077860362405,582.5010805103723
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,3,103,150,32,3072,800,fold,centered,True,False,0.7858979059235414,Zero-eye response model applied to moving-response observations.,2394,0.01,2.0748970542404036e-06,0.044296112327475975,1156.0130923902227
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,3,103,150,32,3072,800,fold,centered,True,False,0.7858979059235414,Stabilized 0x counterfactual response and zero-eye response model.,2394,0.01,2.0748970542404036e-06,0.044296112327475975,1156.0130923902227
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_centered_whitened_pca,4,103,150,32,3072,800,fold,centered,True,False,0.8045581350578037,Feature posterior from measured-motion response family.,2526,0.01,2.5229377054167215e-05,0.06333570333673436,432.02881896767894
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_centered_whitened_pca,4,103,150,32,3072,800,fold,centered,True,False,0.8045581350578037,Feature posterior after treating trajectory as nuisance variation.,40416,0.01,2.555738830343291e-05,0.05474694124273978,330.8104094965797
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_centered_whitened_pca,4,103,150,32,3072,800,fold,centered,True,False,0.8045581350578037,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2526,0.01,9.85579956203471e-06,0.05474670696962997,596.6168548360141
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_centered_whitened_pca,4,103,150,32,3072,800,fold,centered,True,False,0.8045581350578037,Zero-eye response model applied to moving-response observations.,2526,0.01,2.1499147186359275e-06,0.0428634404376578,1129.5244245109732
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_centered_whitened_pca,4,103,150,32,3072,800,fold,centered,True,False,0.8045581350578037,Stabilized 0x counterfactual response and zero-eye response model.,2526,0.01,2.1499147186359275e-06,0.0428634404376578,1129.5244245109732
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,0,102,156,32,3072,800,fold,zscore,True,False,0.6515567488573997,Feature posterior from measured-motion response family.,2478,0.01,2.4725396890373168e-05,0.07011079842747829,431.09097047101744
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,0,102,156,32,3072,800,fold,zscore,True,False,0.6515567488573997,Feature posterior after treating trajectory as nuisance variation.,39648,0.01,2.4391639913568407e-05,0.061614178099321466,324.84191042579477
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,0,102,156,32,3072,800,fold,zscore,True,False,0.6515567488573997,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2478,0.01,8.869879857538411e-06,0.06161393271321486,609.4161202543917
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,0,102,156,32,3072,800,fold,zscore,True,False,0.6515567488573997,Zero-eye response model applied to moving-response observations.,2478,0.01,1.164707983940451e-06,0.04957421974759731,1485.9180028520927
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,0,102,156,32,3072,800,fold,zscore,True,False,0.6515567488573997,Stabilized 0x counterfactual response and zero-eye response model.,2478,0.01,1.164707983940451e-06,0.04957421974759731,1485.9180028520927
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,1,102,156,32,3072,800,fold,zscore,True,False,0.6529153585020098,Feature posterior from measured-motion response family.,2436,0.01,2.555432853330118e-05,0.0649906796151596,418.7583600057634
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,1,102,156,32,3072,800,fold,zscore,True,False,0.6529153585020098,Feature posterior after treating trajectory as nuisance variation.,38976,0.01,2.4780170808703888e-05,0.05826023406772313,326.4763763524751
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,1,102,156,32,3072,800,fold,zscore,True,False,0.6529153585020098,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2436,0.01,9.027880587040996e-06,0.05825998032774935,610.2979820829522
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,1,102,156,32,3072,800,fold,zscore,True,False,0.6529153585020098,Zero-eye response model applied to moving-response observations.,2436,0.01,1.348647328127055e-06,0.04890165339978382,1387.5728307717418
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,1,102,156,32,3072,800,fold,zscore,True,False,0.6529153585020098,Stabilized 0x counterfactual response and zero-eye response model.,2436,0.01,1.348647328127055e-06,0.04890165339978382,1387.5728307717418
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,2,102,156,32,3072,800,fold,zscore,True,False,0.6448650654842578,Feature posterior from measured-motion response family.,2454,0.01,2.5226455078478843e-05,0.06739644998173684,426.3148450971387
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,2,102,156,32,3072,800,fold,zscore,True,False,0.6448650654842578,Feature posterior after treating trajectory as nuisance variation.,39264,0.01,2.4873936492796638e-05,0.06214908675656833,329.3277367031758
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,2,102,156,32,3072,800,fold,zscore,True,False,0.6448650654842578,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2454,0.01,9.238845216352932e-06,0.06214880838362721,608.6274864096936
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,2,102,156,32,3072,800,fold,zscore,True,False,0.6448650654842578,Zero-eye response model applied to moving-response observations.,2454,0.01,1.2935528951340668e-06,0.051004042137740443,1419.564931379772
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,2,102,156,32,3072,800,fold,zscore,True,False,0.6448650654842578,Stabilized 0x counterfactual response and zero-eye response model.,2454,0.01,1.2935528951340668e-06,0.051004042137740443,1419.564931379772
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,3,103,150,32,3072,800,fold,zscore,True,False,0.6305056792513557,Feature posterior from measured-motion response family.,2394,0.01,2.477106633229642e-05,0.06667094531729584,432.3482434377975
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,3,103,150,32,3072,800,fold,zscore,True,False,0.6305056792513557,Feature posterior after treating trajectory as nuisance variation.,38304,0.01,2.502506866247192e-05,0.059495749005449974,323.65222478754157
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,3,103,150,32,3072,800,fold,zscore,True,False,0.6305056792513557,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2394,0.01,9.255681724363323e-06,0.05949549212899146,605.1715326626402
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,3,103,150,32,3072,800,fold,zscore,True,False,0.6305056792513557,Zero-eye response model applied to moving-response observations.,2394,0.01,1.4778775515754283e-06,0.04918653372063139,1356.9710359411781
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,3,103,150,32,3072,800,fold,zscore,True,False,0.6305056792513557,Stabilized 0x counterfactual response and zero-eye response model.,2394,0.01,1.4778775515754283e-06,0.04918653372063139,1356.9710359411781
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,4,103,150,32,3072,800,fold,zscore,True,False,0.6573749397496815,Feature posterior from measured-motion response family.,2526,0.01,2.4472883487211844e-05,0.06890370629035554,439.1751890072542
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,4,103,150,32,3072,800,fold,zscore,True,False,0.6573749397496815,Feature posterior after treating trajectory as nuisance variation.,40416,0.01,2.4663065418447763e-05,0.06148685204645733,333.7078290130697
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,4,103,150,32,3072,800,fold,zscore,True,False,0.6573749397496815,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2526,0.01,8.961476676454704e-06,0.061486582350590575,624.7813502800592
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,4,103,150,32,3072,800,fold,zscore,True,False,0.6573749397496815,Zero-eye response model applied to moving-response observations.,2526,0.01,1.2396589793914465e-06,0.05163531501588184,1446.5940717812919
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,4,103,150,32,3072,800,fold,zscore,True,False,0.6573749397496815,Stabilized 0x counterfactual response and zero-eye response model.,2526,0.01,1.2396589793914465e-06,0.05163531501588184,1446.5940717812919
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,0,102,156,32,3072,800,fold,zscore,False,False,0.6515567488573997,Feature posterior from measured-motion response family.,2478,0.01,2.4725396890266713e-05,0.008380593638739742,217.77013386643026
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,0,102,156,32,3072,800,fold,zscore,False,False,0.6515567488573997,Feature posterior after treating trajectory as nuisance variation.,39648,0.01,2.439163991356799e-05,0.007214153233487423,181.88576944913075
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,0,102,156,32,3072,800,fold,zscore,False,False,0.6515567488573997,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2478,0.01,8.869879857457084e-06,0.007214152725845108,366.2168964585335
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,0,102,156,32,3072,800,fold,zscore,False,False,0.6515567488573997,Zero-eye response model applied to moving-response observations.,2478,0.01,1.16470798388583e-06,0.005596371450389538,1219.0378375326864
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,0,102,156,32,3072,800,fold,zscore,False,False,0.6515567488573997,Stabilized 0x counterfactual response and zero-eye response model.,2478,0.01,1.16470798388583e-06,0.005596371450389538,1219.0378375326864
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,1,102,156,32,3072,800,fold,zscore,False,False,0.6529153585020098,Feature posterior from measured-motion response family.,2436,0.01,2.5554328533200607e-05,0.007681707321136572,216.8849196866278
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,1,102,156,32,3072,800,fold,zscore,False,False,0.6529153585020098,Feature posterior after treating trajectory as nuisance variation.,38976,0.01,2.4780170808703556e-05,0.006796240707825338,179.83803641874795
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,1,102,156,32,3072,800,fold,zscore,False,False,0.6529153585020098,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2436,0.01,9.027880586960092e-06,0.006796240206832918,364.23042571646914
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,1,102,156,32,3072,800,fold,zscore,False,False,0.6529153585020098,Zero-eye response model applied to moving-response observations.,2436,0.01,1.3486473280685851e-06,0.005518340271514962,1124.9173067849645
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,1,102,156,32,3072,800,fold,zscore,False,False,0.6529153585020098,Stabilized 0x counterfactual response and zero-eye response model.,2436,0.01,1.3486473280685851e-06,0.005518340271514962,1124.9173067849645
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,2,102,156,32,3072,800,fold,zscore,False,False,0.6448650654842578,Feature posterior from measured-motion response family.,2454,0.01,2.522645507837055e-05,0.00812809882401609,217.85143961195925
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,2,102,156,32,3072,800,fold,zscore,False,False,0.6448650654842578,Feature posterior after treating trajectory as nuisance variation.,39264,0.01,2.487393649279627e-05,0.007130980334144535,183.17047072346844
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,2,102,156,32,3072,800,fold,zscore,False,False,0.6448650654842578,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2454,0.01,9.238845216258955e-06,0.007130979740777986,362.3412959561766
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,2,102,156,32,3072,800,fold,zscore,False,False,0.6448650654842578,Zero-eye response model applied to moving-response observations.,2454,0.01,1.2935528950709281e-06,0.0055438261542769506,1161.0013399931565
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,2,102,156,32,3072,800,fold,zscore,False,False,0.6448650654842578,Stabilized 0x counterfactual response and zero-eye response model.,2454,0.01,1.2935528950709281e-06,0.0055438261542769506,1161.0013399931565
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,3,103,150,32,3072,800,fold,zscore,False,False,0.6305056792513557,Feature posterior from measured-motion response family.,2394,0.01,2.47710663321843e-05,0.008329943592864637,211.30289972596162
linear_gaussian,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,3,103,150,32,3072,800,fold,zscore,False,False,0.6305056792513557,Feature posterior after treating trajectory as nuisance variation.,38304,0.01,2.5025068662471588e-05,0.007073756562671933,177.80689600280218
linear_gaussian,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,3,103,150,32,3072,800,fold,zscore,False,False,0.6305056792513557,A stricter hidden-eye baseline trained on trajectory-averaged responses.,2394,0.01,9.255681724278234e-06,0.007073756039674515,353.57978746831446
linear_gaussian,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,3,103,150,32,3072,800,fold,zscore,False,False,0.6305056792513557,Zero-eye response model applied to moving-response observations.,2394,0.01,1.477877551516474e-06,0.005589893461298425,1058.399263921393
linear_gaussian,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,3,103,150,32,3072,800,fold,zscore,False,False,0.6305056792513557,Stabilized 0x counterfactual response and zero-eye response model.,2394,0.01,1.477877551516474e-06,0.005589893461298425,1058.399263921393
linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,4,103,150,32,3072,800,fold,zscore,False,False,0.6573749397496815,Feature posterior from measured-motion response family.,2526,0.01,2.447288348709686e-05,0.008633272002179325,222.15350839930358
