table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,observation_scale,axis_catalog_mode,n_candidates,n_prior_trajectories,n_timebins,n_units,true_candidate_index,true_source_row,true_candidate_id,observer_mode,observer_label,train_bank,test_input,fold,n_train_samples,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,3,90,5.254435776916649,-5.254435776916649,2.2922556089835724,12.966955882601466,-0.04497809261093493,5.130864860399802,11.680118852211928
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,3,90,5.254435776916649,-5.254435776916649,2.2922556089835724,12.966955882601466,-0.04497809261093493,5.130864860399802,11.680118852211928
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,3,90,5.254435776916649,-5.254435776916649,2.2922556089835724,12.966955882601466,-0.04497809261093493,5.130864860399802,11.680118852211928
12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,87,source_row:87,zero_eye_on_motion,zero-eye model,zero,observed,0,90,12.669672424538168,-12.669672424538168,3.5594483314887673,20.135280419830792,0.22709664915412262,2.711714419417268,20.577167863857625
13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,87,source_row:87,zero_eye_on_motion,zero-eye model,zero,observed,0,90,12.669672424538168,-12.669672424538168,3.5594483314887673,20.135280419830792,0.22709664915412262,2.711714419417268,20.577167863857625
14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_eye_on_motion,zero-eye model,zero,observed,0,90,48.15457224216759,-48.15457224216759,6.939349554689373,39.25488901715763,0.2579372433491021,2.711714419417268,39.866812915523795
15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_eye_on_motion,zero-eye model,zero,observed,0,90,48.15457224216759,-48.15457224216759,6.939349554689373,39.25488901715763,0.2579372433491021,2.711714419417268,39.866812915523795
16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_eye_on_motion,zero-eye model,zero,observed,0,90,160.6521596066628,-160.6521596066628,12.674863297356023,71.69985430538343,0.2490155075455187,2.711714419417268,72.32699783944356
17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_eye_on_motion,zero-eye model,zero,observed,0,90,160.6521596066628,-160.6521596066628,12.674863297356023,71.69985430538343,0.2490155075455187,2.711714419417268,72.32699783944356
18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,369,source_row:369,zero_eye_on_motion,zero-eye model,zero,observed,1,90,8.610541369625405,-8.610541369625405,2.9343723979115883,16.599316968719315,0.21962031451537067,5.021976583708456,16.96273656755386
19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,369,source_row:369,zero_eye_on_motion,zero-eye model,zero,observed,1,90,8.610541369625405,-8.610541369625405,2.9343723979115883,16.599316968719315,0.21962031451537067,5.021976583708456,16.96273656755386
20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_eye_on_motion,zero-eye model,zero,observed,1,90,46.483304851838675,-46.483304851838675,6.817866590938743,38.56767759742395,0.17796554252980548,5.021976583708456,39.14350055741816
21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_eye_on_motion,zero-eye model,zero,observed,1,90,46.483304851838675,-46.483304851838675,6.817866590938743,38.56767759742395,0.17796554252980548,5.021976583708456,39.14350055741816
22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_eye_on_motion,zero-eye model,zero,observed,1,90,201.0683180584612,-201.0683180584612,14.179856066211011,80.21337904533605,0.06899290157196054,5.021976583708456,80.4032479576772
23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_eye_on_motion,zero-eye model,zero,observed,1,90,201.0683180584612,-201.0683180584612,14.179856066211011,80.21337904533605,0.06899290157196054,5.021976583708456,80.4032479576772
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,2,90,6.742606327633892,-6.742606327633892,2.5966529085794066,14.688887040354166,0.3978791631082618,7.6405318580811175,15.948429185070742
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,2,90,6.742606327633892,-6.742606327633892,2.5966529085794066,14.688887040354166,0.3978791631082618,7.6405318580811175,15.948429185070742
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,2,90,38.94310584061783,-38.94310584061783,6.240441157531881,35.30126608069137,0.33252680873344653,7.6405318580811175,37.09870134132359
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,2,90,38.94310584061783,-38.94310584061783,6.240441157531881,35.30126608069137,0.33252680873344653,7.6405318580811175,37.09870134132359
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,2,90,162.83165107476805,-162.83165107476805,12.760550578825667,72.18457476769241,0.30379511706252416,7.6405318580811175,74.13774818151036
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,2,90,162.83165107476805,-162.83165107476805,12.760550578825667,72.18457476769241,0.30379511706252416,7.6405318580811175,74.13774818151036
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,3,90,129.06517154991056,-129.06517154991056,11.36068534684024,64.26574118141903,-0.24602837954690795,5.130864860399802,62.81069194606766
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,3,90,129.06517154991056,-129.06517154991056,11.36068534684024,64.26574118141903,-0.24602837954690795,5.130864860399802,62.81069194606766
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,3,90,129.06517154991056,-129.06517154991056,11.36068534684024,64.26574118141903,-0.24602837954690795,5.130864860399802,62.81069194606766
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,3,90,129.06517154991056,-129.06517154991056,11.36068534684024,64.26574118141903,-0.24602837954690795,5.130864860399802,62.81069194606766
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,3,90,129.06517154991056,-129.06517154991056,11.36068534684024,64.26574118141903,-0.24602837954690795,5.130864860399802,62.81069194606766
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,3,90,129.06517154991056,-129.06517154991056,11.36068534684024,64.26574118141903,-0.24602837954690795,5.130864860399802,62.81069194606766
12,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,87,source_row:87,zero_static,0x stabilized,zero,zero_static,0,90,5.550409607391918,-5.550409607391918,2.3559307306013726,13.327156764912063,0.1658655322619837,2.711714419417268,13.505890186076044
13,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,87,source_row:87,zero_static,0x stabilized,zero,zero_static,0,90,5.550409607391918,-5.550409607391918,2.3559307306013726,13.327156764912063,0.1658655322619837,2.711714419417268,13.505890186076044
14,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_static,0x stabilized,zero,zero_static,0,90,5.550409607391918,-5.550409607391918,2.3559307306013726,13.327156764912063,0.1658655322619837,2.711714419417268,13.505890186076044
15,7,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_static,0x stabilized,zero,zero_static,0,90,5.550409607391918,-5.550409607391918,2.3559307306013726,13.327156764912063,0.1658655322619837,2.711714419417268,13.505890186076044
16,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_static,0x stabilized,zero,zero_static,0,90,5.550409607391918,-5.550409607391918,2.3559307306013726,13.327156764912063,0.1658655322619837,2.711714419417268,13.505890186076044
17,8,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,87,source_row:87,zero_static,0x stabilized,zero,zero_static,0,90,5.550409607391918,-5.550409607391918,2.3559307306013726,13.327156764912063,0.1658655322619837,2.711714419417268,13.505890186076044
18,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,369,source_row:369,zero_static,0x stabilized,zero,zero_static,1,90,3.576778467050295,-3.576778467050295,1.8912372847028727,10.698453670769876,0.040645621110152054,5.021976583708456,9.65284231146135
19,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,369,source_row:369,zero_static,0x stabilized,zero,zero_static,1,90,3.576778467050295,-3.576778467050295,1.8912372847028727,10.698453670769876,0.040645621110152054,5.021976583708456,9.65284231146135
20,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_static,0x stabilized,zero,zero_static,1,90,3.576778467050295,-3.576778467050295,1.8912372847028727,10.698453670769876,0.040645621110152054,5.021976583708456,9.65284231146135
21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_static,0x stabilized,zero,zero_static,1,90,3.576778467050295,-3.576778467050295,1.8912372847028727,10.698453670769876,0.040645621110152054,5.021976583708456,9.65284231146135
22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_static,0x stabilized,zero,zero_static,1,90,3.576778467050295,-3.576778467050295,1.8912372847028727,10.698453670769876,0.040645621110152054,5.021976583708456,9.65284231146135
23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,369,source_row:369,zero_static,0x stabilized,zero,zero_static,1,90,3.576778467050295,-3.576778467050295,1.8912372847028727,10.698453670769876,0.040645621110152054,5.021976583708456,9.65284231146135
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,2,90,4.2773798436164405,-4.2773798436164405,2.068182739415558,11.69940831818969,0.15362238921907462,7.6405318580811175,10.11110160238143
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,2,90,4.2773798436164405,-4.2773798436164405,2.068182739415558,11.69940831818969,0.15362238921907462,7.6405318580811175,10.11110160238143
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,2,90,4.2773798436164405,-4.2773798436164405,2.068182739415558,11.69940831818969,0.15362238921907462,7.6405318580811175,10.11110160238143
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,2,90,4.2773798436164405,-4.2773798436164405,2.068182739415558,11.69940831818969,0.15362238921907462,7.6405318580811175,10.11110160238143
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,2,90,4.2773798436164405,-4.2773798436164405,2.068182739415558,11.69940831818969,0.15362238921907462,7.6405318580811175,10.11110160238143
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,2,90,4.2773798436164405,-4.2773798436164405,2.068182739415558,11.69940831818969,0.15362238921907462,7.6405318580811175,10.11110160238143
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,3,90,1.4255195038250716,-1.4255195038250716,1.1939512150105094,6.7540080043187904,0.48655860373175325,5.130864860399802,7.548514997682698
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,3,90,1.4255195038250716,-1.4255195038250716,1.1939512150105094,6.7540080043187904,0.48655860373175325,5.130864860399802,7.548514997682698
8,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,3,90,1.4255195038250716,-1.4255195038250716,1.1939512150105094,6.7540080043187904,0.48655860373175325,5.130864860399802,7.548514997682698
9,4,response_tables/trial_00004_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,3,90,1.4255195038250716,-1.4255195038250716,1.1939512150105094,6.7540080043187904,0.48655860373175325,5.130864860399802,7.548514997682698
10,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,3,90,1.4255195038250716,-1.4255195038250716,1.1939512150105094,6.7540080043187904,0.48655860373175325,5.130864860399802,7.548514997682698
11,5,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,3,90,1.4255195038250716,-1.4255195038250716,1.1939512150105094,6.7540080043187904,0.48655860373175325,5.130864860399802,7.548514997682698
