raw_window_row,session,trial_idx,mean_x_deg,mean_y_deg,visible_rail_fit_axis_deg,stored_image_edge_axis_deg,image_edge_axis_array_deg,image_gradient_axis_deg,image_orientation_coherence
17,Allen_2022-02-16,184,1.2969437892792488,-3.764163714214461,-37.58283985263988,-31.417875501106,31.417875501106,58.582124498894,0.7536221474881991
18,Allen_2022-02-16,184,1.2977421793827455,-3.768508778036833,-37.58283985263988,-31.417875501106,31.417875501106,58.582124498894,0.7536221474881991
